ticker,VRTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,7.3214
2000-01-04,-7.9867
2000-01-05,-1.6275
2000-01-06,-1.4706000000000001
2000-01-07,8.7687
2000-01-10,3.0875
2000-01-11,5.3245000000000005
2000-01-12,-1.1058
2000-01-13,0.0
2000-01-14,12.4601
2000-01-18,-3.5511
2000-01-19,-0.5891
2000-01-20,4.963
2000-01-21,11.0797
2000-01-24,-2.033
2000-01-25,-8.1712
2000-01-26,0.0
2000-01-27,-4.9435
2000-01-28,-0.8172
2000-01-31,-1.7227999999999999
2000-02-01,-3.4299
2000-02-02,6.0773
2000-02-03,5.8036
2000-02-04,6.8917
2000-02-07,4.2105
2000-02-08,4.1667
2000-02-09,-6.4242
2000-02-10,0.0
2000-02-11,5.5699
2000-02-14,1.3497
2000-02-15,2.3002000000000002
2000-02-16,2.2485
2000-02-17,22.2222
2000-02-18,-6.8182
2000-02-22,-7.2154
2000-02-23,5.7503
2000-02-24,0.0518
2000-02-25,1.0352
2000-02-28,1.6393
2000-02-29,17.1371
2000-03-01,13.6833
2000-03-02,-8.2892
2000-03-03,5.6541
2000-03-06,10.0
2000-03-07,-4.3324
2000-03-08,-14.4024
2000-03-09,-9.8005
2000-03-10,1.6346
2000-03-13,-6.8117
2000-03-14,-14.5178
2000-03-15,-8.3135
2000-03-16,17.6166
2000-03-17,6.1123
2000-03-20,-5.5527
2000-03-21,-6.044
2000-03-22,12.0468
2000-03-23,0.2088
2000-03-24,-3.75
2000-03-27,-0.7576
2000-03-28,-3.2715
2000-03-29,-5.8625
2000-03-30,-8.024
2000-03-31,-2.474
2000-04-03,-2.5366999999999997
2000-04-04,-6.0274
2000-04-05,13.7026
2000-04-06,13.9744
2000-04-07,-2.2497
2000-04-10,-12.1979
2000-04-11,-4.8493
2000-04-12,-3.5813
2000-04-13,-1.1429
2000-04-14,-8.9595
2000-04-17,10.4762
2000-04-18,16.092
2000-04-19,0.6188
2000-04-20,-7.8721
2000-04-24,-2.8037
2000-04-25,9.8901
2000-04-26,-7.5
2000-04-27,4.0541
2000-04-28,8.5714
2000-05-01,5.9809
2000-05-02,3.386
2000-05-03,-6.1135
2000-05-04,5.1163
2000-05-05,7.3009
2000-05-08,7.3196
2000-05-09,-2.4976
2000-05-10,1.3054000000000001
2000-05-11,7.7559000000000005
2000-05-12,-11.1913
2000-05-15,8.9431
2000-05-16,-0.7463
2000-05-17,-2.0677
2000-05-18,7.6775
2000-05-19,-7.2193
2000-05-22,-2.7858
