ticker,GEPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-03,40.0
2010-03-04,-50.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-10,1.4285999999999999
2010-03-12,0.0
2010-03-16,1.4085
2010-03-19,5.5556
2010-03-23,1.3158
2010-03-24,-1.2987
2010-03-29,6.5789
2010-03-30,0.0
2010-03-31,-0.7407
2010-04-06,0.7463
2010-04-07,-0.7407
2010-04-14,0.0
2010-04-19,0.995
2010-04-21,0.0
2010-04-28,10.8374
2010-04-30,0.0
2010-05-05,-10.0
2010-05-06,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-25,-0.2469
2010-05-28,0.2475
2010-06-04,-1.2346
2010-06-08,0.0
2010-06-09,0.0
2010-06-15,0.0
2010-06-22,0.0
2010-06-24,0.0
2010-06-28,7.5
2010-06-29,-6.9767
2010-06-30,7.25
2010-07-09,0.2331
2010-07-12,0.0
2010-07-16,3.4884
2010-07-21,-10.1124
2010-07-28,0.0
2010-07-30,1.25
2010-08-04,-1.2346
2010-08-05,11.25
2010-08-13,-7.8652
2010-08-17,7.3171
2010-08-18,-1.1364
2010-08-23,0.0
2010-08-26,0.0
2010-08-27,-0.4598
2010-09-07,-2.3095
2010-09-09,0.2364
2010-09-13,6.1321
2010-09-14,-2.2222
2010-09-17,-3.6364
2010-09-20,-5.6604
2010-09-22,10.5
2010-09-23,-7.4661
2010-09-27,10.0244
2010-09-30,-2.2222
2010-10-06,-0.2273
2010-10-08,2.5057
2010-10-11,-10.0
2010-10-18,3.7037
2010-10-22,2.3810000000000002
2010-10-28,-2.3256
2010-11-01,0.0
2010-11-10,-11.9048
2010-11-11,0.0
2010-11-17,4.0541
2010-12-14,-22.0779
2010-12-17,-8.3333
2010-12-20,0.0
2010-12-22,-9.0909
2010-12-23,8.4
2010-12-27,10.7011
2010-12-31,0.0
2011-01-12,33.3333
2011-01-13,-12.5
2011-01-27,-7.1429
2011-02-17,-23.0769
2011-02-22,20.0
2011-03-17,0.0
2011-03-24,6.6667
2011-03-25,-6.25
2011-03-30,-16.6667
2011-03-31,29.6
2011-04-20,-18.2099
2011-04-21,1.8868
2011-04-25,1.8519
2011-04-26,-3.6364
2011-04-27,0.7547
2011-04-28,0.0
2011-04-29,-0.7491
2011-05-02,-0.7547
2011-05-03,-4.943
2011-05-04,-0.8
2011-05-05,0.0
2011-05-06,-1.2097
2011-05-10,-0.4082
2011-05-12,-56.9672
2011-05-13,128.5714
2011-05-19,3.3333
