ticker,SCWX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-22,0.0
2016-04-25,-3.5714
2016-04-26,1.7037
2016-04-27,-0.3642
2016-04-28,-1.7544
2016-04-29,-0.8185
2016-05-02,0.075
2016-05-03,2.3988
2016-05-04,-0.9517
2016-05-05,-0.2217
2016-05-06,-1.7037
2016-05-09,-2.0347
2016-05-10,0.8077
2016-05-11,-2.9378
2016-05-12,-4.0094
2016-05-13,1.9656
2016-05-16,10.9237
2016-05-17,-4.7067
2016-05-18,2.8116
2016-05-19,0.5913
2016-05-20,1.8369
2016-05-23,-4.329
2016-05-24,2.9412000000000003
2016-05-25,0.8059
2016-05-26,-0.9448
2016-05-27,0.7704
2016-05-31,0.5825
2016-06-01,-0.9048
2016-06-02,-2.9949
2016-06-03,1.2801
2016-06-06,0.5948
2016-06-07,-1.8477000000000001
2016-06-08,1.5813000000000001
2016-06-09,-2.8169
2016-06-10,1.7544
2016-06-13,-1.1994
2016-06-14,13.2018
2016-06-15,-5.63
2016-06-16,10.0142
2016-06-17,-2.5823
2016-06-20,-3.7773
2016-06-21,-2.4793
2016-06-22,-1.2006000000000001
2016-06-23,0.9292
2016-06-24,-7.6487
2016-06-27,0.3834
2016-06-28,-1.2987
2016-06-29,6.5789
2016-06-30,2.3965
2016-07-01,-0.7092
2016-07-05,-0.6429
2016-07-06,0.9346
2016-07-07,-1.7806
2016-07-08,0.5076
2016-07-11,4.9062
2016-07-12,1.4443
2016-07-13,-0.0678
2016-07-14,0.6106
2016-07-15,3.5738
2016-07-18,-1.4323000000000001
2016-07-19,-2.576
2016-07-20,-2.1017
2016-07-21,-0.554
2016-07-22,1.0446
2016-07-25,1.654
2016-07-26,1.6949
2016-07-27,-0.6667
2016-07-28,0.2013
2016-07-29,-0.8038
2016-08-01,0.135
2016-08-02,-3.3715
2016-08-03,1.4655
2016-08-04,-0.6878
2016-08-05,-0.4848
2016-08-08,-1.4614
2016-08-09,-0.3531
2016-08-10,-0.2835
2016-08-11,0.2843
2016-08-12,-0.7796
2016-08-15,0.9286
2016-08-16,-0.7785
2016-08-17,-0.4993
2016-08-18,1.0036
2016-08-19,1.7743
2016-08-22,0.6276
2016-08-23,0.3465
2016-08-24,0.0691
2016-08-25,0.5521
2016-08-26,-2.1277
2016-08-29,0.7714
2016-08-30,-1.9485000000000001
2016-08-31,0.7807
2016-09-01,0.0704
2016-09-02,-0.2111
2016-09-06,1.5514999999999999
2016-09-07,-2.8472
2016-09-08,-0.2859
