ticker,CCGY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-17,-50.0
2006-08-21,-33.3333
2006-11-15,1115.8055
2006-11-16,-20.0
2006-11-17,2.2727
2006-11-20,13.3333
2006-11-21,-1.9607999999999999
2006-11-22,-8.0
2006-11-24,-4.3478
2006-11-27,-4.5455
2006-11-28,-9.5238
2006-11-29,-2.6316
2006-11-30,8.6486
2006-12-01,9.4527
2006-12-04,-4.5455
2006-12-05,-4.7619
2006-12-06,0.0
2006-12-07,-10.0
2006-12-11,10.5556
2006-12-12,1.5074999999999998
2006-12-13,-1.4851
2006-12-14,0.0
2006-12-15,0.0
2006-12-19,13.0653
2006-12-20,-11.5556
2006-12-21,23.1156
2006-12-22,-2.0408
2006-12-26,-8.3333
2006-12-27,-2.2727
2006-12-28,0.0
2006-12-29,16.2791
2007-01-03,3.6
2007-01-04,-3.4749
2007-01-05,-3.6
2007-01-08,2.4896
2007-01-09,0.0
2007-01-10,-2.834
2007-01-11,-10.4167
2007-01-12,-6.9767
2007-01-16,15.0
2007-01-17,0.0
2007-01-18,0.8696
2007-01-19,1.2931
2007-01-22,6.383
2007-01-23,-2.4
2007-01-24,-4.918
2007-01-25,-9.4828
2007-01-26,-4.7619
2007-01-29,1.5
2007-01-30,5.9113
2007-01-31,6.9767
2007-02-01,0.8696
2007-02-02,-0.431
2007-02-05,-2.5974
2007-02-06,0.4444
2007-02-07,10.6195
2007-02-08,2.0
2007-02-09,5.8824
2007-02-12,6.2963000000000005
2007-02-13,2.7875
2007-02-14,-6.1017
2007-02-15,-4.3321
2007-02-16,1.8868
2007-02-20,9.2593
2007-02-21,-1.6949
2007-02-22,0.0
2007-02-23,3.4483
2007-02-26,-1.3333
2007-02-27,-15.5405
2007-02-28,4.0
2007-03-01,-5.7692
2007-03-02,0.0
2007-03-05,-8.1633
2007-03-06,12.0
2007-03-07,3.1746
2007-03-08,5.7692
2007-03-09,3.6364
2007-03-12,-12.2807
2007-03-13,-13.6
2007-03-14,1.8519
2007-03-15,0.0
2007-03-16,-6.8182
2007-03-19,14.6341
2007-03-20,-9.7872
2007-03-21,1.4151
2007-03-22,9.3023
2007-03-23,6.383
2007-03-26,4.0
2007-03-27,7.6923
2007-03-28,-10.7143
2007-03-29,-3.2
2007-03-30,1.2397
2007-04-02,6.1224
2007-04-03,-1.9231
2007-04-04,-3.5294
2007-04-05,-6.5041
2007-04-09,0.0
2007-04-10,-4.3478
2007-04-11,-8.6364
2007-04-12,6.9652
