ticker,OBSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-26,-22.3333
2017-01-27,0.2575
2017-01-30,0.6849
2017-01-31,-0.8503
2017-02-01,-3.0875
2017-02-02,-2.2124
2017-02-03,5.7014
2017-02-06,-1.5411000000000001
2017-02-07,1.7391
2017-02-08,4.1026
2017-02-09,0.9852
2017-02-10,3.252
2017-02-13,-0.6299
2017-02-14,3.4073
2017-02-15,0.9962
2017-02-16,0.8346
2017-02-17,-0.602
2017-02-21,-0.4542
2017-02-22,2.3574
2017-02-23,-1.5602
2017-02-24,5.5849
2017-02-27,-2.6447000000000003
2017-02-28,-5.2863
2017-03-01,1.5504
2017-03-03,0.3053
2017-03-06,1.8265
2017-03-07,-5.157
2017-03-08,2.4429
2017-03-09,2.6154
2017-03-10,0.4498
2017-03-13,-1.9403000000000001
2017-03-14,-0.9893
2017-03-15,-0.0769
2017-03-16,-5.1538
2017-03-17,-0.4055
2017-03-20,-7.0847
2017-03-21,-1.8405
2017-03-22,1.0714
2017-03-23,-0.7067
2017-03-24,-0.3548
2017-03-27,-0.3583
2017-03-28,-1.7025000000000001
2017-03-29,-3.464
2017-03-30,-0.2833
2017-03-31,-1.4205
2017-04-03,-7.5889
2017-04-04,-5.5094
2017-04-05,1.7602
2017-04-06,-2.7027
2017-04-07,-5.5556
2017-04-10,-4.3529
2017-04-11,-0.615
2017-04-12,-0.3713
2017-04-13,-8.0745
2017-04-17,-4.1892
2017-04-18,2.5388
2017-04-19,-2.2008
2017-04-20,-4.2194
2017-04-21,-2.6432
2017-04-24,-1.9607999999999999
2017-04-25,0.1538
2017-04-26,-0.768
2017-04-27,1.2384
2017-04-28,1.5291000000000001
2017-05-01,3.9157
2017-05-02,-1.1594
2017-05-03,1.3195999999999999
2017-05-04,7.0912
2017-05-05,-8.3784
2017-05-08,-3.5398
2017-05-09,3.9755000000000003
2017-05-10,5.0
2017-05-11,1.5406
2017-05-12,2.069
2017-05-15,13.0405
2017-05-16,-1.9725000000000001
2017-05-17,7.3171
2017-05-18,-6.9318
2017-05-19,10.3785
2017-05-22,-0.3319
2017-05-23,-5.1054
2017-05-24,2.924
2017-05-25,-3.9773
2017-05-26,2.2485
2017-05-30,-4.1667
2017-05-31,1.087
2017-06-01,3.5842
2017-06-02,0.692
2017-06-05,-3.8946
2017-06-06,-6.1979
2017-06-07,-4.7014
2017-06-08,-10.8
2017-06-09,0.8969
2017-06-12,-0.5926
2017-06-13,-0.0745
2017-06-14,-10.8128
