ticker,DAO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,-26.4706
2019-10-28,-0.8
2019-10-29,10.8871
2019-10-30,9.0909
2019-10-31,-4.9333
2019-11-01,3.9972
2019-11-04,1.1463
2019-11-05,3.1333
2019-11-06,-3.6199
2019-11-07,0.6036
2019-11-08,-1.4
2019-11-11,-1.8256000000000001
2019-11-12,-1.7218
2019-11-13,-3.0834
2019-11-14,-5.2783999999999995
2019-11-15,2.9008000000000003
2019-11-18,-0.9644
2019-11-19,2.9962999999999997
2019-11-20,-2.1818
2019-11-21,3.8662
2019-11-22,-0.0716
2019-11-25,-1.5758999999999999
2019-11-26,0.0
2019-11-27,0.4367
2019-11-29,-1.1594
2019-12-02,2.6393
2019-12-03,-1.2857
2019-12-04,1.3025
2019-12-05,-0.0714
2019-12-06,0.7148
2019-12-09,-0.071
2019-12-10,0.9233
2019-12-11,1.0556
2019-12-12,-0.5571
2019-12-13,2.6611000000000002
2019-12-16,-6.3438
2019-12-17,1.0925
2019-12-18,1.1527
2019-12-19,1.1396
2019-12-20,-0.0704
2019-12-23,-1.4094
2019-12-24,-0.7863
2019-12-26,1.585
2019-12-27,-1.2057
2019-12-30,0.5743
2019-12-31,0.4996
2020-01-02,6.5341000000000005
2020-01-03,-4.3333
2020-01-06,3.9721
2020-01-07,6.7694
2020-01-08,-1.3183
2020-01-09,1.0178
2020-01-10,-0.1889
2020-01-13,4.1009
2020-01-14,-3.0303
2020-01-15,-0.8125
2020-01-16,1.7643
2020-01-17,-0.3096
2020-01-21,-0.6211
2020-01-22,0.375
2020-01-23,-2.3661
2020-01-24,2.6786
2020-01-27,0.2484
2020-01-28,-0.062
2020-01-29,-0.682
2020-01-30,-1.9351
2020-01-31,0.3819
2020-02-03,0.8244
2020-02-04,0.6289
2020-02-05,1.32
2020-02-06,1.0413000000000001
2020-02-07,29.1209
2020-02-10,39.4799
2020-02-11,-27.1186
2020-02-12,11.6279
2020-02-13,-3.7083
2020-02-14,-0.0433
2020-02-18,-3.8095
2020-02-19,14.3114
2020-02-20,-1.3780000000000001
2020-02-21,-4.8303
2020-02-24,6.3758
2020-02-25,-0.5521
2020-02-26,3.2514
2020-02-27,-3.9939
2020-02-28,-0.6
2020-03-02,-5.7545
2020-03-03,-1.8787
2020-03-04,1.6536
2020-03-05,-0.7277
2020-03-06,-0.8193
2020-03-09,-2.8261
2020-03-10,-1.0738
2020-03-11,-4.5681
2020-03-12,-8.673
2020-03-13,2.1796
2020-03-16,-10.3606
2020-03-17,-2.4929
2020-03-18,-10.8658
2020-03-19,8.0183
2020-03-20,2.233
2020-03-23,-1.9481000000000002
2020-03-24,12.5828
2020-03-25,2.4599
2020-03-26,-0.1566
2020-03-27,-4.0251
2020-03-30,0.3813
2020-03-31,14.1617
2020-04-01,-1.616
2020-04-02,-6.4251
2020-04-03,5.5756
2020-04-06,0.4401
2020-04-07,-1.6066
2020-04-08,-6.5314
2020-04-09,3.5998
2020-04-13,2.1972
2020-04-14,-2.35
2020-04-15,1.3825
2020-04-16,4.2929
2020-04-17,-2.8571
2020-04-20,-3.3898
2020-04-21,4.7472
2020-04-22,0.9852
2020-04-23,-3.9512
2020-04-24,-1.5744
2020-04-27,5.7276
2020-04-28,-0.7809
2020-04-29,3.8859
2020-04-30,-1.6572
2020-05-01,-5.8739
2020-05-04,4.5524000000000004
2020-05-05,2.593
2020-05-06,-2.6228
2020-05-07,2.3996
2020-05-08,2.0086
2020-05-11,7.7825
2020-05-12,4.7847
2020-05-13,-5.3549
2020-05-14,0.4386
2020-05-15,2.2271
2020-05-18,0.9398
2020-05-19,11.5954
2020-05-20,-6.1433
2020-05-21,-2.7879
2020-05-22,1.7456
2020-05-26,-1.7974
2020-05-27,-5.0333
2020-05-28,-3.329
2020-05-29,1.8124
2020-06-01,3.9163
2020-06-02,1.6274
2020-06-03,5.2676
2020-06-04,0.0801
2020-06-05,5.76
2020-06-08,-1.3616
2020-06-09,-1.6488
2020-06-10,1.7154
2020-06-11,-0.4216
2020-06-12,0.9238
2020-06-15,14.4165
2020-06-16,4.4
2020-06-17,14.0805
2020-06-18,-3.1906
2020-06-19,0.318
2020-06-22,-0.5764
2020-06-23,7.2464
2020-06-24,-3.0811
2020-06-25,0.3904
2020-06-26,0.0
2020-06-29,3.0278
2020-06-30,1.1054
2020-07-01,-4.2133
2020-07-02,-1.0579
2020-07-06,6.3872
2020-07-07,-3.7821
2020-07-08,5.6075
2020-07-09,1.5096
2020-07-10,1.7692
2020-07-13,-1.2346
2020-07-14,-3.0612
2020-07-15,1.8420999999999998
2020-07-16,-5.2196
2020-07-17,1.0905
2020-07-20,2.3463
2020-07-21,10.5929
2020-07-22,-8.3155
2020-07-23,-3.3264
2020-07-24,-2.2580999999999998
2020-07-27,5.6931
2020-07-28,5.8288
2020-07-29,-2.7539
2020-07-30,2.6296
2020-07-31,4.2375
