ticker,ZOXCF US Equity
2007-06-29,-3.1415
2007-07-03,2.2852
2007-07-06,9.3671
2007-07-09,0.0
2007-07-10,11.1169
2007-07-11,5.1742
2007-07-12,6.2715
2007-07-13,0.1747
2007-07-16,3.077
2007-07-17,-0.1579
2007-07-18,-1.5051
2007-07-20,13.9868
2007-07-23,3.2206
2007-07-24,0.6806
2007-07-25,-2.1635
2007-07-26,1.9263
2007-07-27,-5.3822
2007-07-30,0.1765
2007-07-31,-1.5348000000000002
2007-08-01,-3.7023
2007-08-02,-1.4523
2007-08-07,-9.7193
2007-08-08,1.3336000000000001
2007-08-09,-2.0208
2007-08-13,1.1058
2007-08-14,-24.5027
2007-08-15,-5.1282
2007-08-16,-20.0372
2007-08-17,20.2163
2007-08-20,10.0513
2007-08-21,1.9001000000000001
2007-08-22,-6.5279
2007-08-27,-2.3670999999999998
2007-08-28,3.2967
2007-08-29,13.0386
2007-08-30,8.5642
2007-08-31,7.5093
2007-09-04,0.5216
2007-09-05,-10.1597
2007-09-07,1.5234
2007-09-11,-3.5893
2007-09-12,-1.6477
2007-09-13,-9.5705
2007-09-18,0.734
2007-09-20,9.4531
2007-09-24,9.7994
2007-09-27,-6.0443
2007-09-28,3.7420999999999998
2007-10-02,-0.0489
2007-10-03,-5.7259
2007-10-04,-2.7385
2007-10-09,2.9015
2007-10-11,3.318
2007-10-12,1.904
2007-10-16,7.4682
2007-10-17,0.1782
2007-10-19,-7.5086
2007-10-23,1.2802
2007-10-25,8.9622
2007-10-26,-1.2596
2007-10-29,-3.2876
2007-11-01,8.2716
2007-11-02,-1.5577999999999999
2007-11-05,-2.9105
2007-11-07,-7.2954
2007-11-09,-8.2772
2007-11-12,3.567
2007-11-15,-7.898
2007-11-16,-2.4661
2007-11-19,0.8821
2007-11-20,3.5354
2007-11-21,-8.2927
2007-11-26,-3.5273
2007-11-27,-2.6189999999999998
2007-11-29,1.143
2007-11-30,8.5333
2007-12-04,1.3765
2007-12-05,-2.0605
2007-12-07,1.8896
2007-12-10,-2.1095
2007-12-11,-1.6146
2007-12-14,5.4427
2007-12-17,4.986
2007-12-19,-0.7293
2007-12-20,-3.1734
2007-12-21,1.4521
2007-12-27,16.7928
2007-12-28,0.2755
2007-12-31,0.2722
2008-01-03,-7.1695
2008-01-07,-5.0832
2008-01-08,-1.9816
2008-01-09,-5.7961
2008-01-11,-2.3771
2008-01-14,-2.9114
2008-01-25,-0.4061
2008-01-28,-1.0399
2008-01-31,-0.7589
2008-02-01,6.0244
2008-02-04,-0.8551
2008-02-05,3.2326
2008-02-07,-10.169
2008-02-15,-3.9012000000000002
2008-02-19,-7.5649999999999995
2008-02-20,-0.2558
2008-02-21,10.4808
2008-02-22,-3.445
2008-02-25,-2.0919
2008-02-27,-1.4922
2008-02-28,-2.722
2008-03-03,4.5915
2008-03-04,-0.9186
2008-03-07,-18.6225
2008-03-11,-9.128
2008-03-13,19.7764
2008-03-14,5.495
2008-03-17,-10.0124
2008-03-18,-0.8453
2008-03-19,-3.3729
2008-03-20,8.7217
2008-03-24,-0.5424
2008-03-25,8.8418
2008-03-26,6.8891
2008-03-27,-1.799
2008-03-31,0.2717
2008-04-01,-0.4955
2008-04-02,15.7739
2008-04-03,1.6128
2008-04-07,2.523
2008-04-08,-2.2867
2008-04-14,-6.793
2008-04-15,-1.0341
2008-04-16,7.8544
2008-04-22,-2.13
2008-04-23,-2.3696
2008-04-24,-7.9826
2008-04-28,6.2224
2008-04-30,1.7052
2008-05-01,0.7545
2008-05-02,1.2757
2008-05-07,-4.9326
2008-05-08,0.8389
2008-05-12,0.0357
2008-05-13,-2.7413
2008-05-14,-3.993
2008-05-15,0.6116
2008-05-21,5.1672
2008-05-22,-0.2673
2008-05-23,0.8295
2008-05-27,2.989
2008-05-28,-11.5464
2008-05-29,4.693
2008-05-30,-2.8741
2008-06-06,-6.4846
2008-06-16,7.0338
2008-06-23,3.8128
2008-06-24,0.5076
2008-06-25,-1.634
2008-06-26,-5.3458
2008-06-27,0.8934
2008-06-30,-4.2378
2008-07-07,-0.9247
2008-07-09,-4.3333
2008-07-11,-1.7422
2008-07-16,-3.6525
2008-07-17,-0.9937
2008-07-18,-8.29
2008-07-21,4.3778
2008-07-23,-0.699
2008-07-24,5.045
2008-07-29,-14.3708
2008-07-30,-2.3913
2008-07-31,11.3586
2008-08-05,-3.24
2008-08-08,-3.1005
2008-08-12,-11.6041
2008-08-15,3.6499
2008-08-26,-11.4371
2008-08-28,6.0266
2008-09-02,-5.8452
2008-09-03,19.9605
2008-09-04,-17.1551
2008-09-22,-1.5037
2008-09-25,-14.1099
2008-10-06,-29.4652
2008-10-07,-6.1279
2008-10-08,-22.9659
2008-10-10,17.6543
2008-10-14,14.405
2008-10-15,-12.9562
2008-10-16,15.7233
2008-10-17,0.4529
2008-10-20,-15.5996
2008-10-21,-1.8162
2008-10-23,9.6844
2008-10-24,-3.373
2008-10-27,9.8563
2008-10-28,-0.4439
2008-11-04,-6.1253
2008-11-05,18.4
2008-11-06,-8.1926
2008-11-11,-35.6026
2008-11-18,8.2857
2008-11-19,0.2309
2008-11-20,0.0329
2008-11-25,-15.7895
2008-11-28,-17.5
2008-12-08,-17.4242
2008-12-18,9.633
2008-12-19,5.2301
2008-12-29,-0.5964
2008-12-31,-12.0
2009-01-05,-8.5511
2009-02-05,30.2268
2009-03-06,-50.1908
2009-03-11,-5.7471
2009-03-19,-2.439
2009-03-25,20.8333
2009-03-26,-0.6897
2009-04-06,4.8611
2009-04-15,-14.2384
2009-04-22,-15.0579
2009-04-24,2.1023
2009-04-27,4.1736
2009-04-30,1.7094
2009-05-08,1.6806999999999999
2009-05-11,1.6529
2009-05-19,50.0
2009-05-20,2.7778
2009-05-21,-0.2637
2009-05-29,-5.3536
2009-06-08,35.1955
2009-06-09,37.0351
2009-06-10,-11.4399
2009-06-12,-22.3665
2009-06-15,-5.7018
2009-06-17,13.4884
2009-06-19,-14.7541
2009-06-22,7.2115
2009-06-26,-12.1637
2009-07-02,-13.7205
2009-07-07,-15.3846
2009-07-10,-11.8881
2009-07-20,-11.1111
2009-07-21,-0.8929
2009-07-24,-9.9099
2009-07-28,-3.0
2009-08-10,17.5258
2009-08-13,45.614
2009-08-14,8.4337
2009-08-17,-16.6667
2009-08-24,77.3333
2009-08-25,-6.015
2009-08-26,22.4
2009-08-27,-5.2288
2009-08-28,-1.7241
2009-08-31,-19.2982
2009-09-02,0.0
2009-09-04,-6.9565
2009-09-08,1.8692
2009-09-10,7.7122
2009-09-11,-6.3082
2009-09-15,0.4545
2009-09-17,-17.647100000000002
2009-09-28,6.044
2009-09-29,-1.8135
2009-10-05,11.3456
2009-10-08,-0.9479
2009-10-13,-9.8086
2009-10-15,-8.2228
2009-10-21,5.7803
2009-11-02,-1.0929
2009-11-05,-14.3646
2009-11-12,29.0323
2009-11-16,5.0
2009-11-17,12.381
2009-11-24,-13.9831
2009-12-15,-13.2389
2010-01-15,-0.6388
2010-01-22,-16.0
2010-01-26,-0.6803
2010-01-28,-6.1644
2010-02-01,-5.1095
2010-02-12,-0.7692
2010-02-17,8.5271
2010-02-18,-0.3571
2010-02-19,3.9427
2010-02-22,-2.069
2010-02-23,7.0423
2010-02-24,-4.6053
2010-02-25,1.3793
2010-03-03,0.0
2010-03-04,2.7211
2010-03-08,-9.2715
2010-03-09,10.9489
2010-03-10,0.6579
2010-03-11,0.0
2010-03-12,-9.8039
2010-03-15,-3.6231999999999998
2010-03-22,-0.7519
2010-03-23,0.6155
2010-03-24,0.1412
2010-03-29,-3.7594
2010-03-30,-7.8125
2010-03-31,-2.5423999999999998
2010-04-01,0.0
2010-04-06,0.0
2010-04-07,-3.4783
2010-04-08,0.0
2010-04-09,3.6036
2010-04-12,-4.3478
2010-04-13,9.0909
2010-04-14,16.6667
2010-04-15,42.8571
2010-04-16,0.0
2010-04-21,-44.5
2010-04-26,0.0
2010-04-27,-54.955
2010-06-23,-20.0
2010-06-24,-80.0
2010-08-06,312.5
2010-08-19,-33.3333
2010-08-27,-15.9091
2010-09-14,-24.3243
2010-09-22,319.1964
2010-09-27,-13.099
2010-09-30,0.0
2010-10-25,-33.5784
2010-10-26,-14.9446
2010-11-10,-82.6464
2010-11-11,500.0
2010-11-16,0.0
2010-12-02,0.0
2010-12-08,-33.3333
2010-12-22,0.0
2010-12-27,0.0
2011-01-03,100.0
2011-02-28,-50.0
2011-05-23,125.0
2011-06-03,0.0
2011-07-18,-55.5556
2011-08-05,0.0
2011-09-09,25.0
2011-09-14,104.0
2011-09-15,-21.5686
2011-09-16,0.0
2011-09-21,2.5
2011-10-14,-41.4634
2011-11-16,-16.6667
2012-01-19,0.0
2012-01-30,-55.0
2012-07-02,11.1111
2012-08-13,-90.0
2012-09-10,-87.5
2012-09-12,3900.0
2012-10-22,-60.0
2012-12-04,150.0
2013-01-07,0.0
2013-01-24,0.0
2013-04-04,-92.5
2013-05-03,166.6667
2013-05-08,-31.25
2013-07-19,63.6364
2013-08-02,5.5556
2013-08-12,10.526299999999999
2013-09-06,280.9524
2013-09-10,100.0
2013-09-11,0.0
2013-10-03,-50.0
2013-10-16,-80.0
2013-10-21,-31.25
2013-12-13,0.0
2013-12-30,-54.5455
2013-12-31,0.0
2014-02-24,0.0
2014-04-04,220.0
2014-05-09,-37.5
2014-06-20,-50.0
2014-07-01,0.0
2014-08-05,260.0
2014-08-11,0.0
2014-08-19,5.5556
2014-08-21,68.4211
2014-08-29,0.0
2014-09-25,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,-50.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-21,0.0
2014-10-27,12.5
2014-11-17,0.0
2014-11-21,0.0
2014-11-25,0.0
2014-11-26,-11.1111
2014-12-08,-87.5
2014-12-15,0.0
2014-12-29,0.0
2014-12-30,0.0
2015-02-25,7900.0
2015-03-24,-95.0
2015-03-25,0.0
2015-04-17,0.0
2015-04-29,500.0
2015-05-08,-66.6667
2015-05-21,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-07-07,50.0
2015-07-16,0.0
2015-08-26,-66.6667
2015-08-27,0.0
2015-09-28,1000.0
2015-09-29,-90.9091
2015-09-30,0.0
2015-11-17,100.0
2015-12-01,-37.5
2015-12-02,0.0
2015-12-07,10.0
2015-12-14,-9.0909
2016-01-11,-20.0
2016-01-13,100.0
2016-03-03,-50.0
2016-03-07,-75.0
2016-03-10,0.0
2016-03-24,0.0
2016-04-13,0.0
2016-04-22,0.0
2016-04-27,100.0
2016-04-28,0.0
2016-10-03,-50.0
2016-11-10,0.0
2016-11-16,0.0
2016-11-21,0.0
2016-11-28,0.0
2016-12-16,50.0
2017-01-09,66.6667
2017-02-06,20.0
2017-02-07,0.0
2017-03-03,166.6667
2017-03-28,-81.25
2017-04-25,0.0
2017-05-25,0.0
2017-06-06,6.6667
2017-06-07,0.0
2017-07-24,50.0
2017-10-04,-33.3333
2017-10-27,100.0
2017-10-30,200.0
2017-10-31,-66.6667
2017-11-02,0.0
2017-11-09,-50.0
2018-01-10,200.0
2018-04-09,-66.6667
2018-04-10,0.0
2018-05-29,0.0
2018-06-25,0.0
2018-08-31,-50.0
2019-09-17,0.0
2019-12-03,-99.0
