ticker,INKW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-24,3.8462
2000-10-02,-33.3333
2000-10-25,-99.1111
2001-03-30,300.0
2001-09-28,25.0
2002-03-15,-20.0
2002-10-14,25.0
2003-01-16,0.0
2003-04-22,-20.0
2003-07-25,1175.0
2004-07-14,-98.0392
2004-09-21,2750.0
2004-10-05,84.9123
2004-10-15,-80.8349
2004-10-19,0.0
2004-10-25,93.0693
2004-11-01,0.0
2004-11-16,-42.0513
2004-12-23,-10.6195
2005-03-08,23.7624
2005-03-29,300.0
2005-03-30,100.0
2005-04-01,-97.5
2005-04-04,304.0
2005-04-07,692.0792
2005-04-08,-37.5
2005-04-14,60.0
2005-04-21,87.5
2005-04-22,36.0
2005-04-25,-36.2745
2005-04-27,15.3846
2005-05-03,-13.3333
2005-05-05,15.3846
2005-05-06,20.0
2005-05-09,16.6667
2005-05-10,-3.8095
2005-05-16,3.9604
2005-05-18,-33.3333
2005-05-23,0.0
2005-05-24,35.7143
2005-05-26,-22.1053
2005-05-31,8.1081
2005-06-01,0.0
2005-06-02,218.75
2005-06-03,52.9412
2005-06-06,5.1282
2005-06-07,-1.2195
2005-06-08,-1.2346
2005-06-09,0.0
2005-06-13,-58.75
2005-06-15,6.0606
2005-06-17,-8.5714
2005-06-21,-12.5
2005-06-22,-14.2857
2005-06-23,-33.3333
2005-06-24,26.25
2005-07-06,0.0
2005-07-15,-30.6931
2005-07-19,-3.5714
2005-07-20,-5.1852
2005-07-21,0.0
2005-07-25,4.6875
2005-07-26,-17.9104
2005-07-27,0.0
2005-07-29,-7.2727
2005-08-01,-11.7647
2005-08-02,11.1111
2005-08-03,0.0
2005-08-05,-2.0
2005-08-08,2.0408
2005-08-09,0.0
2005-08-11,0.0
2005-08-15,-10.0
2005-08-16,-22.2222
2005-08-17,0.0
2005-08-19,0.0
2005-08-26,-14.2857
2005-08-29,33.3333
2005-08-30,25.0
2005-08-31,10.0
2005-09-01,45.4545
2005-09-02,-25.0
2005-09-06,-8.3333
2005-09-09,-27.2727
2005-09-14,18.75
2005-09-26,8.0921
2005-09-27,-2.6172
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,10.0
2005-10-03,36.3636
2005-10-04,0.0
2005-10-05,0.0
2005-10-11,-20.0
2005-10-18,-8.3333
2005-10-28,18.1818
2005-10-31,-7.6923
2005-11-01,83.3333
2005-11-02,9.0909
2005-11-03,-35.4167
2005-11-04,16.129
2005-11-07,-7.2222
2005-11-08,-7.1856
