ticker,USLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-06-02,4.8478
2016-06-03,25.0
2016-07-12,0.0
2016-09-02,0.0
2016-09-09,0.0
2016-09-12,28.7333
2016-09-14,-6.784
2016-09-15,-16.6667
2016-09-19,0.0
2016-09-20,3.3333
2016-09-22,0.0
2016-09-23,-2.0645
2016-09-26,1.4493
2016-09-27,3.2468
2016-09-28,0.6289
2016-09-29,-5.625
2016-09-30,5.9603
2016-10-03,-3.125
2016-10-04,-2.0
2016-10-05,0.7242
2016-10-06,1.3072
2016-10-07,0.0
2016-10-10,-3.2258
2016-10-11,0.3333
2016-10-12,2.99
2016-10-13,0.0
2016-10-14,-0.1492
2016-10-17,-0.4967
2016-10-18,3.2468
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,-2.5157
2016-10-24,-0.9919
2016-10-25,-2.2563
2016-10-26,0.0
2016-10-27,-0.6667
2016-10-28,0.6711
2016-11-01,0.0
2016-11-02,-3.3333
2016-11-03,3.4483
2016-11-04,-2.0
2016-11-07,0.0
2016-11-09,-5.4422
2016-11-10,6.4748
2016-11-11,-3.3784
2016-11-14,1.3986
2016-11-15,-3.4483
2016-11-16,3.5714
2016-11-17,-0.6897
2016-11-18,0.0
2016-11-21,-4.8611
2016-11-22,-2.1898
2016-11-23,0.7463
2016-11-25,-3.7037
2016-11-28,-3.0769
2016-11-29,-1.5873
2016-11-30,-2.4194
2016-12-01,0.8264
2016-12-02,-0.8197
2016-12-05,-2.4793
2016-12-06,-14.4068
2016-12-07,-30.6931
2016-12-08,57.1429
2016-12-09,-2.0909
2016-12-12,2.1356
2016-12-14,-1.8182
2016-12-15,-7.4074
2016-12-16,8.0
2016-12-19,4.6296
2016-12-20,0.0
2016-12-21,-24.7788
2016-12-22,17.647100000000002
2016-12-27,-6.0
2016-12-28,-41.4894
2016-12-29,18.1818
2016-12-30,-15.3846
2017-01-03,18.1818
2017-01-04,46.1538
2017-01-06,5.2632
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,-25.0
2017-01-13,13.3333
2017-01-17,-18.8235
2017-01-20,-8.1341
2017-01-23,8.0655
2017-01-24,0.0
2017-01-25,0.0
2017-01-30,2.1898
2017-01-31,0.0
2017-02-01,0.0
2017-02-03,-1.4285999999999999
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,-19.5652
2017-02-09,8.1081
2017-02-10,-36.6667
2017-02-13,-13.1579
2017-02-14,9.0909
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
