ticker,CCNB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-19,0.0
2017-08-07,6.875
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-17,11.1111
2017-08-23,5.2632
2017-08-25,0.0
2017-08-31,5.2
2017-09-06,23.5741
2017-09-11,7.6923
2017-09-12,-10.7143
2017-09-20,-18.4
2017-09-21,-1.9607999999999999
2017-10-03,0.0
2017-10-05,-7.0
2017-10-12,1.6129
2017-10-16,-0.5291
2017-10-18,-1.8511
2017-10-19,0.2601
2017-10-20,0.0
2017-10-25,0.0
2017-10-26,0.5405
2017-10-27,-2.1505
2017-10-30,0.0
2017-10-31,-0.989
2017-11-02,-0.111
2017-11-03,-0.1111
2017-11-06,0.1112
2017-11-13,-1.1111
2017-11-15,0.0
2017-11-16,0.5618
2017-11-17,0.0
2017-11-22,0.0
2017-11-27,-4.9162
2017-11-30,2.8202
2017-12-04,0.5714
2017-12-05,-2.2727
2017-12-06,1.7442
2017-12-14,0.0
2017-12-18,0.5714
2017-12-19,0.5682
2017-12-21,1.6949
2017-12-22,0.0
2017-12-28,2.2222
2017-12-29,1.6303999999999998
2018-01-03,0.5348
2018-01-09,1.0638
2018-01-11,4.2105
2018-01-12,-4.0404
2018-01-16,5.2632
2018-01-22,-2.5
2018-01-29,1.0256
2018-02-01,-1.0152
2018-02-08,-2.5641
2018-02-12,-0.5263
2018-02-15,-7.4074
2018-02-22,5.7143
2018-02-28,-5.8162
2018-03-07,6.1754
2018-03-09,-4.3243
2018-03-12,1.6949
2018-03-16,0.0
2018-03-20,-1.6667
2018-03-23,-1.1299
2018-03-27,0.0
2018-03-28,-0.3429
2018-04-05,3.211
2018-04-10,-2.0
2018-05-08,6.0091
2018-05-16,-3.1016
2018-06-05,0.5519
2018-06-07,0.0
2018-06-12,0.0
2018-06-14,0.0
2018-06-19,0.0
2018-06-20,0.9879
2018-06-21,-0.5435
2018-06-22,0.0
2018-06-25,0.1093
2018-07-02,0.1092
2018-07-03,-0.1091
2018-07-11,0.4367
2018-07-12,0.0
2018-07-18,0.0
2018-07-19,0.2174
2018-07-23,-0.2169
2018-07-24,0.2174
2018-07-27,1.41
2018-07-31,-0.9626
2018-08-07,0.0
2018-08-09,0.0
2018-08-20,0.0
2018-08-22,-0.108
2018-08-30,0.1081
2018-08-31,-0.6479
2018-09-04,0.0
2018-09-05,0.0
2018-09-07,0.1087
2018-09-10,0.0
2018-09-11,-0.1086
2018-09-12,-0.4348
2018-09-13,-0.5459
