ticker,GOFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-03-18,119.1346
2013-03-19,4.2562999999999995
2013-03-20,13.9731
2013-03-21,-2.5111
2013-03-22,12.4242
2013-03-25,7.0081
2013-03-26,5.2897
2013-03-27,2.512
2013-03-28,5.8343
2013-04-01,16.8275
2013-04-02,-3.7395
2013-04-03,-9.3137
2013-04-04,24.3243
2013-04-05,1.7717
2013-04-08,-1.7409
2013-04-09,-37.3913
2013-04-10,-24.1667
2013-04-11,8.0586
2013-04-12,-11.8644
2013-04-15,14.2308
2013-04-16,0.0
2013-04-17,-8.7121
2013-04-18,1.7981
2013-04-19,-13.4058
2013-04-22,-28.0335
2013-04-23,-31.7951
2013-04-24,-38.6255
2013-04-25,-29.1667
2013-04-26,0.0
2013-04-29,-9.1912
2013-04-30,-7.1525
2013-05-01,-4.6512
2013-05-02,-2.439
2013-05-03,0.0
2013-05-06,-5.0
2013-05-07,-17.5987
2013-05-08,8.5828
2013-05-09,-13.2353
2013-05-10,-3.3898
2013-05-13,-16.2281
2013-05-14,-16.2304
2013-05-15,-15.0
2013-05-16,64.7059
2013-05-17,-14.732099999999999
2013-05-20,-16.2304
2013-05-21,12.5
2013-05-22,18.6111
2013-05-23,-28.8056
2013-05-24,5.2632
2013-05-28,-10.0
2013-05-29,-5.5556
2013-05-30,-2.9412000000000003
2013-05-31,18.1818
2013-06-03,-13.7821
2013-06-04,-8.5502
2013-06-05,-0.4065
2013-06-06,-5.3061
2013-06-07,-2.1552
2013-06-10,-4.8458
2013-06-11,3.7037
2013-06-12,10.7143
2013-06-13,-5.2419
2013-06-14,-4.6809
2013-06-17,-7.1429
2013-06-18,-3.8462
2013-06-19,1.5
2013-06-20,-3.9409
2013-06-21,-0.5128
2013-06-24,-13.4021
2013-06-25,-2.9762
2013-06-26,11.6564
2013-06-27,-12.0879
2013-06-28,-5.0
2013-07-01,3.2895
2013-07-02,-7.0064
2013-07-03,4.1096
2013-07-05,-12.5
2013-07-08,-3.7594
2013-07-09,0.0
2013-07-10,0.0
2013-07-11,8.5938
2013-07-12,-10.0719
2013-07-15,-1.6
2013-07-16,-7.3171
2013-07-17,12.2807
2013-07-18,-6.25
2013-07-19,-4.1667
2013-07-22,11.3043
2013-07-23,4.6875
2013-07-24,63.4328
2013-07-25,-23.2877
2013-07-26,0.0
2013-07-29,-4.7619
2013-07-30,21.875
2013-07-31,-8.2051
2013-08-01,-1.6760000000000002
2013-08-02,4.5455
2013-08-05,-13.0435
