ticker,MSAH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-05,0.0
2004-10-06,-33.3333
2004-10-27,-15.0
2004-11-08,-1.9607999999999999
2004-11-18,0.0
2004-12-01,0.0
2004-12-08,0.0
2004-12-21,-40.0
2004-12-27,-99.9583
2005-02-28,79900.0
2005-03-30,0.0
2005-03-31,10.0
2006-08-01,-54.5455
2006-09-12,-40.0
2006-09-22,40.0
2006-10-11,23.8095
2006-10-12,-13.461500000000001
2006-10-26,-44.4444
2006-11-30,108.0
2006-12-01,15.3846
2007-01-10,-41.6667
2007-12-19,71.4286
2008-01-23,-33.3333
2009-04-29,-75.0
2009-07-31,300.0
2009-09-30,-74.75
2009-10-01,296.0396
2009-10-02,0.0
2009-10-05,-18.75
2009-10-06,0.0
2009-10-09,7.6923
2009-10-12,0.0
2009-10-13,14.2857
2009-10-15,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-22,-3.75
2009-10-23,-22.0779
2009-10-27,16.6667
2009-11-04,0.0
2009-11-11,0.0
2009-11-13,0.0
2009-11-17,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,-14.2857
2009-11-30,0.0
2009-12-01,0.0
2009-12-04,16.6667
2009-12-07,-0.2857
2009-12-09,-6.8768
2009-12-10,-7.6923
2009-12-17,-16.6667
2009-12-21,0.0
2009-12-22,20.0
2010-01-04,-1.6667
2010-01-06,-32.2034
2010-01-08,0.0
2010-01-11,-0.5
2010-01-12,-2.0101
2010-01-13,-2.5641
2010-01-14,-21.0526
2010-01-15,0.0
2010-01-19,-8.0
2010-01-20,5.0725
2010-01-21,-6.8966
2010-01-26,-25.1852
2010-01-27,38.6139
2010-01-28,-28.5714
2010-01-29,1.0
2010-02-02,38.6139
2010-02-03,-27.8571
2010-02-04,18.8119
2010-02-05,-15.8333
2010-02-08,0.0
2010-02-09,0.0
2010-02-11,82.1782
2010-02-12,0.5435
2010-02-18,-0.5405
2010-02-26,-46.1957
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,36.3636
2010-03-15,0.0
2010-03-17,-2.2222
2010-03-18,-2.2727
2010-03-23,-21.7054
2010-03-30,7.9208
2010-04-05,60.5505
2010-04-06,-20.0
2010-04-07,-7.1429
2010-04-08,7.6923
2010-04-09,-3.5714
2010-04-15,-18.5185
2010-04-16,0.0
2010-04-22,-13.6364
2010-04-23,0.0
2010-04-26,-1.0526
