ticker,VICI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-18,-0.2695
2017-10-19,0.0
2017-10-20,-2.7027
2017-10-23,0.0
2017-10-24,3.6111
2017-10-25,0.0
2017-10-26,-0.8043
2017-10-27,0.2162
2017-10-31,-0.2157
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.2162
2017-11-06,0.0539
2017-11-07,0.1617
2017-11-08,-0.1615
2017-11-09,0.0
2017-11-10,-0.2695
2017-11-13,0.0
2017-11-14,-0.8108
2017-11-15,0.8174
2017-11-16,0.0
2017-11-17,0.2703
2017-11-20,0.2695
2017-11-21,0.8065
2017-11-22,0.0
2017-11-27,0.2667
2017-11-28,1.0638
2017-11-29,0.2632
2017-11-30,3.6745
2017-12-01,0.1519
2017-12-04,1.1122
2017-12-05,5.0
2017-12-06,-5.4762
2017-12-07,-0.2519
2017-12-08,0.0
2017-12-11,0.0505
2017-12-12,0.0
2017-12-13,0.2019
2017-12-14,0.7557
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,-0.125
2017-12-20,0.1252
2017-12-21,2.5
2017-12-22,-1.4634
2017-12-26,-0.9901
2017-12-27,2.5
2017-12-29,0.0
2018-01-02,-1.9512
2018-01-03,0.2985
2018-01-04,0.1984
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0495
2018-01-10,-1.0391
2018-01-11,0.0
2018-01-12,-0.05
2018-01-16,7.5538
2018-01-17,-1.0233
2018-01-18,-1.3158
2018-01-19,-1.1905000000000001
2018-01-22,10.7952
2018-01-23,-8.6559
2018-01-24,0.0
2018-01-25,-0.3333
2018-01-26,0.8122
2018-01-29,0.0
2018-01-30,-0.237
2018-01-31,4.5131
2018-02-01,-5.0455
2018-02-02,0.5744
2018-02-05,-1.9039000000000001
2018-02-06,-0.5337
2018-02-07,1.2683
2018-02-08,-3.6609
2018-02-09,-0.45
2018-02-12,-1.6575
2018-02-13,0.6129
2018-02-14,-0.2538
2018-02-15,1.0178
2018-02-16,0.7053
2018-02-20,0.05
2018-02-21,-1.65
2018-02-22,0.8643
2018-02-23,-0.1008
2018-02-26,-0.6054
2018-02-27,-1.2183
2018-02-28,0.4625
2018-03-01,-0.3069
2018-03-02,-0.4618
2018-03-05,0.3608
2018-03-06,0.7191
2018-03-07,0.0
2018-03-08,-1.6318000000000001
2018-03-09,1.6071
2018-03-12,-1.0714
2018-03-13,1.083
2018-03-14,0.1531
2018-03-15,-1.0698
2018-03-16,0.0
2018-03-19,-0.9784
