ticker,SFBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-10,5.0
2008-01-14,-4.7619
2008-01-15,0.0
2008-01-16,0.6667
2008-01-17,-0.6623
2008-01-18,0.0
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,1.6667
2008-01-25,0.0
2008-01-28,-0.1093
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,2.2976
2008-02-01,1.2833999999999999
2008-02-05,-3.3791
2008-02-06,0.0
2008-02-11,0.5464
2008-02-15,1.087
2008-02-19,-1.0753
2008-02-21,0.0
2008-02-25,0.0
2008-03-03,0.5435
2008-03-04,-0.2162
2008-03-05,-0.325
2008-03-10,0.0
2008-03-12,-1.087
2008-03-14,0.5495
2008-03-17,-0.5464
2008-03-18,0.0
2008-03-24,0.4396
2008-03-27,-0.1094
2008-03-31,0.0
2008-04-03,0.3286
2008-04-08,0.0
2008-04-09,-0.1092
2008-04-15,0.9836
2008-04-17,-0.4329
2008-04-21,-0.5435
2008-04-22,0.0
2008-04-28,-0.5464
2008-04-29,0.5495
2008-04-30,0.0
2008-05-02,0.3279
2008-05-05,-0.3268
2008-05-08,0.5464
2008-05-09,0.0
2008-05-13,-1.087
2008-05-14,0.2198
2008-05-15,0.3289
2008-05-19,-0.5464
2008-05-20,0.0
2008-05-21,0.2198
2008-05-23,0.2193
2008-05-28,-0.4376
2008-05-29,0.2198
2008-06-05,-0.2193
2008-06-06,0.0
2008-06-09,0.0
2008-06-10,0.2198
2008-06-16,0.7675
2008-06-18,-0.7617
2008-06-26,0.4386
2008-07-01,-0.655
2008-07-03,-0.3297
2008-07-07,-0.7718
2008-07-10,0.0
2008-07-11,-1.1111
2008-07-16,-1.6854
2008-07-23,2.7429
2008-07-25,-1.1173
2008-07-29,-1.1299
2008-07-31,-1.7143000000000002
2008-08-01,1.1628
2008-08-04,-0.5747
2008-08-05,0.578
2008-08-11,3.4483
2008-08-15,-2.2222
2008-08-21,-1.1364
2008-08-28,0.0
2008-09-09,-0.5747
2008-09-11,0.4624
2008-09-12,0.0
2008-09-16,-6.9364
2008-09-17,-2.4845
2008-09-19,10.828
2008-09-23,-16.092
2008-09-26,0.0
2008-09-30,0.6849
2008-10-02,0.0
2008-10-08,-7.483
2008-10-09,-10.2941
2008-10-10,-0.8197
2008-10-14,12.3967
2008-10-15,-10.2941
2008-10-17,0.0
2008-10-20,0.8197
2008-10-24,0.0
2008-10-30,21.9512
2008-11-06,-5.3333
2008-11-14,0.7042
2008-11-17,0.0
