ticker,JOE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2571
2000-01-04,-3.6082
2000-01-05,2.4064
2000-01-06,2.3499
2000-01-07,-2.0408
2000-01-10,-0.2604
2000-01-11,0.0
2000-01-12,-1.3054999999999999
2000-01-13,1.5873
2000-01-14,-2.3438
2000-01-18,0.2667
2000-01-19,-1.8617
2000-01-20,1.897
2000-01-21,5.8511
2000-01-24,-2.5126
2000-01-25,-0.7732
2000-01-26,0.7792
2000-01-27,2.5773
2000-01-28,-3.2663
2000-01-31,-1.5584
2000-02-01,1.5831
2000-02-02,3.8961
2000-02-03,-5.0
2000-02-04,1.0526
2000-02-07,-1.3021
2000-02-08,-0.7916
2000-02-09,2.9255
2000-02-10,0.2584
2000-02-11,0.5155
2000-02-14,0.5128
2000-02-15,-0.7653
2000-02-16,0.7712
2000-02-17,-0.2551
2000-02-18,-0.5115
2000-02-22,-0.7712
2000-02-23,2.8497
2000-02-24,-3.2746
2000-02-25,0.5208
2000-02-28,-0.7772
2000-02-29,1.0444
2000-03-01,-0.7752
2000-03-02,3.6458
2000-03-03,-0.2513
2000-03-06,2.5189
2000-03-07,-2.9484
2000-03-08,7.0886
2000-03-09,-1.6548
2000-03-10,0.2404
2000-03-13,0.4796
2000-03-14,-0.4773
2000-03-15,3.4245
2000-03-16,4.186
2000-03-17,0.8929
2000-03-20,1.1062
2000-03-21,0.4376
2000-03-22,-0.6536
2000-03-23,0.4386
2000-03-24,0.2183
2000-03-27,-0.2179
2000-03-28,-0.8734
2000-03-29,-1.3216
2000-03-30,2.9018
2000-03-31,0.4338
2000-04-03,-0.216
2000-04-04,-1.0823
2000-04-05,1.3129
2000-04-06,-0.216
2000-04-07,-0.4329
2000-04-10,-2.1739
2000-04-11,0.8889
2000-04-12,1.5419
2000-04-13,-0.8677
2000-04-14,-4.1575
2000-04-17,2.2831
2000-04-18,-2.0089
2000-04-19,0.4556
2000-04-20,4.0816
2000-04-24,0.6536
2000-04-25,-0.8658
2000-04-26,1.31
2000-04-27,-0.6466
2000-04-28,0.0
2000-05-01,2.3861
2000-05-02,0.8475
2000-05-03,-4.6218
2000-05-04,3.304
2000-05-05,-0.4264
2000-05-08,1.2848
2000-05-09,1.0571
2000-05-10,-1.8828
2000-05-11,0.8529
2000-05-12,1.2685
2000-05-15,-0.2088
2000-05-16,2.3013
2000-05-17,-0.6135
2000-05-18,0.823
2000-05-19,-1.0204
2000-05-22,-0.8247
2000-05-23,0.8316
