ticker,CFB US Equity
2020-01-06,-1.2509000000000001
2020-01-07,-3.4483
2020-01-08,4.2274
2020-01-09,-0.3497
2020-01-10,-4.4912
2020-01-13,-0.3674
2020-01-14,-0.9587
2020-01-15,0.4468
2020-01-16,0.0741
2020-01-17,-3.1111
2020-01-21,0.4587
2020-01-22,2.8919
2020-01-23,-0.5917
2020-01-24,0.6696
2020-01-27,-2.439
2020-01-28,1.4394
2020-01-29,1.643
2020-01-30,1.9838
2020-01-31,-1.6571
2020-02-03,-0.2198
2020-02-04,-3.2305
2020-02-05,2.1244
2020-02-06,1.263
2020-02-07,0.1467
2020-02-10,2.4908
2020-02-11,-3.7169
2020-02-12,0.2227
2020-02-13,2.2963
2020-02-14,-4.6343
2020-02-18,2.0501
2020-02-19,3.6458
2020-02-20,1.2922
2020-02-21,2.0553
2020-02-24,-3.125
2020-02-25,-5.0179
2020-02-26,1.5093999999999999
2020-02-27,0.7435
2020-02-28,-2.214
2020-03-02,4.3019
2020-03-03,-5.2097999999999995
2020-03-04,-1.6794
2020-03-05,-1.9409999999999998
2020-03-06,-4.9881
2020-03-09,-18.0833
2020-03-10,-4.2726
2020-03-11,-5.526
2020-03-12,-8.7739
2020-03-13,-13.6868
2020-03-16,-18.0
2020-03-17,15.8537
2020-03-18,-10.6767
2020-03-19,28.7879
2020-03-20,20.5229
2020-03-23,1.0846
2020-03-24,-11.2661
2020-03-25,-0.1209
2020-03-26,1.2107
2020-03-27,-6.1005
2020-03-30,3.0573
2020-03-31,3.8319
2020-04-01,-7.8571
2020-04-02,8.2687
2020-04-03,3.58
2020-04-06,2.0737
2020-04-07,-7.7878
2020-04-08,9.0575
2020-04-09,12.3457
2020-04-13,-7.7922
2020-04-14,-2.9252000000000002
2020-04-15,-11.3839
2020-04-16,-4.1562
2020-04-17,11.1695
2020-04-20,0.7092
2020-04-21,-0.3521
2020-04-22,-4.8292
2020-04-23,3.0941
2020-04-24,0.7203
2020-04-27,6.5554
2020-04-28,2.5727
2020-04-29,12.2137
2020-04-30,-6.0253
2020-05-01,-4.4467
2020-05-04,1.8397999999999999
2020-05-05,-7.864
2020-05-06,-5.6517
2020-05-07,7.0905
2020-05-08,7.9909
2020-05-11,-8.4567
2020-05-12,-5.1963
2020-05-13,0.3654
2020-05-14,0.4854
2020-05-15,0.6039
2020-05-18,14.1657
2020-05-19,-12.1451
2020-05-20,11.3106
2020-05-21,-0.3226
2020-05-22,1.6181
2020-05-26,4.5117
2020-05-27,1.1681
2020-05-28,-4.9197
2020-05-29,2.7455
2020-06-01,-3.9054
2020-06-02,0.2139
2020-06-03,1.2807
2020-06-04,0.843
2020-06-05,7.1055
2020-06-08,4.4878
2020-06-09,-1.5873
2020-06-10,-8.1594
2020-06-11,-9.814
2020-06-12,1.9473
2020-06-15,10.4494
2020-06-16,1.9329
2020-06-17,-6.986
2020-06-18,6.1159
2020-06-19,2.6289
2020-06-22,-1.7734
2020-06-23,-1.2036
2020-06-24,-8.3249
2020-06-25,5.8693
2020-06-26,-1.569
2020-06-29,4.3571
2020-06-30,-0.4073
2020-07-01,-2.5562
2020-07-02,-1.1542
2020-07-06,0.8493
2020-07-07,-4.7368
2020-07-08,1.8784999999999998
2020-07-09,-2.9284
2020-07-10,4.4693
2020-07-13,0.8556
2020-07-14,1.0604
2020-07-15,5.1417
2020-07-16,-1.8961999999999999
2020-07-17,-4.883
2020-07-20,1.3904
2020-07-21,6.4346
2020-07-22,-5.3518
2020-07-23,4.712
2020-07-24,-2.9
2020-07-27,-1.7508
2020-07-28,1.0482
2020-07-29,2.2822
2020-07-30,-0.8114
2020-07-31,-6.2372
