ticker,CFB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-15,0.6897
2019-08-16,0.3425
2019-08-19,0.273
2019-08-20,-0.885
2019-08-21,-0.4121
2019-08-22,0.8966
2019-08-23,-1.9822
2019-08-26,1.1158
2019-08-27,0.3448
2019-08-28,0.4811
2019-08-29,-0.8208
2019-08-30,0.3448
2019-09-03,-0.1375
2019-09-04,0.2065
2019-09-05,0.2747
2019-09-06,-0.6849
2019-09-09,0.1379
2019-09-10,-0.0689
2019-09-11,0.5513
2019-09-12,-0.6169
2019-09-13,0.4138
2019-09-16,-1.3736
2019-09-17,-2.1588
2019-09-18,0.9253
2019-09-19,0.9873
2019-09-20,-0.3492
2019-09-23,-1.0512
2019-09-24,-0.4958
2019-09-25,0.0712
2019-09-26,-0.2845
2019-09-27,-1.2126000000000001
2019-09-30,3.2852
2019-10-01,-1.7127
2019-10-02,-1.5647
2019-10-03,-3.4682
2019-10-04,0.3743
2019-10-07,-0.3729
2019-10-08,-2.3204000000000002
2019-10-09,-2.682
2019-10-10,0.315
2019-10-11,0.8634
2019-10-14,-0.0778
2019-10-15,0.3894
2019-10-16,-2.7929
2019-10-17,-1.5164
2019-10-18,0.3241
2019-10-21,1.6155
2019-10-22,3.0207
2019-10-23,-3.0864
2019-10-24,0.3185
2019-10-25,-1.0317
2019-10-28,1.6840000000000002
2019-10-29,2.3659
2019-10-30,1.3096999999999999
2019-10-31,1.673
2019-11-01,3.3657
2019-11-04,0.4342
2019-11-05,1.1527
2019-11-06,-2.0655
2019-11-07,0.0
2019-11-08,0.6545
2019-11-11,-0.2168
2019-11-12,0.4345
2019-11-13,-2.3071
2019-11-14,-3.1734
2019-11-15,0.2287
2019-11-18,0.1521
2019-11-19,3.265
2019-11-20,-0.0735
2019-11-21,-0.1472
2019-11-22,-1.0317
2019-11-25,-0.7446
2019-11-26,2.5506
2019-11-27,-0.5852
2019-11-29,-2.4283
2019-12-02,1.5083
2019-12-03,1.1144
2019-12-04,-0.4409
2019-12-05,1.6236000000000002
2019-12-06,0.2179
2019-12-09,-0.5072
2019-12-10,3.2775
2019-12-11,-0.9873
2019-12-12,-0.2849
2019-12-13,0.1429
2019-12-16,0.428
2019-12-17,0.7102
2019-12-18,-1.3399
2019-12-19,0.6433
2019-12-20,0.142
2019-12-23,-0.2128
2019-12-24,-0.4975
2019-12-26,0.9286
2019-12-27,1.557
2019-12-30,-0.1394
2019-12-31,0.6281
2020-01-02,-0.4161
2020-01-03,0.2089
