ticker,MMNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-06,-42.8571
2018-02-07,0.0
2018-05-08,-47.5
2018-06-07,-4.7619
2018-09-05,0.0
2018-09-10,-10.0
2018-09-11,11.1111
2018-09-12,100.0
2018-09-17,-50.0
2018-11-05,100.0
2018-11-20,5.0
2018-11-21,-18.5714
2018-11-26,309.3567
2018-11-29,-50.0
2018-12-03,40.0
2018-12-12,-20.0
2019-01-07,-37.5
2019-01-14,185.7143
2019-01-23,0.0
2019-02-12,-50.0
2019-02-19,20.0
2019-02-28,0.0
2019-03-04,-33.3333
2019-03-12,27.5
2019-03-21,-1.9607999999999999
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,10.0
2019-03-28,-9.0909
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,10.0
2019-04-05,0.0
2019-04-09,27.2727
2019-04-10,0.0
2019-04-12,10.0
2019-04-15,-19.4805
2019-04-16,33.871
2019-04-17,9.6386
2019-04-24,-34.0659
2019-05-01,5.0
2019-05-07,19.0476
2019-05-08,0.0
2019-05-13,-17.3333
2019-05-21,0.0
2019-05-28,-1.4516
2019-05-31,22.9542
2019-06-03,-8.985
2019-06-05,-4.936
2019-06-06,0.0
2019-06-14,-7.6923
2019-06-18,-8.3333
2019-06-19,-9.0909
2019-06-21,22.0
2019-06-25,-22.8852
2019-06-27,-4.3367
2019-06-28,-22.2222
2019-07-02,37.1429
2019-07-03,0.0
2019-07-05,-16.6667
2019-07-08,22.5
2019-07-11,-8.1633
2019-07-17,1.1111
2019-07-22,5.4945
2019-07-25,-20.8333
2019-08-01,0.5263
2019-08-15,27.7487
2019-08-28,32.377
2019-09-06,-7.1207
2019-09-10,7.0
2019-09-12,1.2461
2019-09-17,-1.5385
2019-09-26,-1.5625
2019-09-27,1.5873
2019-09-30,-28.125
2019-10-01,19.5652
2019-10-04,0.0
2019-10-09,-12.7273
2019-10-11,8.3333
2019-10-15,-3.8462
2019-10-17,24.0
2019-10-21,-35.1613
2019-10-23,-25.1244
2019-10-25,66.113
2019-10-29,-43.98
2019-10-30,78.5077
2019-10-31,9.4
2019-11-11,4.2048
2019-11-22,-10.526299999999999
2019-12-02,0.0
2019-12-03,-1.9607999999999999
2019-12-09,-20.0
2019-12-19,22.5
2019-12-27,-2.0408
2019-12-31,-16.6667
2020-01-08,-20.0
2020-01-09,56.25
2020-01-10,6.0
2020-01-14,-1.8868
2020-01-15,0.0
2020-01-24,0.0
2020-01-28,-3.8462
2020-01-29,4.0
2020-01-30,0.0
2020-01-31,-21.1538
2020-02-04,19.5122
2020-02-05,2.0408
2020-02-06,-20.0
2020-02-07,24.975
2020-02-11,-1.9804
2020-02-12,2.0408
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-20,-10.0
2020-02-21,15.5556
2020-02-24,0.0
2020-02-26,-13.461500000000001
2020-02-27,-22.2222
2020-02-28,-14.2857
2020-03-02,6.6667
2020-03-03,9.375
2020-03-04,0.0
2020-03-05,-28.5714
2020-03-06,20.0
2020-03-10,33.3333
2020-03-13,0.0
2020-03-18,13.95
2020-03-25,16.0597
2020-03-26,-3.5917
2020-03-27,0.0
2020-03-30,17.647100000000002
2020-03-31,0.0
2020-04-01,5.0
2020-04-02,1.5873
2020-04-03,-6.25
2020-04-06,8.3333
2020-04-07,-1.5537999999999998
2020-04-08,3.1255
2020-04-09,3.8036
2020-04-13,15.3285
2020-04-14,5.0633
2020-04-15,3.6145
2020-04-16,-6.9767
2020-04-17,3.75
2020-04-20,4.8193
2020-04-21,-12.6437
2020-04-22,5.2632
2020-04-23,-12.625
2020-04-24,-2.7182
2020-04-27,-19.1176
2020-04-28,-2.4545
2020-04-29,-40.3541
2020-04-30,1.875
2020-05-01,-20.2454
2020-05-04,11.5
2020-05-05,41.0831
2020-05-06,-7.0905
2020-05-07,5.2368
2020-05-08,0.025
2020-05-11,5.0
2020-05-12,-4.7619
2020-05-13,3.75
2020-05-14,-3.6145
2020-05-15,2.5
2020-05-19,-2.439
2020-05-20,-7.5
2020-05-21,-18.9189
2020-05-26,0.0
2020-05-27,18.0
2020-05-28,-0.3107
2020-05-29,-20.6574
2020-06-01,41.0714
2020-06-02,-1.2658
2020-06-03,-5.1282
2020-06-04,-27.027
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,46.2963
2020-06-11,-11.3924
2020-06-12,8.5714
2020-06-15,-7.8947
2020-06-16,-25.7143
2020-06-17,37.6923
2020-06-19,-18.9944
2020-06-22,-24.1379
2020-06-23,9.0909
2020-06-24,-8.3333
2020-06-25,-18.1818
2020-06-29,0.0
2020-07-06,48.3333
2020-07-10,-10.4869
2020-07-13,-36.8201
2020-07-15,-19.2053
2020-07-16,80.3279
2020-07-17,-4.5455
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,3.8095
2020-07-24,0.0
2020-07-27,0.9174
2020-07-28,-0.9091
2020-07-29,-8.2569
2020-07-30,10.0
2020-07-31,-9.0909
