ticker,FRTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-20,-8.3333
2016-10-21,3.0303
2016-10-24,0.5882
2016-10-25,-1.345
2016-10-26,-0.4742
2016-10-27,0.1191
2016-10-28,0.7139
2016-10-31,1.5948
2016-11-01,-0.4651
2016-11-02,-0.7593
2016-11-03,-0.8829
2016-11-04,1.0095
2016-11-07,0.2939
2016-11-08,-0.8206
2016-11-09,4.7872
2016-11-10,1.5792000000000002
2016-11-11,2.221
2016-11-14,3.0961
2016-11-15,-3.4247
2016-11-16,-0.7092
2016-11-17,-1.9231
2016-11-18,1.4006
2016-11-21,4.9724
2016-11-22,-0.6316
2016-11-23,1.0064
2016-11-25,4.0902
2016-11-28,-3.8791
2016-11-29,0.3145
2016-11-30,3.5004999999999997
2016-12-01,1.0096
2016-12-02,-2.3988
2016-12-05,0.1024
2016-12-06,-0.4604
2016-12-07,-0.4111
2016-12-08,-1.5996000000000001
2016-12-09,2.8317
2016-12-12,2.1418
2016-12-13,-0.9985
2016-12-14,-7.9677
2016-12-15,5.7534
2016-12-16,1.1399
2016-12-19,1.7930000000000001
2016-12-20,3.8752
2016-12-21,1.938
2016-12-22,3.7072000000000003
2016-12-23,1.2374
2016-12-27,1.4033
2016-12-28,-1.7856999999999998
2016-12-29,0.0
2016-12-30,-1.5455
2017-01-03,1.4774
2017-01-04,-3.5032
2017-01-05,-4.7148
2017-01-06,0.5938
2017-01-09,-2.9021
2017-01-10,-1.2158
2017-01-11,1.2821
2017-01-12,-3.8481
2017-01-13,3.8968
2017-01-17,-0.8109
2017-01-18,-2.1461
2017-01-19,0.6266
2017-01-20,1.0379
2017-01-23,-3.8521
2017-01-24,3.6325
2017-01-25,1.1856
2017-01-26,0.2547
2017-01-27,-0.2033
2017-01-30,-1.8839000000000001
2017-01-31,-0.1557
2017-02-01,0.052
2017-02-02,-1.2468
2017-02-03,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,-0.0526
2017-02-09,-0.2632
2017-02-10,0.1583
2017-02-13,0.8957
2017-02-14,-1.201
2017-02-15,0.5814
2017-02-16,-2.1019
2017-02-17,0.6978
2017-02-21,-0.533
2017-02-22,-0.7503
2017-02-23,1.2419
2017-02-24,2.8266999999999998
2017-02-27,4.7199
2017-02-28,-1.7831000000000001
2017-03-01,3.3787
2017-03-02,-0.8293
2017-03-03,-1.1313
2017-03-06,-1.1443
2017-03-07,-2.2144
2017-03-08,-1.1323
2017-03-09,-0.0521
2017-03-10,0.7813
