ticker,PXPP US Equity
2019-10-10,15.375
2019-10-11,8.3424
2019-10-14,11.6667
2019-10-15,4.4776
2019-10-16,5.7143
2019-10-17,-2.7027
2019-10-18,0.0
2019-10-21,11.1111
2019-10-22,6.25
2019-10-23,0.2353
2019-10-24,-10.7981
2019-10-25,-55.5263
2019-10-28,-16.213
2019-10-29,-29.3785
2019-10-30,0.0
2019-10-31,40.0
2019-11-01,-14.2143
2019-11-04,-0.0833
2019-11-05,-8.3333
2019-11-06,-18.1818
2019-11-07,11.1111
2019-11-08,6.15
2019-11-11,-22.7508
2019-11-12,17.0732
2019-11-13,-14.5833
2019-11-14,-8.5366
2019-11-15,1.6667
2019-11-18,4.918
2019-11-19,-12.5
2019-11-20,0.0
2019-11-21,-7.1429
2019-11-22,27.6923
2019-11-25,8.4337
2019-11-26,-33.3333
2019-11-27,0.0
2019-11-29,33.3333
2019-12-02,25.0
2019-12-03,-25.0
2019-12-04,-24.0
2019-12-05,22.807
2019-12-06,22.8571
2019-12-09,-12.7907
2019-12-10,-32.0
2019-12-11,1.9607999999999999
2019-12-12,84.6154
2019-12-13,-37.5
2019-12-16,0.0
2019-12-18,8.3333
2019-12-19,-7.8462
2019-12-23,0.1669
2019-12-26,-63.3333
2019-12-27,243.1818
2019-12-30,12.6821
2019-12-31,-11.8425
2020-01-02,6.6667
2020-01-03,-17.5
2020-01-06,-24.2424
2020-01-09,6.6
2020-01-10,-6.1914
2020-01-13,60.0
2020-01-14,-5.625
2020-01-15,-7.2848
2020-01-16,-7.1429
2020-01-17,-8.461500000000001
2020-01-21,-32.7731
2020-01-22,67.5
2020-01-24,2.9851
2020-01-29,13.0435
2020-01-30,-23.0769
2020-01-31,9.1667
2020-02-03,-27.0992
2020-02-04,-0.1047
2020-02-06,16.3522
2020-02-07,26.1261
2020-02-10,14.2857
2020-02-11,-25.0
2020-02-12,24.6667
2020-02-13,0.1337
2020-02-14,-0.267
2020-02-18,-6.2918
2020-02-19,0.0
2020-02-20,21.4286
2020-02-21,3.5294
2020-02-24,-43.2955
2020-02-25,-10.1603
2020-02-26,-13.8969
2020-02-27,-24.8705
2020-02-28,20.6897
2020-03-02,40.0
2020-03-03,9.3878
2020-03-04,-10.4478
2020-03-05,1.5
2020-03-06,-4.064
2020-03-09,-46.0847
2020-03-10,54.2063
2020-03-11,-48.5332
2020-03-12,-0.5
2020-03-13,20.603
2020-03-16,8.3333
2020-03-17,53.8462
2020-03-18,-25.0
2020-03-19,27.3333
2020-03-20,4.712
2020-03-23,15.0
2020-03-24,-13.0435
2020-03-25,-3.355
2020-03-26,-12.0493
2020-03-27,4.7794
2020-03-30,9.473700000000001
2020-03-31,2.5641
2020-04-01,0.245
2020-04-02,-2.7382999999999997
2020-04-03,0.0
2020-04-06,-12.8205
2020-04-07,-4.4118
2020-04-08,-9.1538
2020-04-09,1.6088
2020-04-13,10.0
2020-04-14,-6.0606
2020-04-15,0.0
2020-04-16,0.3161
2020-04-17,-0.6367
2020-04-20,-2.9126
2020-04-21,-3.3333
2020-04-22,-3.4483
2020-04-23,3.5714
2020-04-24,-24.1379
2020-04-27,22.7273
2020-04-28,-7.4074
2020-04-29,12.0
2020-04-30,-7.1429
2020-05-01,-7.6923
2020-05-04,-16.6667
2020-05-05,7.5
2020-05-06,-2.7907
2020-05-07,14.8325
2020-05-08,-8.3333
2020-05-11,-9.0909
2020-05-12,-5.0
2020-05-13,-0.5263
2020-05-14,0.5291
2020-05-18,0.0
2020-05-20,5.2632
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,-5.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,-15.7895
2020-06-01,18.75
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,-15.7895
2020-06-05,-18.75
2020-06-08,46.1538
2020-06-09,-28.4211
2020-06-10,-26.4706
2020-06-12,20.0
2020-06-16,-42.5
2020-06-17,-8.6957
2020-06-18,-6.3492
2020-06-19,1.4407
2020-06-22,38.7636
2020-06-24,44.4913
2020-06-25,0.0
2020-06-26,-12.5
2020-06-29,4.7619
2020-07-01,9.0909
2020-07-07,-8.3333
2020-07-09,-7.2727
2020-07-10,16.6667
2020-07-13,-15.6303
2020-07-14,-19.3227
2020-07-15,-1.2346
2020-07-17,6.875
2020-07-20,0.0
2020-07-21,13.7427
2020-07-22,23.3933
2020-07-23,0.0
2020-07-24,0.0
2020-07-28,-20.4167
2020-07-29,14.1361
2020-07-31,0.9174
