ticker,PXPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-19,100.0
2019-01-07,-50.0
2019-01-17,-44.0
2019-02-27,-5.3571
2019-02-28,9.434
2019-03-01,-5.1724
2019-03-04,-5.2727
2019-03-05,-5.9501
2019-03-06,-6.1224
2019-03-07,-13.0435
2019-03-08,25.0
2019-03-11,-2.0
2019-03-14,-20.4082
2019-03-15,-12.8205
2019-03-18,17.647100000000002
2019-03-19,25.0
2019-03-20,-17.96
2019-03-21,-25.5607
2019-03-22,-21.4017
2019-03-25,1.0417
2019-03-26,36.0825
2019-03-27,-15.1515
2019-03-28,-7.1429
2019-03-29,11.538499999999999
2019-04-01,-6.8966
2019-04-03,-3.7037
2019-04-05,13.961500000000001
2019-04-08,7.9987
2019-04-09,-9.375
2019-04-12,0.0
2019-04-15,17.2414
2019-04-16,-5.8824
2019-04-17,-25.0
2019-04-18,29.0833
2019-04-22,4.9064
2019-04-23,19.6923
2019-04-24,-0.2571
2019-04-25,7.1134
2019-04-26,-1.5880999999999998
2019-04-29,12.4694
2019-04-30,17.3913
2019-05-02,-2.1759
2019-05-03,23.0478
2019-05-07,-3.0769
2019-05-08,-22.2222
2019-05-10,-36.7347
2019-05-13,67.0968
2019-05-16,-51.7375
2019-05-17,8.0
2019-05-21,3.7037
2019-05-22,0.0
2019-05-23,-10.0
2019-05-24,11.1111
2019-05-28,-14.2857
2019-05-29,-8.3333
2019-05-30,0.0
2019-05-31,-5.6886
2019-06-03,1.2121
2019-06-04,38.0952
2019-06-05,-20.6897
2019-06-06,-8.6957
2019-06-07,-4.7143
2019-06-11,9.945
2019-06-12,-4.5455
2019-06-13,23.8095
2019-06-14,-3.8462
2019-06-17,4.0
2019-06-18,15.3462
2019-06-19,-9.97
2019-06-20,-3.8889
2019-06-21,-3.6609
2019-06-25,4.0
2019-06-26,-3.8462
2019-07-02,0.0
2019-07-08,-20.0
2019-07-11,26.5
2019-07-15,-20.9486
2019-07-16,0.0
2019-08-16,0.0
2019-08-27,0.0
2019-08-29,1.0
2019-09-03,-2.2772
2019-09-04,-3.7487
2019-09-05,5.2632
2019-09-09,-5.0
2019-09-12,0.0
2019-09-13,31.5789
2019-09-18,-16.0
2019-09-20,0.0
2019-09-23,7.1429
2019-09-24,-2.2222
2019-09-25,4.5455
2019-09-27,-2.6087
2019-09-30,-6.25
2019-10-02,28.5714
2019-10-03,-42.5926
2019-10-04,22.5161
2019-10-07,23.7493
2019-10-08,-6.383
2019-10-09,9.0909
