ticker,WLMS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-13,-4.1667
2008-02-14,-11.3043
2008-02-15,2.9412000000000003
2008-02-19,-4.7619
2008-02-20,15.0
2008-02-22,8.6957
2008-02-25,0.8
2008-02-26,3.1746
2008-02-27,-7.6923
2008-02-28,2.5
2008-02-29,5.6911000000000005
2008-03-03,-5.3846
2008-03-04,0.0
2008-03-05,-6.5041
2008-03-06,2.6087
2008-03-07,1.6949
2008-03-10,-8.3333
2008-03-11,4.5455
2008-03-12,4.3478
2008-03-13,4.1667
2008-03-14,-3.2
2008-03-17,-0.8264
2008-03-18,7.5
2008-03-19,3.876
2008-03-20,-4.4776
2008-03-25,1.5625
2008-03-26,-1.5385
2008-03-27,0.0
2008-03-28,1.5625
2008-03-31,7.6923
2008-04-01,-15.7143
2008-04-02,10.1695
2008-04-03,-8.461500000000001
2008-04-04,0.8403
2008-04-07,0.0
2008-04-08,-4.1667
2008-04-09,0.0
2008-04-10,13.0435
2008-04-11,-7.6923
2008-04-14,-8.3333
2008-04-16,4.5455
2008-04-18,7.8261
2008-04-22,-11.2903
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,9.0909
2008-04-28,6.6667
2008-04-29,0.0
2008-04-30,-10.1563
2008-05-01,2.6087
2008-05-02,-1.6949
2008-05-05,1.7241
2008-05-06,-6.7797
2008-05-07,9.0909
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,-1.25
2008-05-20,8.0169
2008-05-21,-7.8125
2008-05-23,5.9322
2008-05-27,0.0
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,0.0
2008-06-02,0.0
2008-06-03,0.0
2008-06-05,-5.6
2008-06-06,5.9322
2008-06-10,0.0
2008-06-11,0.0
2008-06-13,-2.4
2008-06-16,2.459
2008-06-17,-0.08
2008-06-18,-2.3219
2008-06-19,-1.6393
2008-06-20,2.5
2008-06-23,-2.439
2008-06-24,-6.6667
2008-06-25,2.6786
2008-06-26,0.0
2008-06-27,-4.3478
2008-06-30,0.0
2008-07-01,4.5455
2008-07-02,3.4783
2008-07-07,0.8403
2008-07-08,-4.1667
2008-07-10,-4.3478
2008-07-11,6.3636
2008-07-15,0.0
2008-07-17,2.5641
2008-07-18,0.0
2008-07-22,4.1667
2008-07-23,8.0
2008-07-24,-2.963
2008-07-25,-3.0534
2008-07-28,0.0
2008-07-29,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
