ticker,SNES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-08,2.0
2016-12-09,-1.9607999999999999
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,1.25
2016-12-20,0.4676
2016-12-21,-1.2027
2016-12-22,-0.2837
2016-12-23,2.1555
2016-12-27,0.7326
2016-12-28,-3.0303
2016-12-29,1.875
2016-12-30,0.0
2017-01-03,-1.5951
2017-01-04,2.6185
2017-01-05,0.1215
2017-01-06,-0.9709
2017-01-09,-4.0441
2017-01-10,0.7663
2017-01-11,2.6616
2017-01-12,-0.3704
2017-01-13,16.233
2017-01-17,3.9446
2017-01-18,1.2308
2017-01-19,-4.7619
2017-01-20,-6.2234
2017-01-23,-14.9178
2017-01-24,-1.6
2017-01-25,-2.168
2017-01-26,-1.2465
2017-01-27,5.0491
2017-01-30,0.9346
2017-01-31,2.3810000000000002
2017-02-01,5.2326
2017-02-02,1.903
2017-02-03,2.4096
2017-02-06,-0.4706
2017-02-07,1.6548
2017-02-08,-0.3488
2017-02-09,-1.4002
2017-02-10,0.4734
2017-02-13,-1.649
2017-02-14,-2.3952
2017-02-15,0.0
2017-02-16,-1.8405
2017-02-17,0.75
2017-02-21,0.4963
2017-02-22,0.8642
2017-02-23,-1.1016
2017-02-24,0.3713
2017-02-27,0.1233
2017-02-28,-0.1232
2017-03-01,3.4525
2017-03-02,-1.5495
2017-03-03,2.9055999999999997
2017-03-06,4.3529
2017-03-07,-3.4949
2017-03-08,-0.7009
2017-03-09,-2.1176
2017-03-10,1.4423
2017-03-13,3.0806
2017-03-14,5.5172
2017-03-15,-1.8519
2017-03-16,-1.6648
2017-03-17,-6.3205
2017-03-20,2.2892
2017-03-21,-2.7091
2017-03-22,-2.6634
2017-03-23,5.3483
2017-03-24,-2.2432
2017-03-27,0.8454
2017-03-28,-1.7964
2017-03-29,0.0
2017-03-30,-2.3171
2017-03-31,-1.2484
2017-04-03,1.1378
2017-04-04,-0.25
2017-04-05,0.1253
2017-04-06,-0.8761
2017-04-07,0.8838
2017-04-10,-1.7522
2017-04-11,1.2739
2017-04-12,1.6352
2017-04-13,-0.9901
2017-04-17,0.625
2017-04-18,-0.6211
2017-04-19,-3.75
2017-04-20,-0.7792
2017-04-21,0.0
2017-04-24,-1.412
2017-04-25,1.6977
2017-04-26,-3.7859
2017-04-27,-1.0855
2017-04-28,-1.9203999999999999
2017-05-01,-1.1189
2017-05-02,-3.5361000000000002
