ticker,GWON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-28,0.0
2016-10-17,1.6667
2016-10-18,11.4754
2016-10-19,8.8235
2016-10-20,1.3514
2016-10-21,-36.0
2016-10-24,-6.25
2016-10-25,6.6667
2016-10-26,-5.7943
2016-10-27,-9.3296
2016-10-28,-14.3902
2016-10-31,28.2942
2016-11-01,-22.0541
2016-11-02,0.0
2016-11-08,-14.5299
2016-11-09,16.6667
2016-11-10,0.0
2016-11-11,0.0
2016-11-15,-34.2857
2016-11-16,18.6957
2016-11-17,9.8901
2016-11-18,3.3333
2016-11-21,3.2258
2016-11-28,-21.875
2016-11-29,0.0
2016-11-30,16.0
2016-12-01,-13.7931
2016-12-02,0.0
2016-12-06,-20.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,45.0
2016-12-12,-10.3448
2016-12-13,-23.0769
2016-12-14,39.9063
2016-12-15,-49.9665
2016-12-19,78.5714
2016-12-20,4.0
2016-12-21,-57.6923
2016-12-22,31.8182
2016-12-27,17.2414
2016-12-28,-11.7647
2016-12-30,-26.6667
2017-01-03,4.5455
2017-01-04,103.4783
2017-01-05,-5.9829
2017-01-06,-47.2727
2017-01-09,20.6897
2017-01-19,-17.7679
2017-01-25,0.0
2017-01-31,0.0
2017-02-03,17.7524
2017-02-10,-15.0761
2017-02-13,91.0966
2017-02-14,-47.6705
2017-02-15,65.038
2017-02-16,5.2632
2017-02-17,25.0
2017-02-21,-45.55
2017-02-22,38.4757
2017-02-23,6.1008
2017-02-24,-25.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-06,0.0833
2017-03-09,-0.0833
2017-03-10,0.0
2017-03-13,33.3333
2017-03-17,-20.4063
2017-03-21,-5.7715
2017-03-23,3.0833
2017-03-24,-2.9911
2017-03-27,-13.3333
2017-04-04,-15.3846
2017-04-10,0.0
2017-04-18,0.0
2017-04-24,0.0
2017-04-26,0.0
2017-04-27,-11.931799999999999
2017-05-10,-7.0968
2017-05-11,0.0
2017-05-17,0.0
2017-05-26,-22.2222
2017-05-31,-14.2857
2017-06-02,0.0
2017-06-05,-33.3333
2017-06-06,0.0
2017-06-09,-37.5
2017-06-23,0.0
2017-06-28,-26.2
2017-08-04,-18.6992
2017-08-15,33.3333
2017-08-31,50.0
2017-09-01,66.6667
2017-09-05,98.0
2017-09-29,-39.3939
2017-10-17,0.0
2017-10-30,83.3333
2017-11-01,127.2727
2017-11-02,0.0
2017-11-03,-14.4
2017-11-06,26.1682
2017-11-07,-11.1111
2017-11-08,-2.5
2017-11-09,-65.3846
2017-11-10,23.4568
2017-11-13,-47.0
2017-11-14,-20.1887
2017-11-15,17.9669
2017-11-16,0.2004
2017-11-20,10.0
2017-11-27,-9.0909
2017-11-29,0.0
2017-12-05,0.0
2017-12-11,0.2
2017-12-13,22.7545
2017-12-15,62.6016
2017-12-19,-50.0
2017-12-20,-40.0
2018-01-02,44.4333
2018-01-03,15.3935
2018-01-05,100.0
2018-01-08,0.0
2018-01-16,100.0
2018-01-17,-25.0
2018-01-19,-92.0267
2018-01-24,1154.1806
2018-02-08,-60.0
2018-02-16,0.0
2018-03-26,-70.0
2018-03-28,177.7778
2018-04-02,75.0
2018-04-16,-28.5714
2018-04-18,0.0
2018-04-19,-20.0
2018-05-01,-49.0
2018-05-02,45.098
2018-05-04,-6.7568
2018-05-11,0.0
2018-09-20,-63.7681
2018-10-01,-40.0
2018-10-03,-19.3333
2018-10-12,0.0
2018-10-16,0.0
2018-11-01,48.7603
2018-11-05,200.0
2018-11-06,1.8519
2018-12-07,-78.0
2018-12-10,65.2893
2018-12-12,0.0
2018-12-18,-39.5
2019-01-04,0.0
2019-03-29,297.562
2019-04-10,3.5235
2019-05-29,-7.6104
2019-05-30,3.8905
2019-06-28,0.0
2019-07-08,0.0
2019-07-19,-79.0795
2019-08-07,0.0
2019-08-28,0.0
2019-08-29,397.5
2019-11-12,2.5126
2019-12-16,0.0
2020-01-07,-2.451
2020-01-17,92.6633
2020-01-21,-2.9734
2020-01-22,-46.2366
2020-01-31,2.0
2020-02-05,0.0
2020-02-25,-21.5686
2020-03-12,0.0
2020-04-09,6.25
2020-06-22,-17.647100000000002
2020-07-13,42.8571
