ticker,CXEE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-26,2.0
2013-02-27,1.9607999999999999
2013-02-28,0.0
2013-03-01,2.3077
2013-03-04,0.3759
2013-03-05,1.1236
2013-03-06,-0.7407
2013-03-07,8.209
2013-03-08,3.4483
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,-0.3333
2013-03-15,1.0033
2013-03-18,2.3179
2013-03-19,0.9709
2013-03-20,1.2821
2013-03-21,0.0
2013-03-22,-0.3165
2013-03-25,0.3175
2013-03-26,0.6329
2013-03-27,0.0
2013-03-28,0.6289
2013-04-01,0.3125
2013-04-02,9.0343
2013-04-03,-7.4286
2013-04-04,0.3086
2013-04-05,0.3077
2013-04-08,0.9202
2013-04-09,-0.304
2013-04-10,0.0
2013-04-11,-0.6098
2013-04-12,-0.3067
2013-04-15,0.3077
2013-04-16,-0.3067
2013-04-17,0.0
2013-04-18,-0.3077
2013-04-19,-0.6173
2013-04-22,0.3106
2013-04-23,0.6192
2013-04-24,0.6154
2013-04-25,0.3058
2013-04-26,0.6098
2013-04-29,0.9091
2013-04-30,0.3003
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-06,0.0
2013-05-08,0.2994
2013-05-10,0.2985
2013-05-14,-0.2976
2013-05-16,-0.2985
2013-05-20,0.0
2013-05-22,-0.2994
2013-05-24,-0.3003
2013-05-29,-0.9036
2013-05-31,-0.304
2013-06-04,-0.3049
2013-06-06,0.0
2013-06-10,-0.6116
2013-06-12,0.0
2013-06-14,0.0
2013-06-18,-0.9231
2013-06-20,-0.6211
2013-06-24,9.375
2013-06-26,0.0
2013-06-28,1.4285999999999999
2013-07-02,0.5634
2013-07-05,0.2801
2013-07-09,0.5587
2013-07-11,2.7778
2013-07-15,-0.5405
2013-07-17,-0.8152
2013-07-19,0.0
2013-07-23,-0.5479
2013-07-25,0.2755
2013-07-29,-0.5495
2013-07-31,-0.8287
2013-08-02,-0.8357
2013-08-06,0.5618
2013-08-08,0.5587
2013-08-12,0.2778
2013-08-14,-0.277
2013-08-16,0.0
2013-08-20,0.0
2013-08-22,0.2778
2013-08-29,0.0
2013-09-03,0.277
2013-09-05,0.8287
2013-09-09,0.0
2013-09-11,0.274
2013-09-13,0.0
2013-09-17,0.2732
2013-09-19,0.0
2013-09-23,0.0
2013-09-25,0.0
2013-09-27,0.2725
2013-10-01,0.0
2013-10-03,0.0
2013-10-07,0.0
2013-10-11,-0.2717
2013-10-15,0.0
