ticker,CXEE US Equity
2013-10-18,0.2725
2013-10-23,0.5435
2013-10-28,0.0
2013-10-31,0.5405
2013-11-05,0.0
2013-11-08,0.0
2013-11-13,0.0
2013-11-18,0.0
2013-11-21,0.0
2013-11-26,0.0
2013-12-02,0.0
2013-12-05,0.0
2013-12-10,0.0
2013-12-13,0.0
2013-12-18,0.0
2013-12-23,0.0
2013-12-27,-0.5376
2014-01-02,0.5405
2014-01-07,0.0
2014-01-10,0.0
2014-01-15,0.0
2014-01-21,0.2688
2014-01-24,-0.5362
2014-01-29,0.0
2014-02-03,0.2695
2014-02-06,-0.5376
2014-02-11,0.2703
2014-02-14,0.2695
2014-02-20,-0.2688
2014-02-25,-0.2695
2014-02-28,0.2703
2014-03-05,0.0
2014-03-10,-0.2695
2014-03-13,0.2703
2014-03-18,-0.2695
2014-03-21,0.5405
2014-03-26,-0.8065
2014-03-27,5.6911000000000005
2014-03-31,-4.8718
2014-04-03,-0.2695
2014-04-08,-0.2703
2014-04-11,0.271
2014-04-16,0.2703
2014-04-22,-0.2695
2014-04-25,0.2703
2014-04-30,-0.8086
2014-05-05,0.2717
2014-05-08,0.271
2014-05-13,0.2703
2014-05-16,-0.2695
2014-05-21,0.2703
2014-05-27,-0.2695
2014-05-30,-0.2703
2014-06-04,0.542
2014-06-09,-0.5391
2014-06-12,0.271
2014-06-17,0.0
2014-06-20,-0.2703
2014-06-25,0.271
2014-06-30,-0.2703
2014-07-03,0.271
2014-07-09,0.2703
2014-07-14,-0.8086
2014-07-17,0.5435
2014-07-22,0.2703
2014-07-25,-0.2695
2014-07-30,-0.2703
2014-08-04,0.271
2014-08-07,0.2703
2014-08-12,-0.5391
2014-08-15,0.542
2014-08-20,-0.2695
2014-08-25,0.2703
2014-08-28,-0.5391
2014-09-03,0.813
2014-09-08,-0.5376
2014-09-11,0.5405
2014-09-16,-0.5376
2014-09-19,0.0
2014-09-24,0.5405
2014-09-29,-0.2688
2014-10-02,-0.2695
2014-10-07,0.5405
2014-10-10,-0.8065
2014-10-15,0.542
2014-10-20,0.2695
2014-10-23,-0.8065
2014-10-28,6.2331
2014-10-31,-0.5102
2014-11-05,0.2564
2014-11-10,0.2558
2014-11-13,-0.7653
2014-11-18,0.5141
2014-11-21,0.2558
2014-11-26,-0.5102
2014-12-02,0.5128
2014-12-05,-0.2551
2014-12-10,0.0
2014-12-15,0.0
2014-12-18,0.5115
2014-12-23,0.0
2014-12-26,-0.7634
2014-12-31,0.5128
2015-01-06,0.0
2015-01-09,-0.2551
2015-01-14,-0.7673
2015-01-20,0.2577
2015-01-26,0.7712
2015-01-29,-0.2551
2015-02-03,0.5115
2015-02-06,-0.7634
2015-02-11,0.7692
2015-02-19,-0.7634
2015-02-23,0.0
2015-02-24,0.2564
2015-02-27,-0.2558
2015-03-04,0.5128
2015-03-05,-0.5102
2015-03-09,0.0
2015-03-12,0.5128
2015-03-17,0.0
2015-03-20,-0.5102
2015-03-25,-0.2564
2015-03-30,0.7712
2015-04-02,-0.7653
2015-04-08,0.0
2015-04-13,0.7712
2015-04-16,0.0
2015-04-21,-0.2551
2015-04-24,0.0
2015-04-29,0.2558
2015-05-05,-0.2551
2015-05-11,-0.2558
2015-05-14,0.0
2015-05-19,0.0
2015-05-26,0.5128
2015-06-01,0.0
2015-06-04,-0.2551
2015-06-09,-1.023
2015-06-12,-0.2584
2015-06-17,0.7772
2015-06-22,-0.2571
2015-06-25,0.0
2015-06-30,0.0
2015-07-06,0.0
2015-07-09,0.5155
2015-07-14,0.0
2015-07-17,0.2564
2015-07-22,0.0
2015-07-28,0.5115
2015-07-31,-0.5089
2015-08-05,0.5115
2015-08-10,-0.2545
2015-08-13,0.0
2015-08-18,0.0
2015-08-21,0.0
2015-08-26,0.0
2015-08-31,0.0
2015-09-03,0.0
2015-09-09,0.0
2015-09-14,0.0
2015-10-07,2.0408
2015-10-09,1.25
2015-10-14,0.4938
2015-10-19,0.7371
2015-10-22,2.1951
2015-10-27,2.6253
2015-10-30,0.9302
2015-11-04,0.6912
2015-11-09,-0.9153
2015-11-12,0.6928
2015-11-17,0.4587
2015-11-20,-0.9132
2015-11-25,0.6912
2015-12-01,-0.6865
2015-12-04,0.4608
2015-12-09,0.6881
2015-12-14,-0.6834
2015-12-17,-2.5229
2015-12-22,1.4118
2015-12-29,0.464
2016-01-04,0.9238
2016-01-07,0.2288
2016-01-12,-0.9132
2016-01-21,0.4608
2016-01-26,-0.4587
2016-01-29,0.6912
2016-02-03,-0.4577
2016-02-08,-0.2299
2016-02-11,0.0
2016-02-17,0.6912
2016-02-22,-0.4577
2016-02-25,0.9195
2016-03-01,-0.6834
2016-03-04,0.4587
2016-03-09,0.9132
2016-03-14,-0.6787
2016-03-17,1.139
2016-03-22,0.4505
2016-03-28,0.4484
2016-03-31,-0.2232
2016-04-05,0.4474
2016-04-06,0.0
2016-04-08,0.4454
2016-04-13,-0.8869
2016-04-18,-32.8859
2016-04-20,10.0
2016-04-21,12.1212
2016-04-22,2.7027
2016-04-25,2.6316
2016-04-26,2.5641
2016-04-27,2.5
2016-04-28,2.6829
2016-04-29,2.6128
2016-05-02,1.8519
2016-05-05,0.9091
2016-05-10,-0.6757
2016-05-12,-9.2971
2016-05-13,9.5
2016-05-18,1.5981999999999998
2016-05-23,-0.4494
2016-05-26,0.6772
2016-06-01,0.4484
2016-06-06,-0.8929
2016-06-07,-37.3874
2016-06-08,2.518
2016-06-09,2.1053
2016-06-10,2.0619
2016-06-14,-0.6734
2016-06-17,1.3559
2016-06-21,-0.3344
2016-06-24,6.0403
2016-06-28,8.5443
2016-07-01,-0.5831
2016-07-06,2.6393
2016-07-11,1.4571
2016-07-14,1.3799000000000001
2016-07-19,-0.8333
2016-07-22,0.8403
2016-07-27,1.3889
2016-08-01,-0.8219
2016-08-04,-0.5525
2016-08-09,1.1111
2016-08-12,0.0
2016-08-17,0.0
2016-08-22,-0.2747
2016-08-25,-0.2755
2016-08-30,0.0
2016-09-02,-0.2762
2016-09-06,0.0
2016-09-08,-0.554
2016-09-13,0.2786
2016-09-16,0.5556
2016-09-21,-0.5525
2016-09-26,-0.5556
2016-09-29,0.838
2016-10-04,-1.662
2016-10-07,1.6901000000000002
2016-10-12,0.0
2016-10-17,0.0
2016-10-20,0.0
2016-10-25,0.0
2016-10-28,0.831
2016-11-02,0.5495
2016-11-07,-1.0929
2016-11-10,-0.5525
2016-11-15,0.8333
2016-11-18,0.551
2016-11-23,-0.274
2016-11-29,0.8242
2016-12-02,0.2725
2016-12-07,-0.5435
2016-12-12,0.5464
2016-12-15,0.0
2016-12-19,0.0
2016-12-20,1.087
2016-12-23,0.8065
2016-12-29,0.2667
2017-01-04,-0.266
2017-01-05,0.2667
2017-01-09,0.7979
2017-03-06,2.6385
2017-03-08,0.0
2017-03-13,2.8278
2017-05-23,-5.25
2017-05-25,2.9024
2017-05-31,5.3846
2017-06-06,0.4866
2017-06-12,-0.4843
2017-06-19,0.4866
2017-06-26,0.7264
2017-07-05,0.0
2017-07-10,0.0
2018-02-15,0.9615
2018-04-20,-16.6667
2019-03-22,-14.2857
2019-09-23,-6.6667
2019-10-07,-10.7143
2019-10-22,-18.0
2020-07-24,-12.1951
