ticker,FUBO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-30,0.0
2014-05-07,-82.6
2014-05-14,-31.0345
2014-05-15,0.0
2014-05-16,98.3333
2014-06-06,0.8403
2014-06-11,4.1667
2014-06-16,-3.2
2014-06-24,3.3058
2014-07-03,-80.0
2014-07-08,72.0
2014-07-10,0.0
2014-07-16,0.0
2014-07-21,1004.6512
2014-07-23,-68.4211
2014-07-25,0.0
2014-07-31,0.0
2014-08-27,-66.0
2014-09-05,96.0784
2014-09-08,50.0
2014-09-12,-14.8
2014-10-07,17.3709
2014-11-05,-66.0
2014-11-06,47.0588
2014-12-12,-73.3333
2014-12-31,270.0
2015-01-05,0.0
2015-01-13,-12.1622
2015-01-15,7.6923
2015-01-20,0.0
2015-01-21,42.8571
2015-01-22,0.0
2015-01-23,0.0
2015-01-28,0.0
2015-02-06,0.0
2015-02-11,0.0
2015-02-18,0.0
2015-02-19,-2.0
2015-02-20,53.0612
2015-02-23,0.0
2015-02-24,-46.6667
2015-02-25,11.25
2015-02-26,0.0
2015-02-27,0.0
2015-03-03,0.0
2015-03-04,-2.2472
2015-03-10,0.9195
2015-03-11,-5.467
2015-03-23,-57.8313
2015-03-24,14.2857
2015-03-25,-12.5
2015-03-26,0.0
2015-03-30,28.5714
2015-04-01,55.4444
2015-04-02,-7.0765
2015-04-06,0.0
2015-04-07,-7.6923
2015-04-08,-8.3333
2015-04-09,9.0909
2015-04-10,-13.3333
2015-04-13,-16.3462
2015-04-15,0.0
2015-04-16,17.2414
2015-04-17,-5.9069
2015-04-20,11.4613
2015-04-22,-19.6308
2015-04-23,-3.4603
2015-04-27,-10.8434
2015-04-28,0.0
2015-04-30,21.5709
2015-05-04,0.0
2015-05-06,-0.0417
2015-05-07,0.0834
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,13.3333
2015-05-13,0.0
2015-05-14,-1.9607999999999999
2015-05-15,-12.0
2015-05-18,-27.2727
2015-05-19,-31.25
2015-05-20,55.4545
2015-05-22,2.3026
2015-05-26,-39.925
2015-05-28,-0.0892
2015-05-29,42.8571
2015-06-01,13.3333
2015-06-02,0.0
2015-06-04,-26.4338
2015-06-05,26.7366
2015-06-08,-17.9811
2015-06-09,0.0
2015-06-10,0.0
2015-06-15,15.3846
2015-06-17,0.0
2015-06-23,13.3333
2015-06-24,7.3529
2015-06-25,1.3699
2015-06-26,-18.9189
2015-06-29,3.3333
2015-06-30,-16.8145
2015-07-01,8.6282
2015-07-02,10.531
