ticker,SPRO US Equity
2018-03-26,4.3636
2018-03-27,-1.9512
2018-03-28,0.8529
2018-03-29,0.4228
2018-04-02,-0.3509
2018-04-03,-2.1127
2018-04-04,2.8777
2018-04-05,-0.2797
2018-04-06,-2.805
2018-04-09,6.4935
2018-04-10,0.271
2018-04-11,1.2838
2018-04-12,19.0794
2018-04-13,-13.2213
2018-04-16,-12.7179
2018-04-17,-0.5178
2018-04-18,-2.6766
2018-04-19,0.5348
2018-04-20,-1.8997000000000002
2018-04-23,-2.6336
2018-04-24,3.7391
2018-04-25,2.8374
2018-04-26,-1.9388999999999998
2018-04-27,-5.3232
2018-04-30,-2.7309
2018-05-01,8.2576
2018-05-02,-2.5934
2018-05-03,-1.018
2018-05-04,-1.8987
2018-05-07,-0.2419
2018-05-08,-2.9103
2018-05-09,1.4988000000000001
2018-05-10,-4.9221
2018-05-11,3.8827
2018-05-14,-5.2326
2018-05-15,7.1867
2018-05-16,-1.1447
2018-05-17,0.4136
2018-05-18,-0.3295
2018-05-21,0.3306
2018-05-22,-1.6474
2018-05-23,-6.1977
2018-05-24,-5.5357
2018-05-25,-1.6068
2018-05-29,4.2267
2018-05-30,-0.1843
2018-05-31,-1.7544
2018-06-01,7.1429
2018-06-04,-1.3158
2018-06-05,2.5778
2018-06-06,2.513
2018-06-07,-2.874
2018-06-08,-4.7868
2018-06-11,5.4845
2018-06-12,-0.9532
2018-06-13,3.0621
2018-06-14,4.6689
2018-06-15,-3.0819
2018-06-18,-4.6862
2018-06-19,18.525
2018-06-20,7.4074
2018-06-21,-8.2759
2018-06-22,10.1504
2018-06-25,3.2765
2018-06-26,-2.6438
2018-06-27,-5.0238
2018-06-28,4.2173
2018-06-29,0.6173
2018-07-02,7.9755
2018-07-03,1.5152
2018-07-05,10.6343
2018-07-06,-5.059
2018-07-09,2.9603
2018-07-10,-20.3565
2018-07-11,-4.7653
2018-07-12,0.7582
2018-07-13,-8.6531
2018-07-16,-3.6244
2018-07-17,0.0
2018-07-18,-2.3077
2018-07-19,0.2625
2018-07-20,-3.4031000000000002
2018-07-23,3.1617
2018-07-24,-2.9772
2018-07-25,2.7076000000000002
2018-07-26,-0.5272
2018-07-27,-2.5618
2018-07-30,-0.1813
2018-07-31,4.6322
2018-08-01,-0.8681
2018-08-02,1.7513
2018-08-03,-2.4096
2018-08-06,2.7337
2018-08-07,1.2017
2018-08-08,-2.6292999999999997
2018-08-09,-1.5678999999999998
2018-08-10,-0.2655
2018-08-13,-1.5084
2018-08-14,-1.3514
2018-08-15,-4.1096
2018-08-16,0.0
2018-08-17,1.1429
2018-08-20,2.0716
2018-08-21,4.8893
2018-08-22,1.3193
2018-08-23,-1.8229
2018-08-24,-1.2378
2018-08-27,1.88
2018-08-28,-0.4394
2018-08-29,-0.1765
2018-08-30,1.2378
2018-08-31,-0.3493
2018-09-04,-2.6292999999999997
2018-09-05,-0.18
2018-09-06,-0.8115
2018-09-07,0.0909
2018-09-10,-3.7239
2018-09-11,-2.9245
2018-09-12,-2.9154999999999998
2018-09-13,-2.3023
2018-09-14,-0.7172
2018-09-17,3.3024
2018-09-18,1.4985
2018-09-19,2.0669
2018-09-20,4.4359
2018-09-21,-5.3555
2018-09-24,6.8293
2018-09-25,-0.5479
2018-09-26,-0.3673
2018-09-27,-2.3963
2018-09-28,-0.7554
2018-10-01,1.9981
2018-10-02,1.7724
2018-10-03,3.3914
2018-10-04,-1.9504000000000001
2018-10-05,0.8137
2018-10-08,-6.7265
2018-10-09,-1.5385
2018-10-10,-2.3438
2018-10-11,0.8
2018-10-12,-4.7619
2018-10-15,1.6667
2018-10-16,-12.8074
2018-10-17,0.9401
2018-10-18,-0.6403
2018-10-19,-0.1757
2018-10-22,-1.2911000000000001
2018-10-23,-1.9024999999999999
2018-10-24,-2.9091
2018-10-25,6.8664
2018-10-26,-3.5047
2018-10-29,-1.8159999999999998
2018-10-30,0.8631
2018-10-31,-1.956
2018-11-01,4.8628
2018-11-02,2.0214
2018-11-05,-0.8159
2018-11-06,-3.8778
2018-11-07,5.5012
2018-11-08,6.3731
2018-11-09,-6.6449
2018-11-12,-1.4002
2018-11-13,0.1183
2018-11-14,-6.8558
2018-11-15,0.8883
2018-11-16,-2.5157
2018-11-19,0.5161
2018-11-20,-0.2567
2018-11-21,3.2175
2018-11-23,2.7431
2018-11-26,-5.0971
2018-11-27,-0.3836
2018-11-28,3.8510999999999997
2018-11-29,2.225
2018-11-30,-1.0883
2018-12-03,-7.0905
2018-12-04,-5.6579
2018-12-06,-2.5105
2018-12-07,-3.4335
2018-12-10,-0.4444
2018-12-11,1.7856999999999998
2018-12-12,-1.9005999999999998
2018-12-13,1.9374
2018-12-14,-7.3099
2018-12-17,-5.5205
2018-12-18,0.1669
2018-12-19,-0.3333
2018-12-20,0.8361
2018-12-21,-2.1559
2018-12-24,-3.5593
2018-12-26,1.2302
2018-12-27,11.2847
2018-12-28,4.0562
2018-12-31,-7.7961
2019-01-02,1.7886
2019-01-03,1.5974
2019-01-04,6.1321
2019-01-07,13.7778
2019-01-08,4.6875
2019-01-09,2.6119
2019-01-10,-1.697
2019-01-11,1.233
2019-01-14,0.3654
2019-01-15,-1.5777
2019-01-16,2.2195
2019-01-17,-0.3619
2019-01-18,-2.5423999999999998
2019-01-22,3.354
2019-01-23,6.7308
2019-01-24,7.9955
2019-01-25,1.6684
2019-01-28,-0.1026
2019-01-29,-2.9774000000000003
2019-01-30,0.7407
2019-01-31,10.5042
2019-02-01,0.6654
2019-02-04,3.6827
2019-02-05,-0.6375
2019-02-06,0.4583
2019-02-07,-4.562
2019-02-08,0.478
2019-02-11,-0.7612
2019-02-12,-2.8763
2019-02-13,0.2962
2019-02-14,1.5748
2019-02-15,2.7132
2019-02-19,-0.283
2019-02-20,6.3387
2019-02-21,-0.3559
2019-02-22,2.5893
2019-02-25,-1.0444
2019-02-26,7.124
2019-02-27,-2.2167
2019-02-28,-0.9236
2019-03-01,-0.4237
2019-03-04,-1.1064
2019-03-05,2.4957
2019-03-06,-2.0991
2019-03-07,0.9434
2019-03-08,-0.1699
2019-03-11,5.5319
2019-03-12,-1.371
2019-03-13,2.6983
2019-03-14,3.3439
2019-03-15,2.5423999999999998
2019-03-18,-2.9301
2019-03-19,2.5542
2019-03-20,-1.0566
2019-03-21,0.7628
2019-03-22,-0.2271
2019-03-25,0.0
2019-03-26,-2.1244
2019-03-27,-3.2558
2019-03-28,-3.2853
2019-03-29,6.1309
2019-04-01,2.9664
2019-04-02,0.4549
2019-04-03,0.6038
2019-04-04,3.6759
2019-04-05,2.026
2019-04-08,1.8439999999999999
2019-04-09,-4.7354
2019-04-10,-0.2193
2019-04-11,-1.978
2019-04-12,-4.1106
2019-04-15,-4.7545
2019-04-16,0.982
2019-04-17,-4.6190999999999995
2019-04-18,0.6797
2019-04-22,3.3755
2019-04-23,1.4694
2019-04-24,-0.6436
2019-04-25,-1.1336
2019-04-26,-1.1466
2019-04-29,-0.4971
2019-04-30,-6.9109
2019-05-01,-2.415
2019-05-02,-1.1916
2019-05-03,4.2672
2019-05-06,1.8683
2019-05-07,-2.9694000000000003
2019-05-08,2.2502
2019-05-09,0.1761
2019-05-10,11.5114
2019-05-13,-0.6304
2019-05-14,3.0135
2019-05-15,-8.2371
2019-05-16,0.5034
2019-05-17,0.1669
2019-05-20,-1.4167
2019-05-21,0.1691
2019-05-22,3.8819
2019-05-23,-7.3924
2019-05-24,-0.2632
2019-05-28,-0.5277
2019-05-29,-5.5703
2019-05-30,4.8689
2019-05-31,0.5357
2019-06-03,0.0
2019-06-04,-5.3286
2019-06-05,0.0938
2019-06-06,-3.0928
2019-06-07,1.2572999999999999
2019-06-10,-0.8596
2019-06-11,-1.2524
2019-06-12,3.5122
2019-06-13,9.8021
2019-06-14,-2.9185
2019-06-17,5.8355
2019-06-18,3.0075
2019-06-19,4.2174
2019-06-20,5.6809
2019-06-21,1.6937
2019-06-24,-2.6792
2019-06-25,0.5208
2019-06-26,-5.1073
2019-06-27,-13.3385
2019-06-28,3.6004
2019-07-01,2.4327
2019-07-02,-4.3257
2019-07-03,5.9397
2019-07-05,-2.5105
2019-07-08,-4.721
2019-07-09,-1.5314999999999999
2019-07-10,2.9276999999999997
2019-07-11,-7.0222
2019-07-12,0.0
2019-07-15,2.5813
2019-07-16,-1.8639000000000001
2019-07-17,0.0
2019-07-18,-3.0389
2019-07-19,-2.8404
2019-07-22,4.5363
2019-07-23,-0.2893
2019-07-24,1.4506999999999999
2019-07-25,-3.6225
2019-07-26,3.0663
2019-07-29,-3.7428
2019-07-30,3.2901
2019-07-31,0.2896
2019-08-01,-4.3311
2019-08-02,-3.7223
2019-08-05,-5.8516
2019-08-06,4.4395
2019-08-07,0.5313
2019-08-08,-0.5285
2019-08-09,-1.9129
2019-08-12,0.6501
2019-08-13,3.7675
2019-08-14,-1.3485
2019-08-15,0.6309
2019-08-16,5.9561
2019-08-19,-3.5503
2019-08-20,3.1697
2019-08-21,-1.6848
2019-08-22,-2.4194
2019-08-23,-0.2066
2019-08-26,3.9337
2019-08-27,-1.0956
2019-08-28,0.6042
2019-08-29,0.1001
2019-08-30,-0.5
2019-09-03,0.1508
2019-09-04,-0.0502
2019-09-05,1.4056
2019-09-06,-1.1881
2019-09-09,11.2224
2019-09-10,5.8559
2019-09-11,6.8085
2019-09-12,-0.8765
2019-09-13,-4.0193
2019-09-16,3.0987999999999998
2019-09-17,-2.762
2019-09-18,0.5013
2019-09-19,0.4988
2019-09-20,-2.6468
2019-09-23,-4.2481
2019-09-24,-1.331
2019-09-25,1.1691
2019-09-26,-4.0889
2019-09-27,1.0195
2019-09-30,-2.7523
2019-10-01,-0.283
2019-10-02,-2.7436
2019-10-03,0.0
2019-10-04,1.8481999999999998
2019-10-07,-1.1461000000000001
2019-10-08,-2.029
2019-10-09,1.0848
2019-10-10,3.5122
2019-10-11,3.9585
2019-10-14,-1.6319
2019-10-15,1.1982
2019-10-16,-1.4572
2019-10-17,4.8983
2019-10-18,-5.3744
2019-10-21,-1.4898
2019-10-22,-0.189
2019-10-23,0.3788
2019-10-24,-1.7925
2019-10-25,3.6503
2019-10-28,0.0
2019-10-29,1.1121
2019-10-30,-2.1998
2019-10-31,2.8116
2019-11-01,-3.3728
2019-11-04,1.0377
2019-11-05,-1.9607999999999999
2019-11-06,1.9048
2019-11-07,-1.215
2019-11-08,-0.3784
2019-11-11,-0.3799
2019-11-12,-0.572
2019-11-13,0.0959
2019-11-14,-1.7241
2019-11-15,-0.3899
2019-11-18,-7.4364
2019-11-19,5.7082
2019-11-20,10.0
2019-11-21,0.2727
2019-11-22,0.7253
2019-11-25,3.4203
2019-11-26,1.4795
2019-11-27,1.2006999999999999
2019-11-29,1.3559
2019-12-02,1.6722000000000001
2019-12-03,-7.648
2019-12-04,1.2467
2019-12-05,0.5277
2019-12-06,4.4619
2019-12-09,-4.9414
2019-12-10,-1.4097
2019-12-11,-1.6086
2019-12-12,-0.8174
2019-12-13,1.5568
2019-12-16,0.4509
2019-12-17,1.6158000000000001
2019-12-18,-1.1484
2019-12-19,-1.6979
2019-12-20,-1.6364
2019-12-23,-3.512
2019-12-24,1.1494
2019-12-26,-3.0303
2019-12-27,1.7578
2019-12-30,-6.2379999999999995
2019-12-31,-1.5865
2020-01-02,2.6521
2020-01-03,-2.9382
2020-01-06,-1.0438
2020-01-07,-2.5316
2020-01-08,-0.4329
2020-01-09,1.6303999999999998
2020-01-10,-3.1016
2020-01-13,0.1104
2020-01-14,-0.6615
2020-01-15,1.3319
2020-01-16,-0.7667
2020-01-17,-1.8763999999999998
2020-01-21,1.5748
2020-01-22,8.8594
2020-01-23,-2.0346
2020-01-24,1.8692
2020-01-27,-0.6116
2020-01-28,2.359
2020-01-29,-0.9018
2020-01-30,-2.1234
2020-01-31,-4.8554
2020-02-03,1.4115
2020-02-04,5.3533
2020-02-05,-4.878
2020-02-06,3.8462
2020-02-07,0.7793
2020-02-10,6.4948
2020-02-11,0.7744
2020-02-12,-4.707
2020-02-13,-5.5443999999999996
2020-02-14,-4.0555
2020-02-18,1.4461
2020-02-19,0.8772
2020-02-20,4.5652
2020-02-21,-0.2079
2020-02-24,-3.2292
2020-02-25,0.9688
2020-02-26,1.8124
2020-02-27,-2.6178
2020-02-28,2.5806
2020-03-02,-3.3543
2020-03-03,-1.1931
2020-03-04,3.4029
2020-03-05,-1.8047
2020-03-06,-0.7568
2020-03-09,-7.4074
2020-03-10,3.5294
2020-03-11,-11.931799999999999
2020-03-12,-7.4839
2020-03-13,-9.6234
2020-03-16,-18.6728
2020-03-17,28.8425
2020-03-18,-8.836500000000001
2020-03-19,5.8158
2020-03-20,-11.2977
2020-03-23,2.0654
2020-03-24,11.6358
2020-03-25,9.0634
2020-03-26,11.9114
2020-03-27,-3.9604
2020-03-30,3.0928
2020-03-31,1.0
2020-04-01,-7.797
2020-04-02,-2.0134
2020-04-03,-0.411
2020-04-06,9.4911
2020-04-07,-5.6533
2020-04-08,2.7963
2020-04-09,2.4611
2020-04-13,-0.7585
2020-04-14,4.8408
2020-04-15,-5.7108
2020-04-16,-1.6753
2020-04-17,3.5387
2020-04-20,0.2532
2020-04-21,9.4697
2020-04-22,-1.9607999999999999
2020-04-23,1.1764999999999999
2020-04-24,0.0
2020-04-27,18.6047
2020-04-28,9.3137
2020-04-29,8.1614
2020-04-30,3.068
2020-05-01,-3.5398
2020-05-04,0.3336
2020-05-05,-2.1612999999999998
2020-05-06,3.3135
2020-05-07,0.1645
2020-05-08,-3.2841
2020-05-11,8.1919
2020-05-12,-5.8454
2020-05-13,-2.5
2020-05-14,0.0
2020-05-15,1.9658
2020-05-18,0.0838
2020-05-19,-1.2563
2020-05-20,1.6964000000000001
2020-05-21,-0.2502
2020-05-22,4.5151
2020-05-26,-1.2
2020-05-27,-3.7247
2020-05-28,-0.2523
2020-05-29,-0.3373
2020-06-01,9.6447
2020-06-02,0.3086
2020-06-03,-5.2308
2020-06-04,-1.5422
2020-06-05,2.5556
2020-06-08,7.074
2020-06-09,-4.955
2020-06-10,1.1058
2020-06-11,-9.6094
2020-06-12,3.2843999999999998
2020-06-15,-0.4184
2020-06-16,10.4202
2020-06-17,0.0
2020-06-18,5.0228
2020-06-19,-2.8261
2020-06-22,5.0708
2020-06-23,-1.0646
2020-06-24,1.7217
2020-06-25,-2.2567
2020-06-26,-5.0505
2020-06-29,0.6839
2020-06-30,2.1132
2020-07-01,-2.0695
2020-07-02,0.9057
2020-07-06,3.1414
2020-07-07,-0.5801
2020-07-08,2.9905
2020-07-09,-3.6119
2020-07-10,-4.335
2020-07-13,-1.9201000000000001
2020-07-14,5.4033
2020-07-15,-0.4458
2020-07-16,-4.1045
2020-07-17,3.8521
2020-07-20,-1.0865
2020-07-21,-0.0758
2020-07-22,-1.9712
2020-07-23,-4.2537
2020-07-24,-2.1002
2020-07-27,-0.0825
2020-07-28,1.569
2020-07-29,-2.2763999999999998
2020-07-30,1.4975
2020-07-31,-4.0984
