ticker,PDLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.0714
2000-01-04,-6.0921
2000-01-05,-6.3911999999999995
2000-01-06,-2.2074
2000-01-07,17.5853
2000-01-10,16.1607
2000-01-11,-2.844
2000-01-12,-3.7975
2000-01-13,6.4145
2000-01-14,2.0866
2000-01-18,13.8531
2000-01-19,0.0
2000-01-20,10.3723
2000-01-21,-0.9639
2000-01-24,-6.8126999999999995
2000-01-25,-7.8329
2000-01-26,5.3824
2000-01-27,-3.8978
2000-01-28,-9.965
2000-01-31,1.4369
2000-02-01,-1.8377
2000-02-02,9.5164
2000-02-03,1.8519
2000-02-04,9.3706
2000-02-07,11.7967
2000-02-08,6.8344000000000005
2000-02-09,6.7452
2000-02-10,2.8586
2000-02-11,-1.9015
2000-02-14,-2.5845000000000002
2000-02-15,9.5153
2000-02-16,52.1081
2000-02-17,-3.5221999999999998
2000-02-18,-5.5238
2000-02-22,0.0504
2000-02-23,11.6541
2000-02-24,0.9475
2000-02-25,8.0155
2000-02-28,-3.7793
2000-02-29,14.7649
2000-03-01,2.4482
2000-03-02,-1.7313
2000-03-03,11.7122
2000-03-06,10.4398
2000-03-07,5.3097
2000-03-08,-5.9015
2000-03-09,-15.1614
2000-03-10,2.5837
2000-03-13,-4.1511
2000-03-14,-24.0876
2000-03-15,-1.4102999999999999
2000-03-16,-1.6905000000000001
2000-03-17,-4.1501
2000-03-20,-25.9617
2000-03-21,-28.192
2000-03-22,9.7339
2000-03-23,-8.22
2000-03-24,-0.1933
2000-03-27,-0.5165
2000-03-28,-10.4478
2000-03-29,-4.6377
2000-03-30,-6.079
2000-03-31,2.9126
2000-04-03,-8.0975
2000-04-04,-18.4773
2000-04-05,24.4491
2000-04-06,48.398
2000-04-07,0.9091
2000-04-10,-9.6284
2000-04-11,-12.9595
2000-04-12,-3.7938
2000-04-13,2.9762
2000-04-14,-12.789
2000-04-17,-8.2022
2000-04-18,18.0505
2000-04-19,10.7034
2000-04-20,-7.1133
2000-04-24,-5.2788
2000-04-25,8.8697
2000-04-26,-4.7585
2000-04-27,3.785
2000-04-28,18.4537
2000-05-01,14.2703
2000-05-02,-13.3504
2000-05-03,7.5715
2000-05-04,-0.3902
2000-05-05,20.0232
2000-05-08,-5.9478
2000-05-09,-2.0051
2000-05-10,-10.0735
2000-05-11,7.818
2000-05-12,3.4091
2000-05-15,7.3783
2000-05-16,3.4112999999999998
2000-05-17,5.9849
2000-05-18,-6.7919
2000-05-19,1.2284
