ticker,HRCR US Equity
2015-06-15,-5.0847
2015-06-16,0.0
2015-06-17,1.025
2015-07-10,0.0
2015-07-13,3.3628
2015-07-14,0.0
2015-08-24,7.8767
2015-08-25,0.0
2015-08-26,1.5873
2015-09-03,-6.25
2015-10-09,6.7984
2016-02-05,0.2318
2016-04-11,-3.016
2016-04-19,3.2291
2016-05-11,0.0
2016-05-19,-1.875
2016-07-15,-9.1257
2016-07-21,7.9954
2016-07-28,2.1486
2016-08-31,0.3499
2016-09-06,-0.4754
2016-09-07,0.0
2016-09-08,0.0
2016-09-16,-9.0519
2016-09-22,10.0993
2016-09-26,0.0
2016-09-29,0.0
2016-10-07,0.0
2016-10-10,0.0
2016-10-11,3.1847
2016-12-01,85.1852
2016-12-05,-41.6667
2016-12-07,-18.3543
2016-12-15,5.2632
2016-12-16,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-30,-5.0
2017-01-11,5.2632
2017-01-17,6.6667
2017-02-06,-1.5655999999999999
2017-02-07,1.5905
2017-02-08,-3.125
2017-02-10,-3.2258
2017-02-16,0.0
2017-02-24,0.0
2017-03-22,-3.2107
2017-04-07,3.4483
2017-04-17,0.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-26,3.3333
2017-04-27,0.0
2017-05-01,12.9065
2017-05-09,5.7113
2017-05-30,-9.4595
2017-06-06,-1.4925
2017-06-15,-0.003
2017-06-20,0.1244
2017-06-26,-3.0303
2017-06-28,-0.7813
2017-07-10,0.7874
2017-07-11,0.0
2017-07-17,3.125
2017-07-28,0.0
2017-08-08,-3.0303
2017-08-09,0.0
2017-08-11,0.0
2017-08-15,1.5625
2017-08-16,22.3077
2017-09-01,-15.7233
2017-09-14,-4.4776
2017-09-19,0.125
2017-09-20,-2.9063
2017-09-21,2.9932
2017-09-22,0.0
2017-09-26,3.125
2017-09-27,-5.8485
2017-09-29,2.9932
2017-10-03,0.0
2017-10-12,3.125
2017-10-13,0.0
2017-10-23,-3.0303
2017-10-24,0.0
2017-10-25,6.2497
2017-10-26,-2.735
2017-10-30,5.8361
2017-10-31,2.8571
2017-11-07,3.4722
2017-11-21,0.6711
2017-11-22,5.3333
2017-11-28,-1.2658
2017-11-29,-12.8205
2017-11-30,11.7647
2017-12-01,-7.8947
2017-12-12,3.0928
2017-12-14,2.7778
2018-01-02,2.7027
2018-01-04,2.6316
2018-01-05,2.5641
2018-01-12,0.0
2018-01-16,2.5
2018-01-17,-1.2195
2018-02-14,1.2346
2018-02-15,9.7561
2018-04-24,3.4253
2018-05-04,0.0
2018-05-09,0.0
2018-05-22,1.0753
2018-06-01,-11.7021
2018-06-04,0.0
2018-06-05,2.4096
2018-06-07,-2.0
2018-06-08,0.2401
2018-06-12,-1.7964
2018-06-19,-2.3366
2018-07-12,0.0
2018-08-06,7.5
2018-09-17,-6.9767
2018-09-25,-4.9001
2018-09-26,0.0
2018-10-04,2.6316
2018-10-25,0.0
2018-12-12,5.8690999999999995
2018-12-19,0.0
2018-12-26,-5.3398
2019-02-19,-0.4872
2019-02-20,0.5153
2019-03-22,0.0821
2019-03-25,2.5641
2019-05-24,6.25
2019-05-28,15.2941
2019-07-12,-8.0807
2019-11-20,-8.7997
2019-12-12,0.2151
2019-12-13,-0.1073
2019-12-17,0.0
2020-02-20,-2.3342
2020-02-24,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-09,0.0
2020-03-17,-2.5
2020-03-18,0.0
2020-03-19,-2.4513
2020-04-17,-34.2103
2020-07-16,44.2533
2020-07-28,25.0
