ticker,HRCR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-01-11,0.0
2000-03-10,-16.6667
2000-06-29,-8.3252
2000-07-18,3.125
2000-07-28,-8.7879
2002-03-05,10.6099
2002-06-06,3.6269
2002-06-12,0.5882
2003-02-19,17.9689
2008-10-10,-17.0297
2008-10-24,18.7812
2008-12-02,1.2891
2008-12-23,0.0
2009-01-16,-3.5856
2009-02-17,-2.7027
2009-02-24,22.2222
2009-02-25,0.0
2009-03-04,-13.6364
2009-03-05,-5.2632
2009-04-03,-6.7839
2009-05-11,13.4328
2009-07-02,0.1687
2009-07-31,0.0
2009-08-25,0.0
2009-10-06,2.8047
2009-10-07,2.3077
2009-10-13,-13.7845
2009-11-04,-0.5814
2009-11-05,-2.0468
2010-03-10,7.8749
2010-04-22,-6.7787
2010-05-24,0.7164
2010-06-09,0.0
2010-06-23,0.0
2010-07-02,-0.7113
2010-07-09,0.0597
2010-09-21,6.3384
2010-10-11,5.5775
2010-12-20,4.1667
2011-03-15,-6.1697
2011-04-20,0.1866
2011-04-25,0.0
2011-05-13,-5.4795
2011-06-09,4.3478
2011-08-04,-2.5884
2011-08-25,-1.4285999999999999
2011-08-26,0.0
2011-11-11,-1.2489
2011-12-23,3.1536
2012-01-23,0.0
2012-09-11,6.1449
2012-09-28,13.7348
2012-10-01,-11.6667
2012-11-09,4.1644
2012-11-19,-1.669
2012-11-20,1.6842000000000001
2012-11-29,-1.3975
2012-11-30,4.9869
2012-12-24,4.0874
2012-12-26,-4.7161
2013-01-24,1.0101
2013-01-31,0.0
2013-02-21,-2.5
2013-04-01,5.3225999999999996
2013-04-02,-4.8776
2013-05-09,7.6918
2013-05-10,0.0
2013-05-14,0.0
2013-05-21,-0.5595
2013-05-24,0.5627
2013-07-01,33.5687
2013-07-02,-21.4286
2013-07-11,0.0
2013-07-31,9.3182
2013-08-15,0.0
2013-08-23,-2.2869
2013-08-26,4.2553
2013-08-29,-10.2041
2013-10-01,25.2106
2013-10-02,-16.3636
2013-11-26,6.5217
2013-12-20,31.0075
2013-12-23,-21.8748
2014-02-18,6.0
2014-04-29,2.0292
2014-05-14,-1.8519
2014-05-21,20.7547
2014-08-18,0.1158
2014-09-05,-16.875
2014-09-12,3.3835
2014-09-15,1.8182
2014-10-15,-5.0531
2014-12-01,0.7533
2014-12-17,2.3846
2015-01-09,0.1828
2015-01-27,3.1022
2015-02-02,-3.1858
2015-03-19,8.3367
2015-05-06,1.3856
2015-05-20,-1.6667
