ticker,BMEZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-30,1.6467
2020-01-31,-0.2248
2020-02-03,-0.1191
2020-02-04,1.4285999999999999
2020-02-05,0.4857
2020-02-06,0.9183
2020-02-07,0.4789
2020-02-10,1.1439
2020-02-11,2.4976
2020-02-12,-1.3333
2020-02-13,-0.0932
2020-02-14,0.4664
2020-02-18,-1.1606
2020-02-19,1.2682
2020-02-20,0.3711
2020-02-21,-2.1257
2020-02-24,0.0
2020-02-25,-1.5109
2020-02-26,0.6232
2020-02-27,-2.8109
2020-02-28,-1.9607999999999999
2020-03-02,0.0
2020-03-03,0.05
2020-03-04,0.3998
2020-03-05,-0.448
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,-1.9
2020-03-11,-0.5607
2020-03-12,-5.1768
2020-03-13,8.1081
2020-03-16,-16.95
2020-03-17,-10.295
2020-03-18,-11.6107
2020-03-19,6.3022
2020-03-20,0.0
2020-03-23,-0.1429
2020-03-24,14.4492
2020-03-25,5.1875
2020-03-26,3.7433
2020-03-27,-0.0573
2020-03-30,-0.1146
2020-03-31,2.6965
2020-04-01,-5.0838
2020-04-02,-0.5297
2020-04-03,2.2485
2020-04-06,1.4468
2020-04-07,0.7416
2020-04-08,1.6703999999999999
2020-04-09,5.8201
2020-04-13,-0.2632
2020-04-14,0.0528
2020-04-15,-0.2651
2020-04-16,0.8262
2020-04-17,1.3952
2020-04-20,1.3001
2020-04-21,-0.0513
2020-04-22,1.6949
2020-04-23,-1.0101
2020-04-24,-0.6122
2020-04-27,2.4127
2020-04-28,-0.7018
2020-04-29,0.5553
2020-04-30,-1.7067999999999999
2020-05-01,-1.2257
2020-05-04,0.4654
2020-05-05,0.4117
2020-05-06,1.2814
2020-05-07,0.1518
2020-05-08,0.758
2020-05-11,-0.7021
2020-05-12,0.2525
2020-05-13,-1.3098
2020-05-14,-0.5105
2020-05-15,2.7334
2020-05-18,0.1506
2020-05-19,-0.2506
2020-05-20,0.5025
2020-05-21,0.15
2020-05-22,-0.2996
2020-05-26,0.0
2020-05-27,0.0501
2020-05-28,0.5506
2020-05-29,0.448
2020-06-01,-0.1487
2020-06-02,0.0496
2020-06-03,1.1409
2020-06-04,0.0981
2020-06-05,0.294
2020-06-08,-0.4397
2020-06-09,-0.1472
2020-06-10,0.2457
2020-06-11,-5.1471
2020-06-12,2.0155
2020-06-15,0.5601
2020-06-16,1.2152
2020-06-17,1.4007
2020-06-18,0.6413
2020-06-19,2.1569
2020-06-22,0.2879
2020-06-23,1.6268
2020-06-24,-1.8362
2020-06-25,0.6475
2020-06-26,-0.8339
2020-06-29,0.5286
2020-06-30,-0.0478
2020-07-01,-0.0478
2020-07-02,0.3828
2020-07-06,2.1449
2020-07-07,1.6799
2020-07-08,-0.3671
2020-07-09,0.737
2020-07-10,0.3201
2020-07-13,1.0483
2020-07-14,-0.7668
2020-07-15,1.3699
2020-07-16,1.1712
2020-07-17,2.0036
2020-07-20,-1.0039
2020-07-21,-0.5071
2020-07-22,-0.7312
2020-07-23,1.0714
2020-07-24,0.9717
2020-07-27,-0.4812
2020-07-28,1.0989
2020-07-29,0.3043
2020-07-30,-1.7339
2020-07-31,-0.3088
