ticker,VNDA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-04-12,-3.2
2006-04-13,0.2066
2006-04-17,0.4124
2006-04-18,0.1027
2006-04-19,5.641
2006-04-20,9.3204
2006-04-21,-2.3091
2006-04-24,-1.0909
2006-04-25,2.0221
2006-04-26,-1.1712
2006-04-27,-0.0912
2006-04-28,-0.0912
2006-05-01,-0.3653
2006-05-02,-3.6664
2006-05-03,-3.6156
2006-05-04,-1.2833
2006-05-05,3.0
2006-05-08,-8.4466
2006-05-09,3.9236
2006-05-10,8.0612
2006-05-11,-2.5496
2006-05-12,0.2907
2006-05-15,-4.7343
2006-05-16,-0.6085
2006-05-17,2.0408
2006-05-18,4.3
2006-05-19,-5.5609
2006-05-22,-11.269
2006-05-23,-5.7208
2006-05-24,6.7961
2006-05-25,2.6136
2006-05-26,-0.443
2006-05-30,-1.891
2006-05-31,1.7006999999999999
2006-06-01,-0.6689
2006-06-02,1.0101
2006-06-05,-1.2222
2006-06-06,-0.7874
2006-06-07,0.3401
2006-06-08,-0.113
2006-06-09,-0.7919
2006-06-12,-5.7013
2006-06-13,2.5393
2006-06-14,-0.7075
2006-06-15,3.2067
2006-06-16,0.1151
2006-06-19,3.1034
2006-06-20,0.3344
2006-06-21,5.3333
2006-06-22,1.37
2006-06-23,-7.5951
2006-06-26,-2.1396
2006-06-27,-3.2221
2006-06-28,-4.9940999999999995
2006-06-29,4.8811
2006-06-30,-0.5967
2006-07-03,-0.9604
2006-07-05,0.6061
2006-07-06,-0.1205
2006-07-07,-0.6031
2006-07-10,-0.2427
2006-07-11,0.4866
2006-07-12,0.2421
2006-07-13,2.0531
2006-07-14,-0.7101
2006-07-17,4.8868
2006-07-18,0.7955
2006-07-19,5.6370000000000005
2006-07-20,2.2399
2006-07-21,-1.8776000000000002
2006-07-24,-4.2553
2006-07-25,0.0
2006-07-26,2.1111
2006-07-27,-2.0675
2006-07-28,2.7778
2006-07-31,-2.0541
2006-08-01,10.3753
2006-08-02,-7.6
2006-08-03,-0.8658
2006-08-04,1.31
2006-08-07,-3.0172
2006-08-08,3.7778
2006-08-09,-1.4989
2006-08-10,3.5869999999999997
2006-08-11,4.3022
2006-08-14,-7.5453
2006-08-15,1.8498
2006-08-16,7.6923
2006-08-17,-2.7778
2006-08-18,-6.3265
2006-08-21,0.7625
2006-08-22,-2.2702999999999998
2006-08-23,-5.3097
2006-08-24,1.6355
2006-08-25,0.3448
2006-08-28,1.6037
2006-08-29,3.7204
2006-08-30,-0.9783
