ticker,BIQIF US Equity
2010-12-08,-5.915
2010-12-09,1.5716999999999999
2010-12-10,-0.5803
2010-12-13,-2.3346
2010-12-14,-0.1992
2010-12-15,1.996
2010-12-16,1.9569
2010-12-17,8.4453
2010-12-20,4.9558
2010-12-21,2.5295
2010-12-22,-1.4803
2010-12-23,1.3356
2010-12-27,-1.4827
2010-12-28,-1.8395000000000001
2010-12-29,2.8961
2010-12-30,5.6291
2010-12-31,-2.0376
2011-01-03,-3.2
2011-01-04,-2.9752
2011-01-05,-1.5332
2011-01-06,0.519
2011-01-07,2.7539
2011-01-10,-0.335
2011-01-11,2.1849
2011-01-12,-1.4803
2011-01-13,-2.3372
2011-01-14,-0.3419
2011-01-18,0.1715
2011-01-19,-1.0274
2011-01-20,-1.9031
2011-01-21,0.5291
2011-01-24,1.2281
2011-01-25,-0.3466
2011-01-26,-2.7826
2011-01-27,-1.2522
2011-01-28,-3.2609
2011-01-31,-4.3071
2011-02-01,1.7417
2011-02-02,-2.099
2011-02-03,-4.5163
2011-02-04,-7.8189
2011-02-07,0.0
2011-02-08,-2.6786
2011-02-09,-5.5046
2011-02-10,-1.2136
2011-02-11,-0.2457
2011-02-14,-1.7241
2011-02-15,1.0025
2011-02-16,0.8685
2011-02-17,-0.123
2011-02-18,1.4778
2011-02-22,10.1942
2011-02-23,4.8458
2011-02-24,-1.2605
2011-02-25,2.5532
2011-02-28,1.4523
2011-03-01,-2.045
2011-03-02,1.0438
2011-03-03,-0.2066
2011-03-04,1.2629000000000001
2011-03-07,7.3375
2011-03-08,-0.95
2011-03-09,-1.3462
2011-03-10,-4.0936
2011-03-11,-0.4065
2011-03-14,-3.0612
2011-03-15,-6.1053
2011-03-16,-3.1390000000000002
2011-03-17,12.9601
2011-03-18,-4.9155999999999995
2011-03-21,-4.9569
2011-03-22,-0.2268
2011-03-23,-2.2727
2011-03-24,-4.4186
2011-03-25,2.6764
2011-03-28,-1.4218
2011-03-29,-2.6442
2011-03-30,0.0
2011-03-31,2.4691
2011-04-01,0.4819
2011-04-04,-1.199
2011-04-05,-2.4272
2011-04-06,-0.4975
2011-04-07,-3.4969
2011-04-08,-3.8891
2011-04-11,1.6173
2011-04-12,-3.9788
2011-04-13,-3.0387
2011-04-14,-0.2849
2011-04-15,-2.8571
2011-04-18,0.8824
2011-04-19,-0.8746
2011-04-20,-0.5882
2011-04-21,0.0
2011-04-25,6.213
2011-04-26,-2.507
2011-04-27,-2.2857
2011-04-28,-6.4327
2011-04-29,1.5625
2011-05-02,0.0
2011-05-03,-2.1538
2011-05-04,0.6289
2011-05-05,-1.5625
2011-05-06,-2.2222
2011-05-09,-6.8182
2011-05-10,13.2404
2011-05-11,-6.4615
2011-05-12,2.9605
2011-05-13,-3.8339
2011-05-16,-1.3289
2011-05-17,0.3367
2011-05-18,-3.383
2011-05-19,-6.9182
2011-05-20,6.3433
2011-05-23,-0.3509
2011-05-24,-2.4648
2011-05-25,0.722
2011-05-26,-1.0753
2011-05-27,2.5362
2011-05-31,-1.409
2011-06-01,-1.7965
2011-06-02,1.7883
2011-06-03,-6.7766
2011-06-06,-1.5385
2011-06-07,-3.5156
2011-06-08,-2.834
2011-06-09,-2.5
2011-06-10,-8.547
2011-06-13,-4.6729
2011-06-14,3.9215999999999998
2011-06-15,-0.4717
2011-06-16,0.9479
2011-06-17,-2.8169
2011-06-20,-0.9662
2011-06-21,2.439
2011-06-22,5.2381
2011-06-23,10.4072
2011-06-24,-1.2295
2011-06-27,-5.8091
2011-06-28,1.3216
2011-06-29,2.6087
2011-06-30,0.4237
2011-07-01,4.2194
2011-07-05,0.8097
2011-07-06,-2.008
2011-07-07,13.9344
2011-07-08,-2.518
2011-07-11,2.214
2011-07-12,-1.8051
2011-07-13,6.6176
2011-07-14,-1.0345
2011-07-15,-1.7422
2011-07-18,-5.6738
2011-07-19,5.6391
2011-07-20,4.6263
2011-07-21,-1.7006999999999999
2011-07-22,-1.7301
2011-07-25,-3.169
2011-07-26,0.0
2011-07-27,-8.3636
2011-07-28,0.3968
2011-07-29,0.7905
2011-08-01,2.3529
2011-08-02,-0.3831
2011-08-03,-1.5385
2011-08-04,-5.0781
2011-08-05,-2.4691
2011-08-08,-8.4388
2011-08-09,-0.9217
2011-08-10,3.7209
2011-08-11,3.1390000000000002
2011-08-12,7.8261
2011-08-15,3.2258
2011-08-16,-3.9063
2011-08-17,-6.5041
2011-08-18,9.1304
2011-08-19,-6.7729
2011-08-22,-3.4188
2011-08-23,2.2124
2011-08-24,-4.7619
2011-08-25,-0.4545
2011-08-26,-1.8265
2011-08-29,7.4419
2011-08-30,-2.5974
2011-08-31,4.0
2011-09-01,0.4274
2011-09-02,-4.2553
2011-09-06,-2.2222
2011-09-07,-2.2727
2011-09-08,-0.9302
2011-09-09,-1.4085
2011-09-12,-1.9048
2011-09-13,0.0
2011-09-14,-2.4272
2011-09-15,-0.4975
2011-09-16,0.5
2011-09-19,-0.995
2011-09-20,-0.5025
2011-09-21,-12.6263
2011-09-22,-1.1561
2011-09-23,2.9167
2011-09-26,-8.5162
2011-09-27,0.6211
2011-09-28,-10.4938
2011-09-29,-8.9655
2011-09-30,2.2727
2011-10-03,4.4444
2011-10-04,6.383
2011-10-05,6.6667
2011-10-06,10.0
2011-10-07,3.9773
2011-10-10,1.0929
2011-10-11,-3.7838000000000003
2011-10-12,-1.1236
2011-10-13,-2.8409
2011-10-14,-1.7544
2011-10-17,-2.9762
2011-10-18,-4.7738
2011-10-19,-6.5835
2011-10-20,-8.2759
2011-10-21,3.7594
2011-10-24,1.4493
2011-10-25,-3.5714
2011-10-26,10.3704
2011-10-27,15.4362
2011-10-28,5.2326
2011-10-31,-0.5525
2011-11-01,1.1111
2011-11-02,8.7912
2011-11-03,1.0101
2011-11-04,2.5
2011-11-07,2.439
2011-11-08,4.2857
2011-11-09,4.1096
2011-11-10,0.8772
2011-11-11,-0.4348
2011-11-14,-6.9869
2011-11-15,-7.9812
2011-11-16,1.5306
2011-11-17,-1.005
2011-11-18,-9.6447
2011-11-21,8.9888
2011-11-22,2.0619
2011-11-23,-7.0707
2011-11-25,0.0
2011-11-28,2.1739
2011-11-29,-9.5745
2011-11-30,-2.3529
2011-12-01,-6.6265
2011-12-02,2.5806
2011-12-05,1.2579
2011-12-06,-6.8323
2011-12-07,-2.6667
2011-12-08,3.4247
2011-12-09,-1.9868000000000001
2011-12-12,2.7027
2011-12-13,-8.4211
2011-12-14,-3.0172
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,-6.6667
2011-12-20,0.0
2011-12-21,11.1111
2011-12-22,2.6518
2011-12-23,-6.0625
2011-12-27,5.9259
2011-12-28,-2.0979
2011-12-29,-7.1429
2011-12-30,-3.0769
2012-01-03,1.5873
2012-01-04,3.9063
2012-01-05,5.2632
2012-01-06,-3.5714
2012-01-09,-1.4815
2012-01-10,5.2632
2012-01-11,11.4286
2012-01-12,6.4103
2012-01-13,2.4096
2012-01-17,-1.1764999999999999
2012-01-18,-4.7619
2012-01-19,5.0
2012-01-20,2.3810000000000002
2012-01-23,-2.3256
2012-01-24,-3.5714
2012-01-25,-1.2346
2012-01-26,1.25
2012-01-27,-2.4691
2012-01-30,0.0
2012-01-31,1.2658
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,-1.875
2012-02-06,4.4586
2012-02-07,-5.4878
2012-02-08,3.2258
2012-02-09,0.625
2012-02-10,-3.7267
2012-02-13,2.5806
2012-02-14,-0.6289
2012-02-15,0.0
2012-02-16,4.4304
2012-02-17,1.8182
2012-02-21,-4.7619
2012-02-22,0.0
2012-02-23,-1.25
2012-02-24,3.7975
2012-02-27,1.8293
2012-02-28,3.5928
2012-02-29,-5.2023
2012-03-01,-0.6098
2012-03-02,4.2945
2012-03-05,-5.2941
2012-03-06,-1.8634
2012-03-07,-5.0633
2012-03-08,2.6667
2012-03-09,5.8442
2012-03-12,7.362
2012-03-13,-9.1429
2012-03-14,4.4025
2012-03-15,0.0
2012-03-16,5.4217
2012-03-19,-6.8571
2012-03-20,-0.6135
2012-03-21,0.6173
2012-03-22,3.6733000000000002
2012-03-23,1.7827
2012-03-26,-5.2326
2012-03-27,6.135
2012-03-28,-5.2023
2012-03-29,-1.2195
2012-03-30,0.6173
2012-04-02,-0.6135
2012-04-03,3.7037
2012-04-04,-2.3810000000000002
2012-04-05,0.6098
2012-04-09,0.6061
2012-04-10,-2.4096
2012-04-11,2.4691
2012-04-12,-0.6024
2012-04-13,0.0
2012-04-16,4.2424
2012-04-17,3.4884
2012-04-18,17.9775
2012-04-19,4.7619
2012-04-20,-10.9091
2012-04-23,0.0
2012-04-24,-7.1429
2012-04-25,8.7912
2012-04-26,-4.0404
2012-04-27,-2.1053
2012-04-30,-2.6882
2012-05-01,-4.9724
2012-05-02,-5.2326
2012-05-03,1.227
2012-05-04,-1.2121
2012-05-07,7.9755
2012-05-08,-5.1136
2012-05-09,-1.7964
2012-05-10,-0.6098
2012-05-11,-6.135
2012-05-14,1.3072
2012-05-15,-7.7419
2012-05-16,-7.6923
2012-05-17,7.5758
2012-05-18,1.4085
2012-05-21,-9.0278
2012-05-22,0.0
2012-05-23,6.1068999999999996
2012-05-24,9.3525
2012-05-25,-0.0082
2012-05-29,-1.3077
2012-05-30,-3.325
2012-05-31,-0.0086
2012-06-01,-0.6897
2012-06-04,-4.1667
2012-06-05,-2.029
2012-06-06,3.5503
2012-06-07,-2.8571
2012-06-08,-2.2059
2012-06-11,9.7744
2012-06-12,-7.5342
2012-06-13,6.6667
2012-06-14,-2.7778
2012-06-15,-2.8571
2012-06-18,4.4118
2012-06-19,-14.7887
2012-06-20,0.0
2012-06-21,-4.9587
2012-06-22,0.0
2012-06-25,-6.9565
2012-06-26,6.5421
2012-06-27,0.0
2012-06-28,0.8772
2012-06-29,4.8696
2012-07-02,-0.4975
2012-07-03,0.8333
2012-07-05,-2.3967
2012-07-06,-0.0847
2012-07-09,-0.8475
2012-07-10,-4.2735
2012-07-11,5.3571
2012-07-13,0.8475
2012-07-16,-3.3613
2012-07-17,-1.7391
2012-07-18,1.7699
2012-07-19,-6.087
2012-07-20,2.7778
2012-07-23,1.8018
2012-07-24,0.885
2012-07-25,-2.6316
2012-07-26,-0.9009
2012-07-27,-9.0909
2012-07-30,1.0
2012-07-31,-16.8317
2012-08-01,-9.5238
2012-08-02,5.1316
2012-08-03,15.1439
2012-08-06,-7.6087
2012-08-07,8.2353
2012-08-08,-0.4348
2012-08-09,9.1703
2012-08-10,0.0
2012-08-13,-5.0
2012-08-14,-1.0526
2012-08-15,1.0638
2012-08-16,5.25
2012-08-17,5.0006
2012-08-20,11.4418
2012-08-21,-2.5641
2012-08-22,5.2632
2012-08-23,0.0
2012-08-24,-11.75
2012-08-27,-2.7384
2012-08-28,4.9211
2012-08-29,3.6377
2012-08-30,0.8929
2012-08-31,-7.6272
2012-09-04,5.3829
2012-09-05,9.0909
2012-09-06,0.0
2012-09-07,-0.75
2012-09-10,-0.9236
2012-09-11,-3.4746
2012-09-12,-2.5461
2012-09-13,-6.295
2012-09-14,15.3707
2012-09-17,-0.8333
2012-09-18,2.521
2012-09-19,10.6557
2012-09-20,-11.1111
2012-09-21,7.5
2012-09-24,-9.3023
2012-09-25,11.1111
2012-09-26,1.5385
2012-09-27,9.7254
2012-09-28,2.1835
2012-10-01,12.1622
2012-10-02,-7.2289
2012-10-03,2.5974
2012-10-04,-4.4304
2012-10-05,-3.3113
2012-10-08,7.5342
2012-10-09,-5.0955
2012-10-10,-8.7248
2012-10-11,8.8235
2012-10-12,1.3514
2012-10-15,-9.7917
2012-10-16,-2.448
2012-10-17,4.5455
2012-10-18,-1.4493
2012-10-19,1.4706000000000001
2012-10-22,12.3098
2012-10-23,-8.3797
2012-10-24,-3.5211
2012-10-25,-5.1095
2012-10-26,-2.3077
2012-10-31,-3.9370000000000003
2012-11-01,4.918
2012-11-02,-4.6875
2012-11-05,1.9005999999999998
2012-11-06,0.0
2012-11-07,-13.9309
2012-11-08,-1.8692
2012-11-09,-5.7143
2012-11-12,-4.0404
2012-11-13,2.1053
2012-11-14,-12.3711
2012-11-15,-6.9412
2012-11-16,-1.3906
2012-11-19,0.2564
2012-11-20,6.1221
2012-11-21,-2.3949
2012-11-23,-1.2346
2012-11-26,6.875
2012-11-27,-0.5848
2012-11-28,0.0
2012-11-29,-4.6912
2012-11-30,4.9221
2012-12-03,-3.5294
2012-12-04,7.3171
2012-12-05,5.4545
2012-12-06,-1.4682
2012-12-07,4.771
2012-12-10,0.2088
2012-12-11,-11.4583
2012-12-12,1.1764999999999999
2012-12-13,4.6512
2012-12-14,2.2222
2012-12-17,3.2609
2012-12-18,5.2632
2012-12-19,-7.0
2012-12-20,-6.4516
2012-12-21,1.1494
2012-12-24,13.6364
2012-12-26,-8.0
2012-12-27,-6.3043
2012-12-28,-0.116
2012-12-31,-1.2776
2013-01-02,12.9559
2013-01-03,-0.013
2013-01-04,-2.0833
2013-01-07,-1.0638
2013-01-08,4.3011
2013-01-09,-9.2784
2013-01-10,-1.1364
2013-01-11,9.1954
2013-01-14,-5.2632
2013-01-15,5.5556
2013-01-17,0.0395
2013-01-18,-6.3396
2013-01-23,2.2328
2013-01-24,-3.283
2013-01-25,-0.0142
2013-01-28,1.1364
2013-01-29,4.4593
2013-01-30,-5.3311
2013-01-31,1.1219999999999999
2013-02-01,6.7416
2013-02-04,-5.2632
2013-02-05,-5.5556
2013-02-06,5.6691
2013-02-07,-5.365
2013-02-08,-1.1764999999999999
2013-02-11,9.5238
2013-02-12,-2.1739
2013-02-13,-1.1111
2013-02-14,3.3708
2013-02-15,-7.6087
2013-02-19,1.1764999999999999
2013-02-21,1.7442
2013-02-22,5.1286
2013-02-25,-2.1742
2013-02-26,-5.5424
2013-02-27,2.1176
2013-02-28,-5.53
2013-03-01,2.439
2013-03-04,4.7619
2013-03-05,-4.5455
2013-03-06,-4.7619
2013-03-07,0.0
2013-03-08,0.0
2013-03-11,-5.0
2013-03-12,-4.0954
2013-03-13,-3.9616
2013-03-14,2.875
2013-03-15,8.2972
2013-03-18,-10.242
2013-03-19,14.2857
2013-03-20,-2.5781
2013-03-21,-10.1844
2013-03-22,2.2589
2013-03-25,-1.9122
2013-03-26,-1.7269
2013-03-27,-2.8986
2013-03-28,8.9366
2013-04-01,-4.0932
2013-04-02,4.2857
2013-04-03,2.7397
2013-04-05,-4.0
2013-04-08,2.7778
2013-04-09,-5.4054
2013-04-10,21.4107
2013-04-11,-1.8826
2013-04-12,10.3133
2013-04-15,-11.7611
2013-04-16,4.7201
2013-04-17,-5.8824
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,-12.4844
2013-04-23,4.1243
2013-04-24,-3.7037
2013-04-25,-0.2849
2013-04-26,0.0
2013-04-29,2.7143
2013-04-30,-2.6426
2013-05-01,0.0
2013-05-02,-1.4285999999999999
2013-05-03,1.3043
2013-05-06,4.6316
2013-05-07,-4.2899
2013-05-08,2.6429
2013-05-09,-3.9666
2013-05-10,4.1304
2013-05-13,0.2088
2013-05-14,-4.1667
2013-05-15,1.4493
2013-05-16,0.0
2013-05-17,5.7143
2013-05-20,-4.0372
2013-05-21,-1.4258
2013-05-22,-1.4285999999999999
2013-05-23,1.4493
2013-05-24,-4.2857
2013-05-28,-8.9552
2013-05-29,3.2787
2013-05-30,1.5873
2013-05-31,0.0
2013-06-03,-7.5
2013-06-04,1.3514
2013-06-05,-4.8333
2013-06-06,-1.9264000000000001
2013-06-07,-1.7856999999999998
2013-06-10,3.6364
2013-06-11,-3.3333
2013-06-12,0.6919
2013-06-13,2.7374
2013-06-14,3.4868
2013-06-17,30.5361
2013-06-18,-6.4935
2013-06-19,-2.7778
2013-06-20,-11.4286
2013-06-21,1.6129
2013-06-24,-12.5198
2013-06-25,5.2620000000000005
2013-06-26,3.4044
2013-06-27,-4.1467
2013-06-28,-0.8696
2013-07-01,19.2982
2013-07-02,-7.3529
2013-07-03,-10.1587
2013-07-05,-1.8551
2013-07-08,0.8101
2013-07-09,3.5714
2013-07-10,-4.806
2013-07-11,1.4489
2013-07-12,4.9766
2013-07-15,0.0
2013-07-16,-1.3605
2013-07-17,0.0
2013-07-18,3.4483
2013-07-19,-4.3333
2013-07-22,4.5078
2013-07-23,1.6566
2013-07-24,-1.6091
2013-07-25,-0.0208
2013-07-26,1.6566
2013-07-29,-3.2285
2013-07-30,3.029
2013-07-31,5.2632
2013-08-01,-1.5430000000000001
2013-08-02,1.5671
2013-08-05,-7.8125
2013-08-06,-4.2373
2013-08-07,0.885
2013-08-08,3.5088
2013-08-09,3.0508
2013-08-12,1.6242
2013-08-13,8.3755
2013-08-14,-11.891
2013-08-15,16.9492
2013-08-16,4.3478
2013-08-19,18.0382
2013-08-20,-3.5152
2013-08-21,11.3415
2013-08-22,4.0526
2013-08-23,4.1974
2013-08-26,-0.7956
2013-08-27,-17.3116
2013-08-28,2.2167
2013-08-29,-0.241
2013-08-30,-0.6039
2013-09-03,-3.7515
2013-09-04,13.6184
2013-09-05,-12.2222
2013-09-06,1.2658
2013-09-09,2.5
2013-09-10,-7.0732
2013-09-11,11.2861
2013-09-12,-4.4811
2013-09-13,-1.2346
2013-09-16,1.25
2013-09-17,1.2346
2013-09-18,-1.2195
2013-09-19,-2.3457
2013-09-20,-2.6549
2013-09-23,3.6364
2013-09-24,0.2506
2013-09-25,-3.1406
2013-09-26,6.8559
2013-09-27,-2.1739
2013-09-30,20.9877
2013-10-01,2.0408
2013-10-02,2.0
2013-10-03,27.451
2013-10-04,3.8462
2013-10-07,-7.4074
2013-10-08,1.6
2013-10-09,29.1339
2013-10-10,5.4878
2013-10-11,-0.578
2013-10-14,-6.3953
2013-10-15,9.3168
2013-10-16,-2.2727
2013-10-17,-1.7442
2013-10-18,1.7751000000000001
2013-10-21,1.1628
2013-10-22,-1.1494
2013-10-23,-2.907
2013-10-24,-7.7844
2013-10-25,1.2987
2013-10-28,-1.2821
2013-10-29,0.6494
2013-10-30,-3.871
2013-10-31,-5.3690999999999995
2013-11-01,4.2553
2013-11-04,6.8027
2013-11-05,1.9108
2013-11-06,12.5
2013-11-07,-5.5556
2013-11-08,6.4706
2013-11-11,-1.105
2013-11-12,10.0559
2013-11-13,-3.5533
2013-11-14,2.6316
2013-11-15,10.2564
2013-11-18,-6.3866
2013-11-19,-17.0264
2013-11-20,3.5928
2013-11-21,6.3584
2013-11-22,-2.7174
2013-11-25,-3.352
2013-11-26,2.5795
2013-11-27,3.1204
2013-11-29,-2.1858
2013-12-02,2.2346
2013-12-03,2.7321999999999997
2013-12-04,6.383
2013-12-05,10.0
2013-12-06,-0.4545
2013-12-09,5.0228
2013-12-10,6.1304
2013-12-11,-7.8247
2013-12-12,-4.0
2013-12-13,3.1481
2013-12-16,1.8851
2013-12-17,-1.7621
2013-12-18,0.0
2013-12-19,3.5874
2013-12-20,-1.7262
2013-12-23,-3.5295
2013-12-24,3.1963
2013-12-26,1.3274
2013-12-27,-3.4934
2013-12-30,1.3575
2013-12-31,-2.6786
2014-01-02,-2.2936
2014-01-03,1.8779
2014-01-06,-1.6129
2014-01-07,2.1077
2014-01-08,-1.3761
2014-01-09,-4.186
2014-01-10,4.3689
2014-01-13,-0.4651
2014-01-14,-2.8037
2014-01-15,-0.9615
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,-0.4854
2014-01-22,0.9756
2014-01-23,-2.8986
2014-01-24,-1.4925
2014-01-27,0.9785
2014-01-28,1.5316999999999998
2014-01-29,-3.4421
2014-01-30,1.014
2014-01-31,-1.5152
2014-02-03,-1.0256
2014-02-04,1.5544
2014-02-05,-1.5306
2014-02-06,-3.6269
2014-02-07,-9.6774
2014-02-10,4.1667
2014-02-11,1.1429
2014-02-12,1.6949
2014-02-13,4.6944
2014-02-14,-7.6678
2014-02-18,-0.5747
2014-02-19,-1.1561
2014-02-20,-1.1696
2014-02-21,0.5843
2014-02-24,4.1253
2014-02-25,2.2528
2014-02-26,2.7695
2014-02-27,-1.3911
2014-02-28,-0.2249
2014-03-03,1.6393
2014-03-04,4.8387
2014-03-05,1.5385
2014-03-06,4.5455
2014-03-07,-0.4891
2014-03-10,-0.4794
2014-03-11,-6.3415
2014-03-12,-4.1667
2014-03-13,13.587
2014-03-14,-17.2249
2014-03-17,5.7803
2014-03-18,2.0219
2014-03-19,-4.6599
2014-03-20,0.5618
2014-03-21,-1.1173
2014-03-24,0.0
2014-03-25,2.8249
2014-03-26,-1.8304
2014-03-27,3.5436
2014-03-28,-1.0811
2014-03-31,1.6393
2014-04-01,-1.6129
2014-04-02,3.8251
2014-04-03,-3.1513
2014-04-04,-1.5284
2014-04-07,0.4415
2014-04-08,-0.5495
2014-04-09,0.5594
2014-04-10,3.2896
2014-04-11,1.5957
2014-04-14,3.1414
2014-04-15,2.9949
2014-04-16,-3.8935
2014-04-17,3.0769
2014-04-21,4.4776
2014-04-22,8.0952
2014-04-23,-4.0088
2014-04-24,0.6798
2014-04-25,-0.1738
2014-04-28,-8.2192
2014-04-29,-1.4863
2014-04-30,4.5389
2014-05-01,-0.9662
2014-05-02,-2.9268
2014-05-05,5.0251
2014-05-06,0.0
2014-05-07,-3.8278
2014-05-08,2.4876
2014-05-09,2.8641
2014-05-12,0.0472
2014-05-13,0.4717
2014-05-14,-1.3996
2014-05-15,-2.2944
2014-05-16,2.8265000000000002
2014-05-19,-3.7915
2014-05-20,4.4335
2014-05-21,0.0
2014-05-22,3.3019
2014-05-23,0.4566
2014-05-27,1.8182
2014-05-28,0.4464
2014-05-29,-3.1111
2014-05-30,0.9174
2014-06-02,0.4545
2014-06-03,0.4525
2014-06-04,-1.3514
2014-06-05,-2.7397
2014-06-06,0.939
2014-06-09,-0.4651
2014-06-10,-0.9346
2014-06-11,2.8302
2014-06-12,-0.9174
2014-06-13,-0.463
2014-06-16,-0.4651
2014-06-17,1.8692
2014-06-18,0.4587
2014-06-19,0.9132
2014-06-20,-0.905
2014-06-23,2.7397
2014-06-24,0.4444
2014-06-25,-4.8673
2014-06-26,-1.8605
2014-06-27,-0.4739
2014-06-30,-2.3810000000000002
2014-07-01,0.9756
2014-07-02,1.4493
2014-07-03,0.9524
2014-07-07,-2.8302
2014-07-08,-0.4794
2014-07-09,-0.0061
2014-07-10,-0.4878
2014-07-11,1.9668999999999999
2014-07-14,1.917
2014-07-15,0.4717
2014-07-16,0.9448
2014-07-17,-4.1916
2014-07-18,4.3689
2014-07-21,-1.3953
2014-07-22,-3.7736
2014-07-23,-1.4706000000000001
2014-07-24,-0.4975
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,-1.0
2014-07-30,1.5152
2014-07-31,-0.995
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,-8.0402
2014-08-06,9.2896
2014-08-07,0.0
2014-08-08,3.0
2014-08-11,-2.9126
2014-08-12,-7.5
2014-08-13,8.1081
2014-08-14,0.0
2014-08-15,-3.4938000000000002
2014-08-18,1.0297
2014-08-19,-2.0096
2014-08-20,3.6208
2014-08-21,1.0101
2014-08-22,-2.5
2014-08-25,2.5641
2014-08-26,-2.5
2014-08-27,-3.5897
2014-08-28,2.1277
2014-08-29,-1.5625
2014-09-02,-4.7619
2014-09-03,-5.5556
2014-09-04,-7.6471
2014-09-05,-5.7325
2014-09-08,-7.4324
2014-09-09,-6.5693
2014-09-10,7.0313
2014-09-11,8.0292
2014-09-12,11.4865
2014-09-15,6.5455
2014-09-16,4.0956
2014-09-17,3.8251
2014-09-18,1.5789
2014-09-19,1.5544
2014-09-22,-0.5102
2014-09-23,0.0
2014-09-24,-1.891
2014-09-25,1.4048
2014-09-26,0.5155
2014-09-29,4.1026
2014-09-30,-1.4778
2014-10-01,0.0
2014-10-02,-0.5
2014-10-03,3.0088
2014-10-06,1.4635
2014-10-07,0.4808
2014-10-08,-1.908
2014-10-09,2.439
2014-10-10,0.0
2014-10-13,-2.3810000000000002
2014-10-14,0.9756
2014-10-15,-0.4891
2014-10-16,1.9479
2014-10-17,0.4762
2014-10-20,1.4218
2014-10-21,2.8037
2014-10-22,-1.3693
2014-10-23,3.2318
2014-10-24,1.3393
2014-10-27,-0.8811
2014-10-28,4.4389
2014-10-29,1.7075
2014-10-30,-1.2551999999999999
2014-10-31,1.6896
2014-11-03,-0.4115
2014-11-04,-2.0973
2014-11-05,-4.6958
2014-11-06,2.2422
2014-11-07,-3.9529
2014-11-10,2.2832
2014-11-11,0.452
2014-11-12,-3.1111
2014-11-13,4.1227
2014-11-14,-0.8811
2014-11-17,1.339
2014-11-18,0.4331
2014-11-19,-0.8734
2014-11-20,0.0
2014-11-21,-0.4406
2014-11-24,-2.6550000000000002
2014-11-25,-5.4492
2014-11-26,-3.8462
2014-11-28,0.5
2014-12-01,0.4975
2014-12-02,2.4691
2014-12-03,-1.9203999999999999
2014-12-04,0.822
2014-12-05,-0.3328
2014-12-08,-0.9314
2014-12-09,-0.2072
2014-12-10,-0.8336
2014-12-11,0.0
2014-12-12,-11.0
2014-12-15,5.618
2014-12-16,-0.4787
2014-12-17,-3.7948
2014-12-18,2.7778
2014-12-19,1.6216
2014-12-22,-2.121
2014-12-23,1.8851
2014-12-24,-3.457
2014-12-26,-6.0773
2014-12-29,0.0
