ticker,GLDD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-03-07,-2.8571
2005-03-10,2.1569
2005-03-14,0.7678
2005-03-15,0.0
2005-03-17,-0.381
2005-03-18,0.3824
2005-03-22,0.0
2005-03-29,0.0
2005-03-30,0.0
2005-04-04,-0.7619
2005-04-05,0.0
2005-04-07,0.0
2005-04-08,0.0
2005-04-11,0.0
2005-04-12,0.3839
2005-04-14,0.0
2005-04-15,0.0
2005-04-18,0.0
2005-04-19,0.0
2005-04-20,0.0
2005-04-27,0.3824
2005-05-02,-0.9524
2005-05-03,-0.5769
2005-05-04,0.3868
2005-05-05,0.1927
2005-05-09,-0.1923
2005-05-10,-0.7707
2005-05-12,0.7767
2005-05-16,0.0
2005-05-17,0.0
2005-05-23,-0.9634
2005-05-24,0.9728
2005-05-25,-0.7707
2005-05-26,0.7767
2005-06-01,1.1561
2005-06-06,-0.9524
2005-06-20,0.0
2005-06-21,0.9615
2005-06-22,0.9524
2005-06-24,-2.0755
2005-07-01,1.1561
2005-07-05,-1.1429
2005-07-06,0.0
2005-07-07,0.0
2005-07-11,0.0
2005-07-18,0.0
2005-07-19,0.1927
2005-07-22,-0.1923
2005-07-29,0.0
2005-08-01,0.1927
2005-08-02,-0.1923
2005-08-03,0.0
2005-08-05,0.1927
2005-08-09,0.3846
2005-08-11,-0.5747
2005-08-12,0.0
2005-08-16,0.0
2005-08-18,0.578
2005-08-23,0.1916
2005-08-24,0.0
2005-09-01,0.0
2005-09-02,0.0
2005-09-12,0.0
2005-09-15,0.0
2005-09-19,0.0
2005-09-21,0.0
2005-09-22,0.0
2005-09-23,0.0
2005-09-27,0.0
2005-10-03,0.0
2005-10-19,0.3824
2005-10-20,0.0
2005-10-21,0.381
2005-10-24,-0.3795
2005-10-25,0.1905
2005-10-28,-0.1901
2005-11-01,0.381
2005-11-07,-0.3795
2005-11-17,-0.9524
2005-11-28,0.9615
2005-11-29,0.1905
2005-12-01,0.3802
2005-12-06,0.3788
2005-12-13,0.3774
2005-12-14,2.4436
2005-12-15,-0.5505
2005-12-19,-1.2915
2005-12-22,-0.3738
2005-12-27,-0.1876
2005-12-28,-0.5639
2005-12-29,0.189
2005-12-30,-0.1887
2006-01-03,0.0
2006-01-04,0.7561
2006-01-06,-0.7505
2006-01-10,0.5671
2006-01-11,-0.3759
2006-01-12,0.3774
2006-01-13,0.188
2006-01-24,0.1876
2006-01-25,1.1236
2006-01-26,0.7836
2006-01-30,1.6112
2006-01-31,-0.3617
