ticker,GMS US Equity
2016-10-14,-1.2086999999999999
2016-10-17,0.6118
2016-10-18,0.7484
2016-10-19,-0.6964
2016-10-20,-2.0103
2016-10-21,-0.9542
2016-10-24,0.0963
2016-10-25,-0.0962
2016-10-26,2.3603
2016-10-27,0.7529
2016-10-28,-1.8683
2016-10-31,-1.0947
2016-11-01,-0.77
2016-11-02,2.3278
2016-11-03,-1.9431
2016-11-04,2.0783
2016-11-07,0.3314
2016-11-08,2.1236
2016-11-09,3.6044
2016-11-10,4.4157
2016-11-11,3.2038
2016-11-14,1.8626
2016-11-15,0.0813
2016-11-16,0.3654
2016-11-17,1.1327
2016-11-18,-0.56
2016-11-21,1.0459
2016-11-22,1.1146
2016-11-23,-0.2362
2016-11-25,0.5919
2016-11-28,-0.3923
2016-11-29,-1.1816
2016-11-30,0.0797
2016-12-01,-1.4337
2016-12-02,0.0
2016-12-05,3.596
2016-12-06,-0.819
2016-12-07,3.7751
2016-12-08,1.7431
2016-12-09,3.5754
2016-12-12,-1.5102
2016-12-13,-1.1318
2016-12-14,-0.6647
2016-12-15,0.7063
2016-12-16,3.3592
2016-12-19,4.8929
2016-12-20,1.7365
2016-12-21,0.4351
2016-12-22,-0.0666
2016-12-23,-0.1334
2016-12-27,-0.1336
2016-12-28,-1.6048
2016-12-29,-0.034
2016-12-30,-0.4759
2017-01-03,0.4098
2017-01-04,-0.2041
2017-01-05,-2.1813
2017-01-06,0.0
2017-01-09,-2.1603
2017-01-10,1.2107999999999999
2017-01-11,1.9704000000000002
2017-01-12,-0.1725
2017-01-13,2.074
2017-01-17,-0.3048
2017-01-18,-0.3397
2017-01-19,-0.2727
2017-01-20,0.0342
2017-01-23,0.7516
2017-01-24,4.2726
2017-01-25,0.0976
2017-01-26,-2.2092
2017-01-27,-2.5249
2017-01-30,0.6476
2017-01-31,1.0498
2017-02-01,-1.0389
2017-02-02,2.5398
2017-02-03,0.4293
2017-02-06,-1.3482
2017-02-07,-0.0667
2017-02-08,-1.968
2017-02-09,-0.9187
2017-02-10,-0.3777
2017-02-13,0.1034
2017-02-14,0.7576
2017-02-15,-0.6835
2017-02-16,0.0
2017-02-17,-0.4818
2017-02-21,4.8064
2017-02-22,-1.7156
2017-02-23,-1.6113
2017-02-24,-0.4094
2017-02-27,3.3231
2017-02-28,-0.2653
2017-03-01,6.3497
2017-03-02,1.0941
2017-03-03,0.6184
2017-03-06,-1.3522
2017-03-07,-0.3738
2017-03-08,0.0625
2017-03-09,0.75
2017-03-10,2.2953
2017-03-13,0.4548
2017-03-14,-0.3924
2017-03-15,1.4545
2017-03-16,-1.2545
2017-03-17,2.7828
2017-03-20,-0.4414
2017-03-21,-2.4239
2017-03-22,2.3023
2017-03-23,2.2505
2017-03-24,0.0579
2017-03-27,0.5499
2017-03-28,1.8423
2017-03-29,-1.3002
2017-03-30,0.5727
2017-03-31,-0.2278
2017-04-03,-1.7409
2017-04-04,-0.3485
2017-04-05,0.2332
2017-04-06,0.6397
2017-04-07,0.5201
2017-04-10,0.2587
2017-04-11,0.4014
2017-04-12,-1.8561
2017-04-13,-0.4364
2017-04-17,-0.4968
2017-04-18,-0.2056
2017-04-19,0.618
2017-04-20,0.585
2017-04-21,1.8319
2017-04-24,3.1125
2017-04-25,0.2492
2017-04-26,0.8287
2017-04-27,0.274
2017-04-28,-1.2022
2017-05-01,1.0785
2017-05-02,0.5472
2017-05-03,-1.4966
2017-05-04,-1.8784999999999998
2017-05-05,0.3097
2017-05-08,-3.1154
2017-05-09,-0.8111
2017-05-10,0.5549
2017-05-11,0.1162
2017-05-12,-1.5375999999999999
2017-05-15,0.6187
2017-05-16,-0.3221
2017-05-17,-5.4642
2017-05-18,1.8024
2017-05-19,1.4652
2017-05-22,0.8424
2017-05-23,-1.0442
2017-05-24,-0.7537
2017-05-25,0.0
2017-05-26,-0.1519
2017-05-30,-0.578
2017-05-31,-0.0612
2017-06-01,2.3576
2017-06-02,-0.9871
2017-06-05,0.9366
2017-06-06,-1.4666000000000001
2017-06-07,-1.4581
2017-06-08,0.8631
2017-06-09,-0.7335
2017-06-12,-0.4926
2017-06-13,2.0111
2017-06-14,-0.7886
2017-06-15,-1.9872
2017-06-16,-0.4991
2017-06-19,1.3479999999999999
2017-06-20,-0.6805
2017-06-21,-2.8029
2017-06-22,0.2884
2017-06-23,0.8307
2017-06-26,-1.6793
2017-06-27,-0.9668
2017-06-28,2.5382
2017-06-29,-10.4094
2017-06-30,-0.4605
2017-07-03,1.8505
2017-07-05,-2.2013
2017-07-06,-1.0361
2017-07-07,1.2635
2017-07-10,-1.3191
2017-07-11,-1.5896
2017-07-12,3.7445
2017-07-13,1.6277
2017-07-14,2.0891
2017-07-17,2.6603
2017-07-18,-0.8638
2017-07-19,1.5415999999999999
2017-07-20,-1.7492
2017-07-21,-2.049
2017-07-24,-0.2743
2017-07-25,1.2036
2017-07-26,-0.068
2017-07-27,1.0201
2017-07-28,0.8078
2017-07-31,0.2337
2017-08-01,1.2325
2017-08-02,0.2303
2017-08-03,-3.7426
2017-08-04,3.7517
2017-08-07,-1.5122
2017-08-08,-1.2016
2017-08-09,0.2365
2017-08-10,-2.7974
2017-08-11,2.4965
2017-08-14,0.8796
2017-08-15,-0.2683
2017-08-16,-0.5044
2017-08-17,-2.3657
2017-08-18,-1.3498999999999999
2017-08-21,-0.7368
2017-08-22,2.4037
2017-08-23,-0.069
2017-08-24,1.7271
2017-08-25,2.2071
2017-08-28,2.1595
2017-08-29,1.2358
2017-08-30,2.1523
2017-08-31,1.195
2017-09-01,1.5848
2017-09-05,-2.9367
2017-09-06,5.3262
2017-09-07,3.2316
2017-09-08,-0.8116
2017-09-11,-1.8995
2017-09-12,2.2937
2017-09-13,-0.0582
2017-09-14,-2.3019
2017-09-15,0.4175
2017-09-18,0.6237
2017-09-19,-1.1216
2017-09-20,2.7761
2017-09-21,0.2614
2017-09-22,0.7532
2017-09-25,-0.2588
2017-09-26,0.0
2017-09-27,0.2018
2017-09-28,1.87
2017-09-29,-0.0282
2017-10-02,0.452
2017-10-03,-0.0281
2017-10-04,1.0127
2017-10-05,-0.0557
2017-10-06,-1.1424
2017-10-09,-0.2255
2017-10-10,-0.5932
2017-10-11,-0.7104
2017-10-12,-0.0572
2017-10-13,-0.4009
2017-10-16,0.345
2017-10-17,0.5444
2017-10-18,-3.3628
2017-10-19,0.4129
2017-10-20,2.5257
2017-10-23,-0.9453
2017-10-24,0.0
2017-10-25,-1.8508
2017-10-26,-0.3241
2017-10-27,-0.473
2017-10-30,-0.3861
2017-10-31,1.5206
2017-11-01,-0.9398
2017-11-02,0.5633
2017-11-03,0.3243
2017-11-06,1.5868
2017-11-07,-3.2398
2017-11-08,0.7175
2017-11-09,0.3562
2017-11-10,1.1831
2017-11-13,-1.0523
2017-11-14,0.5908
2017-11-15,-1.116
2017-11-16,2.6433
2017-11-17,0.2025
2017-11-20,1.1839
2017-11-21,0.8847
2017-11-22,-0.5941
2017-11-24,0.1423
2017-11-27,-1.0514000000000001
2017-11-28,2.4698
2017-11-29,2.2422
2017-11-30,2.2752
2017-12-01,0.4824
2017-12-04,1.4671
2017-12-05,0.7361
2017-12-06,1.8006
2017-12-07,-0.4871
2017-12-08,-0.644
2017-12-11,1.0371
2017-12-12,-3.6438
2017-12-13,-1.225
2017-12-14,-0.9706
2017-12-15,0.5445
2017-12-18,2.5995
2017-12-19,-1.8738000000000001
2017-12-20,0.3228
2017-12-21,0.5898
2017-12-22,-1.0661
2017-12-26,0.8621
2017-12-27,0.7479
2017-12-28,-0.3446
2017-12-29,0.133
2018-01-02,-0.5579
2018-01-03,-0.2137
2018-01-04,0.4552
2018-01-05,2.532
2018-01-08,-1.6376
2018-01-09,-0.1057
2018-01-10,-1.4815
2018-01-11,2.0408
2018-01-12,1.0526
2018-01-16,-2.2396
2018-01-17,-0.1332
2018-01-18,-2.2139
2018-01-19,0.9002
2018-01-22,-0.2433
2018-01-23,-0.9485
2018-01-24,-0.4651
2018-01-25,-0.9071
2018-01-26,-0.9431
2018-01-29,-0.5881
2018-01-30,-1.8592
2018-01-31,-1.6073
2018-02-01,-0.3792
2018-02-02,-1.2299
2018-02-05,-3.0833
2018-02-06,2.7837
2018-02-07,-0.7738
2018-02-08,-2.3695
2018-02-09,-0.6759
2018-02-12,0.5877
2018-02-13,0.2153
2018-02-14,-0.9205
2018-02-15,0.1858
2018-02-16,-2.102
2018-02-20,0.1263
2018-02-21,-0.6307
2018-02-22,0.6982
2018-02-23,0.5358
2018-02-26,0.0313
2018-02-27,-0.5327
2018-02-28,-2.4575
2018-03-01,1.4535
2018-03-02,0.5731
2018-03-05,1.5511
2018-03-06,-1.2157
2018-03-07,6.4058
2018-03-08,-1.7497
2018-03-09,1.6601
2018-03-12,-0.6532
2018-03-13,1.3449
2018-03-14,0.1474
2018-03-15,-2.0318
2018-03-16,1.3826
2018-03-19,-0.8301
2018-03-20,-2.3916
2018-03-21,0.1531
2018-03-22,-4.6483
2018-03-23,-2.3733
2018-03-26,2.8909000000000002
2018-03-27,-2.9055
2018-03-28,0.2302
2018-03-29,0.2625
2018-04-02,-3.6976
2018-04-03,0.7136
2018-04-04,0.6073
2018-04-05,10.0939
2018-04-06,-0.6092
2018-04-09,-4.2292
2018-04-10,-2.112
2018-04-11,1.5691000000000002
2018-04-12,-2.5747999999999998
2018-04-13,0.0661
2018-04-16,3.3674
2018-04-17,0.0958
2018-04-18,1.9464000000000001
2018-04-19,-1.1894
2018-04-20,0.6018
2018-04-23,-0.4723
2018-04-24,-0.7909
2018-04-25,1.0523
2018-04-26,-0.7258
2018-04-27,0.2543
2018-04-30,-1.2048
2018-05-01,-0.1926
2018-05-02,-0.1608
2018-05-03,-0.1288
2018-05-04,-1.2577
2018-05-07,-0.5879
2018-05-08,3.5151
2018-05-09,-2.9196999999999997
2018-05-10,-0.2615
2018-05-11,-0.6227
2018-05-14,-1.7810000000000001
2018-05-15,-1.276
2018-05-16,-0.1701
2018-05-17,0.5792
2018-05-18,2.0664
2018-05-21,-0.1991
2018-05-22,-3.6581
2018-05-23,1.5533000000000001
2018-05-24,-0.9517
2018-05-25,3.0542
2018-05-29,0.8325
2018-05-30,0.4954
2018-05-31,-1.5774
2018-06-01,-1.8364
2018-06-04,0.7143
2018-06-05,-1.3171
2018-06-06,-0.7529
2018-06-07,2.0
2018-06-08,0.5747
2018-06-11,-0.4034
2018-06-12,1.5862
2018-06-13,-1.0299
2018-06-14,0.1007
2018-06-15,0.3689
2018-06-18,0.9021
2018-06-19,-1.0596
2018-06-20,0.7028
2018-06-21,4.0877
2018-06-22,0.3512
2018-06-25,-1.4636
2018-06-26,-0.4521
2018-06-27,0.1622
2018-06-28,-16.2241
2018-06-29,4.7158999999999995
2018-07-02,-0.8121
2018-07-03,-2.754
2018-07-05,-0.4975
2018-07-06,1.5
2018-07-09,-0.2274
2018-07-10,-1.4432
2018-07-11,0.3854
2018-07-12,-1.7274
2018-07-13,-0.0391
2018-07-16,-0.9769
2018-07-17,1.9731999999999998
2018-07-18,1.6641
2018-07-19,1.0278
2018-07-20,-1.168
2018-07-23,0.1144
2018-07-24,-0.4189
2018-07-25,0.956
2018-07-26,0.5682
2018-07-27,-0.8663
2018-07-30,1.2158
2018-07-31,-1.5015
2018-08-01,-2.439
2018-08-02,-0.4688
2018-08-03,-1.2166
2018-08-06,-0.2384
2018-08-07,0.5177
2018-08-08,-0.317
2018-08-09,1.1129
2018-08-10,1.2972000000000001
2018-08-13,-2.5999
2018-08-14,0.5976
2018-08-15,-0.9109
2018-08-16,0.3597
2018-08-17,0.1991
2018-08-20,0.3975
2018-08-21,2.0586
2018-08-22,-1.1249
2018-08-23,-0.51
2018-08-24,1.6167
2018-08-27,1.8626
2018-08-28,1.0667
2018-08-29,0.0377
2018-08-30,1.2057
2018-08-31,-7.4832
2018-09-04,-2.0121
2018-09-05,-0.6571
2018-09-06,1.8603
2018-09-07,-3.3279
2018-09-10,3.6524
2018-09-11,0.8505
2018-09-12,2.008
2018-09-13,-6.8898
2018-09-14,-0.296
2018-09-17,1.7388
2018-09-18,4.0017
2018-09-19,0.2806
2018-09-20,-1.0791
2018-09-21,1.5758
2018-09-24,-3.5004
2018-09-25,-1.4839
2018-09-26,-1.6318000000000001
2018-09-27,-1.7014
2018-09-28,0.3894
2018-10-01,-4.2672
2018-10-02,-1.3958
2018-10-03,-0.7306
2018-10-04,-1.7479
2018-10-05,-0.2341
2018-10-08,1.1262
2018-10-09,-3.2483
2018-10-10,-1.5827
2018-10-11,-3.7037
2018-10-12,-1.67
2018-10-15,-1.3381
2018-10-16,0.7303
2018-10-17,-3.884
2018-10-18,-3.3944
2018-10-19,-1.6732
2018-10-22,-2.7794
2018-10-23,0.1167
2018-10-24,-6.1189
2018-10-25,4.0348
2018-10-26,-5.6683
2018-10-29,-3.8583
2018-10-30,5.9211
2018-10-31,2.1118
2018-11-01,9.3674
2018-11-02,0.3337
2018-11-05,-0.1109
2018-11-06,-2.0533
2018-11-07,1.4163999999999999
2018-11-08,-3.743
2018-11-09,0.3482
2018-11-12,-1.3302
2018-11-13,2.5791
2018-11-14,1.2
2018-11-15,-1.3552
2018-11-16,0.2862
2018-11-19,-2.6826
2018-11-20,-3.8123
2018-11-21,5.3659
2018-11-23,-0.463
2018-11-26,1.1628
2018-11-27,0.2874
2018-11-28,5.2149
2018-11-29,-0.9259
2018-11-30,3.2984999999999998
2018-12-03,2.0224
2018-12-04,-10.12
2018-12-06,5.6297
2018-12-07,-3.7912
2018-12-10,-9.823
2018-12-11,-1.5833
2018-12-12,-0.2574
2018-12-13,-4.0645
2018-12-14,6.1197
2018-12-17,4.436
2018-12-18,2.5484999999999998
2018-12-19,-4.3195
2018-12-20,-4.329
2018-12-21,-5.2359
2018-12-24,-4.8431
2018-12-26,4.5878
2018-12-27,1.645
2018-12-28,2.2927
2018-12-31,-2.0435
2019-01-02,5.5855
2019-01-03,-0.8286
2019-01-04,5.9769
2019-01-07,6.4888
2019-01-08,0.5125
2019-01-09,4.4759
2019-01-10,1.3014999999999999
2019-01-11,-3.8009
2019-01-14,0.2782
2019-01-15,-2.3862
2019-01-16,0.7959
2019-01-17,2.5945
2019-01-18,2.4189
2019-01-22,-0.5368
2019-01-23,0.4317
2019-01-24,1.9882
2019-01-25,0.8957
2019-01-28,-0.9922
2019-01-29,0.0
2019-01-30,0.211
2019-01-31,-0.3684
2019-02-01,1.7961
2019-02-04,3.3212
2019-02-05,-0.2511
2019-02-06,-1.4099
2019-02-07,-1.379
2019-02-08,-2.4858000000000002
2019-02-11,2.0712
2019-02-12,3.5380000000000003
2019-02-13,0.1005
2019-02-14,-0.4518
2019-02-15,1.8659
2019-02-19,2.1287
2019-02-20,0.3878
2019-02-21,-0.6277
2019-02-22,0.4859
2019-02-25,-2.176
2019-02-26,-0.0989
2019-02-27,-0.2474
2019-02-28,-3.0258
2019-03-01,1.4834
2019-03-04,-0.8569
2019-03-05,-13.1164
2019-03-06,-5.0322
2019-03-07,1.3555
2019-03-08,-0.6079
2019-03-11,2.6911
2019-03-12,-0.0596
2019-03-13,0.8939
2019-03-14,-2.4217
2019-03-15,0.0
2019-03-18,1.7553999999999998
2019-03-19,-3.0339
2019-03-20,-3.6196
2019-03-21,1.655
2019-03-22,-5.4477
2019-03-25,0.4636
2019-03-26,-1.9117
2019-03-27,1.2097
2019-03-28,0.5976
2019-03-29,-0.198
2019-04-01,0.5291
2019-04-02,0.2632
2019-04-03,1.1155
2019-04-04,4.1531
2019-04-05,1.8069
2019-04-08,-0.2448
2019-04-09,-3.3742
2019-04-10,1.5873
2019-04-11,3.125
2019-04-12,0.0
2019-04-15,1.2727
2019-04-16,0.4189
2019-04-17,-1.4899
2019-04-18,4.7187
2019-04-22,-0.2889
2019-04-23,3.5921
2019-04-24,2.2931
2019-04-25,-2.5697
2019-04-26,-1.4029
2019-04-29,0.7399
2019-04-30,-0.452
2019-05-01,2.3837
2019-05-02,6.7627
2019-05-03,3.1153
2019-05-06,-0.5035
2019-05-07,-1.0121
2019-05-08,-3.4254
2019-05-09,-1.3235000000000001
2019-05-10,0.5901
2019-05-13,-1.92
2019-05-14,2.447
2019-05-15,0.69
2019-05-16,-0.2109
2019-05-17,-1.5848
2019-05-20,-1.1272
2019-05-21,0.8686
2019-05-22,-1.9914
2019-05-23,-1.3729
2019-05-24,0.4454
2019-05-28,-0.7761
2019-05-29,-2.067
2019-05-30,-0.9127
2019-05-31,-3.0512
2019-06-03,1.3064
2019-06-04,6.2134
2019-06-05,-0.1104
2019-06-06,-2.7072000000000003
2019-06-07,2.0443
2019-06-10,3.5615
2019-06-11,-2.4718
2019-06-12,-0.8815
2019-06-13,4.169
2019-06-14,-0.6403
2019-06-17,-0.2148
2019-06-18,1.9376
2019-06-19,-1.3728
2019-06-20,1.6059999999999999
2019-06-21,-2.7397
2019-06-24,0.0
2019-06-25,0.5959
2019-06-26,0.8616
2019-06-27,5.1789
2019-06-28,11.6751
2019-07-01,1.5455
2019-07-02,0.4476
2019-07-03,1.3369
2019-07-05,0.6596
2019-07-08,0.3058
2019-07-09,-1.4808
2019-07-10,1.6799
2019-07-11,-0.913
2019-07-12,0.7021
2019-07-15,-0.6536
2019-07-16,0.2632
2019-07-17,-0.6562
2019-07-18,0.0
2019-07-19,-1.321
2019-07-22,-3.0344
2019-07-23,2.0249
2019-07-24,3.9242
2019-07-25,-0.1302
2019-07-26,0.0869
2019-07-29,-0.9553
2019-07-30,0.6576
2019-07-31,-1.9599
2019-08-01,-2.7099
2019-08-02,-1.0959
2019-08-05,-3.4164
2019-08-06,2.1511
2019-08-07,0.5615
2019-08-08,4.9325
2019-08-09,-1.7738
2019-08-12,-1.4898
2019-08-13,2.6123
2019-08-14,-4.5556
2019-08-15,-0.3276
2019-08-16,3.615
2019-08-19,4.9841
2019-08-20,-0.259
2019-08-21,2.4665
2019-08-22,0.6757
2019-08-23,-3.146
2019-08-26,0.9961
2019-08-27,-1.4151
2019-08-28,2.6968
2019-08-29,17.3655
2019-08-30,6.3154
2019-09-03,-0.0679
2019-09-04,-2.7174
2019-09-05,-5.8309999999999995
2019-09-06,-1.5202
2019-09-09,2.259
2019-09-10,1.3623
2019-09-11,-0.4359
2019-09-12,1.3498999999999999
2019-09-13,-0.108
2019-09-16,2.9189
2019-09-17,0.07
2019-09-18,0.2099
2019-09-19,-1.5363
2019-09-20,-0.461
2019-09-23,0.3919
2019-09-24,-0.4968
2019-09-25,4.8859
2019-09-26,-1.5301
2019-09-27,-1.0014
2019-09-30,0.1744
2019-10-01,-0.5223
2019-10-02,-1.6451
2019-10-03,-0.9609
2019-10-04,2.659
2019-10-07,-1.8901
2019-10-08,0.0357
2019-10-09,0.1427
2019-10-10,-2.386
2019-10-11,0.4743
2019-10-14,0.1816
2019-10-15,5.328
2019-10-16,0.8603
2019-10-17,2.0812
2019-10-18,0.0
2019-10-21,0.6016
2019-10-22,2.093
2019-10-23,-2.4406
2019-10-24,-1.5676999999999999
2019-10-25,3.3887
2019-10-28,-1.311
2019-10-29,0.9963
2019-10-30,-2.269
2019-10-31,0.8075
2019-11-01,2.6368
2019-11-04,0.0
2019-11-05,1.2683
2019-11-06,-1.4772
2019-11-07,-1.043
2019-11-08,0.7905
2019-11-11,-0.2941
2019-11-12,0.7211
2019-11-13,2.0827
2019-11-14,2.1996
2019-11-15,-1.6843
2019-11-18,1.3642
2019-11-19,-2.4726
2019-11-20,1.3158
2019-11-21,-1.3937
2019-11-22,-1.6703999999999999
2019-11-25,1.6008
2019-11-26,1.5434
2019-11-27,-1.2666
2019-11-29,-0.7056
2019-12-02,-5.491
2019-12-03,0.0684
2019-12-04,0.2049
2019-12-05,-1.0225
2019-12-06,-2.135
2019-12-09,-0.8445
2019-12-10,-1.7388
2019-12-11,0.8667
2019-12-12,-0.179
2019-12-13,-0.8967
2019-12-16,0.3257
2019-12-17,1.6234
2019-12-18,0.142
2019-12-19,-2.6941
2019-12-20,0.1457
2019-12-23,-1.5642
2019-12-24,1.5891
2019-12-26,-1.5642
2019-12-27,0.037
2019-12-30,-0.0369
2019-12-31,0.0739
2020-01-02,1.2555
2020-01-03,1.3858
2020-01-06,0.3597
2020-01-07,-1.7921
2020-01-08,1.4964
2020-01-09,-0.6472
2020-01-10,0.3619
2020-01-13,0.2885
2020-01-14,0.1438
2020-01-15,2.0108
2020-01-16,2.4287
2020-01-17,-1.0653
2020-01-21,1.4241
2020-01-22,-1.7123
2020-01-23,0.3136
2020-01-24,-3.5082
2020-01-27,0.18
2020-01-28,1.0061
2020-01-29,-0.8182
2020-01-30,-0.1793
2020-01-31,-3.9885
2020-02-03,-2.9566
2020-02-04,1.2341
2020-02-05,3.5048
2020-02-06,-0.8097
2020-02-07,-4.1558
2020-02-10,2.9423
2020-02-11,3.7232
2020-02-12,1.6316000000000002
2020-02-13,0.9989
2020-02-14,1.5189
2020-02-18,-1.4614
2020-02-19,1.0593
2020-02-20,-0.1398
2020-02-21,-1.8195000000000001
2020-02-24,-3.5994
2020-02-25,-8.281
2020-02-26,-5.3204
2020-02-27,-4.172
2020-02-28,1.5104
2020-03-02,4.2451
2020-03-03,-1.8052000000000001
2020-03-04,2.9927
2020-03-05,-4.3587
2020-03-06,-0.0434
2020-03-09,-9.683
2020-03-10,0.6731
2020-03-11,-8.3095
2020-03-12,-15.6771
2020-03-13,-1.7295
2020-03-16,-18.4789
2020-03-17,5.7055
2020-03-18,-19.6937
2020-03-19,8.5377
2020-03-20,-2.0084
2020-03-23,-8.2835
2020-03-24,14.8045
2020-03-25,22.871
2020-03-26,14.5875
2020-03-27,-10.7719
2020-03-30,0.9684
2020-03-31,0.5754
2020-04-01,-7.7559000000000005
2020-04-02,-1.1716
2020-04-03,-11.7155
2020-04-06,17.6145
2020-04-07,-5.5742
2020-04-08,3.4851
2020-04-09,8.7285
2020-04-13,-6.2579
2020-04-14,-0.6743
2020-04-15,-5.1595
2020-04-16,-3.6507
2020-04-17,8.9896
2020-04-20,-2.5221999999999998
2020-04-21,-2.4476
2020-04-22,0.9319
2020-04-23,3.6222
2020-04-24,2.8101000000000003
2020-04-27,8.8667
2020-04-28,7.5321
2020-04-29,12.0729
2020-04-30,-6.6057
2020-05-01,-2.8836
2020-05-04,-0.6723
2020-05-05,-1.7484
2020-05-06,-3.8462
2020-05-07,6.6866
2020-05-08,2.9099
2020-05-11,0.5438
2020-05-12,-4.7052
2020-05-13,-8.7401
2020-05-14,8.3955
2020-05-15,1.7785
2020-05-18,13.5851
2020-05-19,-7.5931
2020-05-20,4.1353
2020-05-21,-0.9799
2020-05-22,4.6875
2020-05-26,6.3184000000000005
2020-05-27,1.7782
2020-05-28,-4.8276
2020-05-29,-1.0145
2020-06-01,-0.3416
2020-06-02,6.6601
2020-06-03,-0.4132
2020-06-04,5.3942
2020-06-05,7.874
2020-06-08,0.1217
2020-06-09,-1.0126
2020-06-10,-2.455
2020-06-11,-8.599
2020-06-12,1.7439
2020-06-15,4.6459
2020-06-16,3.6638
2020-06-17,-2.9106
2020-06-18,-1.5417999999999998
2020-06-19,-1.4788999999999999
2020-06-22,1.2362
2020-06-23,3.0092
2020-06-24,-4.022
2020-06-25,6.7931
2020-06-26,-3.0566
2020-06-29,0.6391
2020-06-30,4.1067
2020-07-01,-3.9447
2020-07-02,0.4234
2020-07-06,0.5902
2020-07-07,-3.0595
2020-07-08,2.1617
2020-07-09,-4.7397
2020-07-10,2.5322
2020-07-13,-1.5598
2020-07-14,2.3768000000000002
2020-07-15,2.7085
2020-07-16,4.1859
2020-07-17,-1.3258
2020-07-20,-2.0358
2020-07-21,-1.0391
2020-07-22,2.016
2020-07-23,0.8234
2020-07-24,-1.96
2020-07-27,2.9988
2020-07-28,-5.3376
2020-07-29,2.3494
2020-07-30,-1.6694
2020-07-31,-0.5518
