ticker,VIBI US Equity
2017-12-11,-10.9589
2017-12-12,5.9077
2017-12-13,-39.7153
2017-12-14,-3.6145
2017-12-15,12.5
2017-12-18,-17.7778
2017-12-19,2.7027
2017-12-20,-2.6316
2017-12-21,-5.2703
2017-12-22,28.388
2017-12-26,-26.6667
2017-12-27,30.0909
2017-12-29,-39.4363
2018-01-02,34.6538
2018-01-03,28.5347
2018-01-04,0.0
2018-01-05,11.1111
2018-01-08,-2.0
2018-01-09,22.6531
2018-01-10,8.1531
2018-01-11,-26.1538
2018-01-12,0.0
2018-01-16,-2.0833
2018-01-17,14.8936
2018-01-18,18.1481
2018-01-19,3.4483
2018-01-22,3.0303
2018-01-23,-11.7647
2018-01-24,6.3
2018-01-25,3.4964
2018-01-26,-0.0151
2018-01-29,9.0909
2018-01-30,-5.5556
2018-01-31,-4.1176
2018-02-01,4.2945
2018-02-02,-1.4706000000000001
2018-02-05,-8.9552
2018-02-06,3.2787
2018-02-07,1.5873
2018-02-08,-19.5313
2018-02-09,4.8544
2018-02-12,-0.8519
2018-02-13,-4.7440999999999995
2018-02-14,-11.7647
2018-02-15,1.1111
2018-02-16,3.2967
2018-02-20,-10.6383
2018-02-21,0.0
2018-02-22,-11.9048
2018-02-23,-2.7027
2018-02-26,-5.5556
2018-02-27,-5.8824
2018-02-28,-0.7813
2018-03-01,-2.3622
2018-03-02,-4.8387
2018-03-05,1.6949
2018-03-06,-1.6667
2018-03-07,-5.0508
2018-03-08,5.3195
2018-03-09,-5.0847
2018-03-12,0.0
2018-03-13,-3.5357
2018-03-14,-4.1096
2018-03-15,4.2857
2018-03-16,-7.3306000000000004
2018-03-19,-0.1199
2018-03-20,-20.0
2018-03-21,35.0
2018-03-22,-20.2593
2018-03-23,16.117
2018-03-26,-7.16
2018-03-27,50.3662
2018-03-28,-2.5788
2018-03-29,-8.8235
2018-04-02,-13.6774
2018-04-03,-0.9716
2018-04-04,-0.3019
2018-04-05,1.3512
2018-04-06,-17.093
2018-04-09,12.6126
2018-04-10,9.96
2018-04-11,-17.7883
2018-04-12,6.1947
2018-04-13,0.0
2018-04-16,-4.1667
2018-04-17,-4.3478
2018-04-18,13.1818
2018-04-19,-9.6386
2018-04-20,10.0
2018-04-23,-9.0909
2018-04-24,0.0
2018-04-25,-6.6667
2018-04-26,2.3810000000000002
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-03,0.0
2018-05-04,-0.9302
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,16.4319
2018-05-10,0.8065
2018-05-11,-4.0
2018-05-14,29.1667
2018-05-15,-17.7419
2018-05-16,12.9412
2018-05-17,0.6944
2018-05-18,0.0
2018-05-21,6.8966
2018-05-22,12.9032
2018-05-23,2.8571
2018-05-25,38.8889
2018-05-29,-5.0
2018-05-30,-22.1053
2018-06-01,8.1081
2018-06-04,-7.5
2018-06-05,-16.2162
2018-06-06,19.3548
2018-06-07,-16.2162
2018-06-08,1.7742
2018-06-11,-10.0983
2018-06-12,2.2423
2018-06-13,20.6897
2018-06-14,5.5714
2018-06-15,-1.2179
2018-06-18,-1.3699
2018-06-19,0.0
2018-06-20,-16.6667
2018-06-21,20.0
2018-06-22,-4.1667
2018-06-25,1.4493
2018-06-26,-2.8571
2018-06-27,1.4706000000000001
2018-06-28,1.4493
2018-06-29,-5.7143
2018-07-02,6.0606
2018-07-03,0.0
2018-07-05,0.0
2018-07-06,-2.8571
2018-07-09,-2.6471
2018-07-10,8.7613
2018-07-11,-2.7778
2018-07-12,-5.7143
2018-07-13,6.0606
2018-07-16,-5.1429
2018-07-17,0.5422
2018-07-18,-10.1258
2018-07-19,16.6667
2018-07-20,-2.8571
2018-07-23,5.8824
2018-07-24,-8.3333
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,1.5152
2018-07-30,-6.8657
2018-07-31,-3.8462
2018-08-01,-3.3333
2018-08-02,2.069
2018-08-03,8.1081
2018-08-06,-6.25
2018-08-07,3.3333
2018-08-08,0.0
2018-08-09,-18.7097
2018-08-10,19.0476
2018-08-13,-21.3333
2018-08-14,18.6441
2018-08-15,-7.1429
2018-08-16,-3.8462
2018-08-17,0.0
2018-08-20,0.0
2018-08-21,-8.0
2018-08-22,13.913
2018-08-23,-0.7634
2018-08-24,19.2308
2018-08-27,-22.5806
2018-08-28,4.1667
2018-08-29,12.0
2018-08-31,-7.1429
2018-09-04,-9.6154
2018-09-05,0.0426
2018-09-06,-0.0425
2018-09-07,0.0
2018-09-10,10.6383
2018-09-11,15.3846
2018-09-12,0.0
2018-09-13,6.6667
2018-09-14,-9.375
2018-09-17,8.7931
2018-09-18,7.7655
2018-09-19,-1.4706000000000001
2018-09-20,60.597
2018-09-21,19.2565
2018-09-24,-26.7456
2018-09-25,6.383
2018-09-26,12.0
2018-09-27,10.7143
2018-09-28,-7.9032
2018-10-01,2.4518
2018-10-02,-23.0769
2018-10-03,-20.0
2018-10-04,-16.6667
2018-10-05,8.3333
2018-10-08,-20.0
2018-10-09,13.461500000000001
2018-10-10,-7.7966
2018-10-11,11.0294
2018-10-12,-7.2848
2018-10-15,-7.1429
2018-10-16,-11.538499999999999
2018-10-17,2.1739
2018-10-18,6.383
2018-10-19,-10.0
2018-10-22,-2.2222
2018-10-23,-27.2727
2018-10-24,6.25
2018-10-25,17.0588
2018-10-26,-9.5477
2018-10-29,5.5556
2018-10-30,0.0
2018-10-31,5.2632
2018-11-01,5.0
2018-11-02,-11.857099999999999
2018-11-05,8.0497
2018-11-06,0.0
2018-11-07,-9.9
2018-11-08,-10.0999
2018-11-09,3.7037
2018-11-12,-1.7856999999999998
2018-11-13,-2.7879
2018-11-14,-3.3666
2018-11-15,-3.2258
2018-11-16,0.0
2018-11-19,-0.0667
2018-11-20,6.0707
2018-11-21,-24.5283
2018-11-23,31.6667
2018-11-26,-1.962
2018-11-27,-16.0749
2018-11-28,-3.8462
2018-11-29,-27.2
2018-11-30,48.3516
2018-12-03,-14.8148
2018-12-04,-4.3478
2018-12-06,-27.2727
2018-12-07,0.0
2018-12-10,-4.875
2018-12-11,-5.3876
2018-12-12,9.5833
2018-12-13,-33.4601
2018-12-14,4.7619
2018-12-17,0.0
2018-12-18,-41.8182
2018-12-19,-0.3125
2018-12-20,-21.3166
2018-12-21,-3.5857
2018-12-24,-9.5041
2018-12-26,23.2877
2018-12-27,-11.8519
2018-12-28,-3.3613
2018-12-31,-14.8261
2019-01-02,7.1975
2019-01-03,-4.7619
2019-01-04,50.0
2019-01-07,0.0
2019-01-08,-12.0
2019-01-09,-25.0
2019-01-10,1.0101
2019-01-11,4.05
2019-01-14,-13.5031
2019-01-15,0.0
2019-01-16,-5.5556
2019-01-17,0.0
2019-01-18,11.7647
2019-01-22,-9.473700000000001
2019-01-23,-9.8837
2019-01-24,0.0
2019-01-25,-3.2258
2019-01-28,-18.6667
2019-01-29,2.459
2019-01-30,-28.0
2019-01-31,-1.1111
2019-02-01,-38.2022
2019-02-04,-16.3636
2019-02-05,-4.3478
2019-02-06,123.8636
2019-02-07,37.0558
2019-02-08,-60.0
2019-02-11,-7.4074
2019-02-12,2.0
2019-02-13,1.9607999999999999
2019-02-14,5.1923
2019-02-15,-10.4205
2019-02-19,-2.0408
2019-02-20,0.0
2019-02-21,-16.6667
2019-02-22,-12.5
2019-02-25,-13.7143
2019-02-26,-7.2848
2019-02-27,42.8571
2019-02-28,-17.5
2019-03-01,-12.1212
2019-03-04,6.8966
2019-03-05,6.4516
2019-03-06,0.0
2019-03-07,-21.2121
2019-03-08,7.6923
2019-03-11,32.1429
2019-03-12,-8.1081
2019-03-13,-15.2941
2019-03-14,-9.7222
2019-03-15,15.3846
2019-03-18,-6.6667
2019-03-19,-10.7143
2019-03-20,-12.0
2019-03-21,9.0909
2019-03-22,-8.3333
2019-03-25,13.6364
2019-03-26,-4.2
2019-03-27,-29.0188
2019-03-28,-11.7647
2019-03-29,13.3333
2019-04-01,47.0588
2019-04-02,52.0
2019-04-03,-25.0
2019-04-04,1.7544
2019-04-05,3.4483
2019-04-08,-6.6667
2019-04-09,0.0
2019-04-10,-10.7143
2019-04-11,-12.0
2019-04-12,4.5455
2019-04-15,8.6957
2019-04-16,0.0
2019-04-17,-8.0
2019-04-18,-13.0435
2019-04-22,-5.0
2019-04-23,-21.0526
2019-04-24,6.6667
2019-04-25,-18.75
2019-04-26,23.0769
2019-04-29,-12.5
2019-04-30,-14.2857
2019-05-01,-8.3333
2019-05-02,9.0909
2019-05-03,-16.6667
2019-05-06,0.0
2019-05-07,-10.0
2019-05-08,0.0
2019-05-09,-11.1111
2019-05-10,-12.5
2019-05-13,0.0
2019-05-14,-14.2857
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,-33.3333
2019-05-20,50.0
2019-05-21,-16.6667
2019-05-22,-20.0
2019-05-23,0.0
2019-05-24,-25.0
2019-05-28,33.3333
2019-05-29,0.0
2019-05-30,-25.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,33.3333
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,-25.0
2019-06-21,33.3333
2019-06-24,0.0
2019-06-25,-25.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,-16.6667
2019-07-01,20.0
2019-07-02,0.0
2019-07-03,-33.3333
2019-07-05,0.0
2019-07-08,100.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,-37.5
2019-07-12,20.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,-33.3333
2019-07-19,50.0
2019-07-22,-33.3333
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,50.0
2019-07-26,-33.3333
2019-07-29,50.0
2019-07-30,-33.3333
2019-07-31,0.0
2019-08-01,25.0
2019-08-02,-20.0
2019-08-05,50.0
2019-08-06,-33.3333
2019-08-07,50.0
2019-08-08,-33.3333
2019-08-09,50.0
2019-08-12,0.0
2019-08-13,-33.3333
2019-08-14,0.0
2019-08-15,50.0
2019-08-16,-33.3333
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,50.0
2019-08-22,-33.3333
2019-08-23,0.0
2019-08-26,50.0
2019-08-27,-33.3333
2019-08-28,25.0
2019-08-29,20.0
2019-08-30,0.0
2019-09-03,-30.0
2019-09-04,-4.7619
2019-09-05,0.0
2019-09-06,50.0
2019-09-09,-33.3333
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,50.0
2019-09-16,-33.3333
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,50.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,-33.3333
2019-10-01,-5.0
2019-10-02,5.2632
2019-10-03,0.0
2019-10-04,-25.0
2019-10-07,33.3333
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,-25.0
2019-10-15,-33.3333
2019-10-16,100.0
2019-10-17,-50.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,-99.0
2019-10-23,9900.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,100.0
2019-11-04,-50.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,50.0
2019-11-29,-33.3333
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,-50.0
2019-12-09,100.0
2019-12-10,-99.0
2019-12-11,4899.9999
2019-12-12,100.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,-50.0
2019-12-18,0.0
2019-12-19,100.0
2019-12-20,0.0
2019-12-23,-99.0
2019-12-24,9900.0
2019-12-26,-99.0
2019-12-27,9900.0
2019-12-30,0.0
2019-12-31,-50.0
2020-01-02,100.0
2020-01-03,-50.0
2020-01-06,-98.0
2020-01-07,9900.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-99.0
2020-01-23,4899.9999
2020-01-24,100.0
2020-01-27,0.0
2020-01-28,-99.0
2020-01-29,0.0
2020-01-31,0.0
2020-02-03,19900.0001
2020-02-04,-50.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,100.0
2020-02-12,-50.0
2020-02-13,0.0
2020-02-14,100.0
2020-02-18,-50.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-25,-99.0
2020-02-26,9900.0
2020-02-27,-99.0
2020-02-28,9900.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,-99.0
2020-03-06,9900.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-16,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-23,0.0
2020-03-25,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-99.0
2020-04-09,9900.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-16,0.0
2020-04-17,50.0
2020-04-20,-33.3333
2020-04-21,-99.0
2020-04-22,9900.0
2020-04-23,-99.0
2020-04-24,9900.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,-99.0
2020-05-20,19900.0001
2020-05-21,-50.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,50.0
2020-05-29,33.3333
2020-06-01,-50.0
2020-06-02,0.0
2020-06-03,100.0
2020-06-04,0.0
2020-06-05,-50.0
2020-06-08,50.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,33.3333
2020-06-12,0.0
2020-06-15,-50.0
2020-06-16,100.0
2020-06-17,-50.0
2020-06-18,0.0
2020-06-22,100.0
2020-06-23,-50.0
2020-06-24,50.0
2020-06-25,33.3333
2020-06-26,-50.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-99.0
2020-07-09,9900.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-24,0.0
2020-07-27,-50.0
2020-07-28,100.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
