ticker,GBFL US Equity
2003-05-30,-3.125
2003-06-05,2.5806
2003-06-12,-0.9434
2003-06-24,1.5873
2003-06-27,-0.625
2003-07-02,0.6289
2003-07-08,0.0
2003-07-10,1.5625
2003-07-11,0.0
2003-07-15,0.0
2003-07-18,3.6923
2003-07-21,-3.8576
2003-07-24,1.8519
2003-07-25,6.0606
2003-08-07,0.0
2003-08-13,-1.4285999999999999
2003-08-14,0.0
2003-08-21,0.0
2003-08-22,-1.4493
2003-08-26,-1.1764999999999999
2003-08-29,1.25
2003-09-02,0.0
2003-09-04,-0.0588
2003-09-18,0.0
2003-09-19,0.8824
2003-09-26,-0.2915
2003-09-30,2.3392
2003-10-03,2.8571
2003-10-06,11.1111
2003-10-30,5.0
2003-11-11,4.7619
2003-11-13,2.2727
2003-11-19,0.0
2003-11-20,0.0
2003-11-21,0.0
2003-12-23,-4.3556
2004-01-02,2.2305
2004-01-09,2.2727
2004-01-12,-1.1111
2004-01-20,-1.1236
2004-02-19,5.6818
2004-02-20,3.2258
2004-02-23,-3.125
2004-03-05,4.3011
2004-03-08,-4.1237
2004-03-30,16.129
2004-04-02,0.4444
2004-04-14,-0.4425
2004-04-15,-0.3704
2004-04-20,4.0892
2004-04-22,-3.5714
2004-04-27,2.7778
2004-04-28,0.0
2004-04-29,0.9009
2004-06-08,1.9643000000000002
2004-06-30,-4.5534
2004-07-12,-0.844
2004-07-20,3.6269
2004-07-28,7.1429
2004-08-11,-3.3333
2004-08-27,10.3448
2004-09-08,0.0
2004-09-10,0.0
2004-09-13,0.0
2004-09-23,-6.0938
2004-10-01,7.3211
2004-10-04,-0.155
2004-10-26,2.1739
2004-10-28,-10.0304
2004-11-10,9.7973
2004-11-11,1.5385
2004-11-22,-5.303
2004-11-23,-0.8
2004-11-24,-3.2258
2004-11-29,3.3333
2004-11-30,-4.0323
2004-12-07,7.563
2004-12-08,0.0
2004-12-27,3.125
2004-12-29,0.0
2005-01-04,0.0
2005-01-18,-1.5152
2005-01-21,4.6154
2005-01-24,0.0
2005-01-25,-2.9412000000000003
2005-01-28,0.0
2005-02-25,0.0
2005-03-08,0.0
2005-03-14,0.0
2005-03-17,3.0303
2005-04-06,-10.2941
2005-04-20,4.918
2005-04-21,3.125
2005-05-03,0.0
2005-05-23,9.0909
2005-06-28,-5.5556
2005-08-26,-1.1764999999999999
2005-08-29,2.6786
2005-09-01,-0.8696
2005-09-08,-0.5848
2005-09-09,1.4706000000000001
2005-09-12,-0.7246
2005-09-16,-1.4599
2005-09-19,0.0
2005-09-21,-0.7407
2005-09-27,0.0299
2005-09-28,-0.0298
2005-09-30,2.9851
2005-10-10,0.0
2005-10-18,-5.7971
2005-10-19,0.0
2005-10-21,4.6154
2005-10-26,-2.2059
2005-11-04,3.7594
2005-11-09,0.0
2005-11-17,1.4493
2005-12-21,0.0
2006-01-03,8.5714
2006-01-06,-5.2632
2006-01-10,5.5278
2006-02-16,0.0263
2006-02-22,-2.6316
2006-02-28,2.7027
2006-03-02,0.0
2006-03-13,0.0
2006-03-21,0.0
2006-03-22,0.0
2006-03-30,-1.9737
2006-03-31,-2.0134
2006-04-04,0.9315
2006-04-06,-2.2801
2006-04-10,0.0
2006-04-12,2.5
2006-04-13,2.981
2006-04-18,0.0
2006-04-21,13.1579
2006-04-24,-1.1628
2006-04-25,3.5294
2006-04-27,0.0
2006-04-28,0.0
2006-05-01,0.0
2006-05-02,-0.1136
2006-05-05,2.3891
2006-05-08,0.0
2006-05-10,-0.1111
2006-05-12,-5.4505
2006-05-15,0.0
2006-05-16,5.8824
2006-05-17,-2.2222
2006-05-18,0.0
2006-05-22,-4.5455
2006-05-23,4.7619
2006-05-24,0.0
2006-05-25,-6.8182
2006-05-26,7.3171
2006-06-01,-8.6364
2006-06-05,1.99
2006-06-06,2.439
2006-06-13,-2.3810000000000002
2006-06-14,0.0
2006-06-15,4.878
2006-06-21,-6.5116
2006-06-23,-5.4726
2006-06-26,5.3684
2006-07-05,7.3926
2006-07-10,6.7907
2006-07-11,-6.3589
2006-07-12,-2.8837
2006-07-14,-4.2146
2006-07-17,0.1
2006-07-20,7.3926
2006-07-25,-6.8837
2006-07-28,-0.0999
2006-08-09,0.1
2006-08-10,0.0
2006-08-11,2.3976
2006-08-14,-4.3902
2006-08-16,7.1429
2006-08-23,0.0
2006-08-29,-4.6667
2006-08-30,4.8951
2006-09-14,-5.8095
2006-09-19,3.64
2006-09-21,0.0
2006-09-22,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-04,2.439
2006-10-05,0.0
2006-10-09,0.0
2006-10-11,-7.1429
2006-10-13,2.5641
2006-10-16,2.5
2006-10-24,-6.8293
2006-10-25,9.9476
2006-11-01,-4.7619
2006-11-02,0.5
2006-11-03,0.0
2006-11-10,0.0
2006-11-16,0.0
2006-11-28,-2.9851
2006-11-29,-0.5128
2006-12-01,-1.0309
2006-12-04,1.5625
2006-12-05,0.0
2006-12-07,-2.5641
2006-12-08,0.0
2006-12-11,0.0
2006-12-15,-2.6316
2007-01-03,-4.3243
2007-01-11,1.6949
2007-01-16,3.8889
2007-01-19,0.0
2007-01-26,2.6738
2007-01-30,-0.5208
2007-02-08,-3.1414
2007-02-12,0.8649
2007-02-15,-2.8939
2007-02-23,10.9272
2007-02-26,-5.4726
2007-02-28,-2.6316
2007-03-05,-2.1622
2007-03-06,9.3923
2007-03-12,-8.0808
2007-03-15,8.7912
2007-03-20,-4.0404
2007-04-03,4.2105
2007-04-04,0.0
2007-04-10,-4.0404
2007-04-11,-7.6842
2007-04-12,11.1745
2007-04-13,0.0
2007-04-19,-3.0769
2007-04-25,5.8201
2007-04-26,0.0
2007-05-02,0.0
2007-05-03,-1.5
2007-05-04,-2.5381
2007-05-07,0.0
2007-05-09,3.125
2007-05-23,-1.5152
2007-05-24,1.5385
2007-06-06,-1.5152
2007-06-11,-2.5641
2007-06-14,2.6316
2007-06-26,-5.1282
2007-06-29,0.0
2007-07-05,5.4054
2007-07-06,-5.641
2007-07-09,3.2609
2007-07-12,2.6316
2007-07-13,-2.5641
2007-07-19,-5.2632
2007-07-20,-1.1111
2007-07-23,-1.6854
2007-07-24,0.5714
2007-07-25,2.2727
2007-07-26,0.0
2007-07-27,-1.1111
2007-07-30,-1.1236
2007-08-02,-1.1364
2007-08-03,3.4483
2007-08-06,-3.3333
2007-08-15,-2.2989
2007-08-16,-7.6471
2007-08-17,11.465
2007-08-20,-3.4286
2007-08-22,1.7751000000000001
2007-08-23,1.7442
2007-08-24,-4.0
2007-09-04,4.1667
2007-09-06,0.0
2007-09-07,-0.5714
2007-09-17,2.8736
2007-10-01,1.1173
2007-10-11,-0.5525
2007-10-17,-1.6667
2007-10-25,-2.8249
2007-10-30,1.7442
2007-11-01,3.4286
2007-11-06,0.5525
2007-11-09,0.0
2007-11-13,0.0
2007-11-20,-0.5495
2007-12-04,-4.9724
2008-01-04,3.4884
2008-01-10,-5.618
2008-01-15,-3.5714
2008-01-17,-1.2346
2008-01-18,-6.25
2008-01-23,0.0
2008-01-24,0.0
2008-01-28,-3.3333
2008-01-29,-4.8276
2008-02-06,1.4493
2008-02-19,3.5714
2008-02-22,0.0
2008-02-27,0.0
2008-03-03,-2.069
2008-03-04,-1.4085
2008-03-05,0.0
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,-7.1429
2008-03-11,7.6923
2008-03-12,-7.1429
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-27,0.0
2008-03-28,7.6923
2008-03-31,-6.4286
2008-04-01,-0.7634
2008-04-03,0.0
2008-04-09,0.0
2008-04-10,-3.8462
2008-04-18,8.0
2008-05-15,0.0
2008-05-20,0.0
2008-05-27,3.7037
2008-05-28,0.0
2008-05-29,0.0
2008-06-02,0.0
2008-06-04,0.0
2008-06-17,-3.5714
2008-06-20,0.0
2008-06-24,0.0
2008-06-27,0.0
2008-07-10,-7.4074
2008-07-15,0.0
2008-07-22,4.0
2008-07-23,-3.0769
2008-07-30,-1.5873
2008-08-01,0.0
2008-08-15,0.8065
2008-08-19,0.0
2008-08-28,-8.0
2008-08-29,4.3478
2008-09-05,-4.1667
2008-09-09,0.0
2008-09-22,-11.3043
2008-09-24,-1.9607999999999999
2008-09-25,10.0
2008-10-06,-27.2727
2008-10-07,0.0
2008-10-10,0.0
2008-11-20,0.0
2008-11-21,-37.5
2008-11-24,20.0
2008-11-25,-41.6667
2008-11-28,185.7143
2008-12-02,-40.0
2008-12-30,15.0
2009-01-07,28.985500000000002
2009-01-22,-22.4719
2009-01-30,-1.4493
2009-02-09,-11.7647
2009-02-11,-55.0
2009-02-12,122.2222
2009-02-24,-58.3333
2009-02-25,-74.4
2009-02-26,0.0
2009-02-27,212.5
2009-03-02,0.0
2009-03-03,-25.0
2009-03-04,0.0
2009-03-05,-32.0
2009-03-06,-11.7647
2009-03-10,11.1111
2009-03-11,-44.0
2009-03-12,-10.7143
2009-03-13,104.0
2009-03-16,0.0
2009-03-23,-1.9607999999999999
2009-03-24,-26.0
2009-03-27,-24.3243
2009-04-09,25.0
2009-04-13,122.8571
2009-04-14,1.2821
2009-04-15,-12.6582
2009-04-16,-27.5362
2009-04-17,-40.0
2009-04-20,-80.0
2009-04-21,50.0
2009-04-22,-33.3333
2009-04-23,50.0
2009-04-24,55.5556
2009-04-27,-35.7143
2009-04-28,166.6667
2009-04-29,-66.6667
2009-04-30,0.0
2009-05-01,25.0
2009-05-05,-30.0
2009-05-06,-28.5714
2009-05-11,2.0
2009-05-18,0.0
2009-05-20,-49.0196
2009-05-29,7.6923
2009-06-08,-28.5714
2009-06-09,-20.0
2009-06-10,0.0
2009-06-11,3.125
2009-06-12,0.0
2009-06-15,-9.0909
2009-06-24,-65.4167
2009-06-25,0.0
2009-06-30,0.0
2009-07-08,-3.6145
2009-07-21,0.0
2009-07-22,0.0
2009-07-24,140.0
2009-07-27,-70.8333
2009-07-30,14.2857
2009-08-07,650.0
2009-08-10,6.6667
2009-08-11,0.0
2009-08-13,25.0
2009-08-17,-75.0
2009-08-18,600.0
2009-08-19,-42.6786
2009-08-20,37.0717
2009-08-21,-27.2727
2009-08-24,-25.0
2009-08-25,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-11,100.0
2009-09-14,0.0
2009-09-15,-1.9792
2009-09-16,-48.9904
2009-09-17,0.0
2009-09-21,-63.3333
2009-09-24,172.7273
2009-09-30,-33.3333
2009-10-08,0.0
2009-10-16,-44.375
2009-10-21,169.6629
2009-10-22,-16.6667
2009-10-23,0.0
2009-10-30,-76.0
2009-11-02,397.9167
2009-11-03,0.0
2009-11-04,-16.318
2009-11-05,0.0
2009-11-09,-20.0
2009-11-11,-50.0
2009-11-20,0.0
2009-11-23,150.0
2009-11-24,36.0
2009-12-02,-26.4706
2009-12-10,0.0
2009-12-11,0.0
2009-12-24,-60.0
2009-12-28,600.0
2009-12-30,-42.8571
2009-12-31,-25.0
2010-01-04,0.0
2010-01-07,0.0
2010-01-11,-66.25
2010-01-12,8.642
2010-01-22,0.0
2010-01-28,-9.0909
2010-02-10,0.0
2010-02-17,0.0
2010-02-19,0.0
2010-02-25,250.0
2010-02-26,-57.1429
2010-03-02,1.25
2010-03-18,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-26,-34.1564
2010-03-29,0.0
2010-04-08,10.0
2010-04-19,36.3636
2010-05-04,10.0
2010-05-10,21.2121
2010-05-11,5.0
2010-05-12,14.2857
2010-05-25,-31.25
2010-05-28,-54.5455
2010-06-22,0.0
2010-06-25,-71.6667
2010-07-29,605.8824
2010-07-30,-33.3333
2010-08-04,-80.0
2010-08-11,9.375
2010-08-25,5.7143
2010-08-27,8.1081
2010-09-17,5.0
2010-10-01,623.8095
2010-10-07,-84.8684
2010-10-08,0.0
2010-10-11,0.0
2010-10-20,0.0
2010-10-25,560.8696
2010-11-05,-84.8684
2010-11-12,0.0
2010-11-30,0.0
2010-12-03,4.3478
2010-12-06,4.1667
2010-12-14,508.0
2010-12-15,-83.5526
2010-12-17,76.0
2010-12-28,18.1818
2010-12-29,-13.461500000000001
2011-01-11,0.0
2011-01-26,0.0
2011-02-07,0.0
2011-02-16,1.1111
2011-02-25,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-15,0.0
2011-03-16,0.0
2011-04-06,-53.8462
2011-04-08,0.0
2011-04-15,0.0
2011-04-19,-54.7619
2011-05-04,0.0
2011-05-10,0.0
2011-05-17,0.0
2011-05-23,0.0
2011-05-27,0.0
2011-06-21,0.0
2011-09-06,0.0
2011-09-19,10.526299999999999
2011-10-04,0.0
2011-10-05,-9.5238
2011-10-06,10.526299999999999
2011-10-18,638.0952
2011-11-03,-86.4516
2011-11-09,0.0
2011-11-15,0.0
2011-12-27,4.7619
2011-12-29,0.0
2011-12-30,-27.2727
2012-01-18,0.0
2012-01-27,0.0
2012-03-08,1100.0
2012-04-16,-91.6667
2012-05-31,300.0
2012-07-17,-70.3125
2012-08-02,36.8421
2012-08-03,0.0
2012-08-23,-88.4615
2012-08-29,766.6667
2012-11-29,61.5385
2012-12-13,2.3810000000000002
2013-01-10,0.0
2013-01-25,0.0
2013-01-30,0.0
2013-02-27,4.6512
2013-03-01,0.0
2013-03-05,244.4444
2013-03-13,-91.6129
2013-03-19,7.6923
2013-04-03,0.0
2013-04-18,0.0
2013-06-24,14.2857
2013-07-11,31.25
2013-07-16,4.7619
2013-08-29,0.0
2013-11-04,18.1818
2013-12-19,0.0
2013-12-23,3.8462
2014-04-23,274.0741
2014-04-25,137.6238
2014-04-28,-20.0
2014-04-29,0.0
2014-05-29,0.0
2014-06-04,-33.3333
2014-06-19,-71.0938
2014-06-25,13.5135
2014-07-21,26.1905
2014-08-06,0.0
2014-10-28,820.7547
2014-10-29,0.4098
2015-01-26,-83.2653
2015-03-02,3.6585
2015-03-23,0.0
2015-04-10,3.5294
2015-04-17,0.0
2015-05-18,9.0909
2015-06-02,0.0
2015-07-06,650.0
2015-07-13,-33.3333
2015-08-17,0.0
2015-08-26,0.0
2015-10-14,-16.6667
2015-11-20,-78.75
2016-01-26,0.0
2016-01-29,0.0
2016-02-10,0.0
2016-02-29,0.0
2016-03-17,0.0
2016-04-04,0.0
2016-04-26,0.0
2016-06-23,-24.7059
2016-06-24,17.1875
2016-06-29,6.6667
2016-07-28,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-11,0.0
2016-09-20,20.0
2016-10-11,48.9583
2016-12-05,-44.0559
2016-12-21,0.0
2017-01-18,2.5
2017-02-02,0.0
2017-06-12,1.4634
2017-10-09,1.9231
2017-10-12,0.0
2018-01-30,-94.3396
2018-02-05,1781.0
2018-02-20,-59.3656
2018-03-13,9.0275
2018-04-26,-8.0
2018-04-30,143.4783
2018-05-02,-58.9286
2019-02-25,73.913
2019-03-07,-95.0
2019-03-21,3900.0
2019-03-22,0.0
2019-04-17,-85.0
2019-04-26,8.3333
2020-04-28,-76.9231
2020-07-01,66.6667
