ticker,CLXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-03,25.0
2007-07-05,40.0
2007-07-06,-4.7619
2007-07-09,0.0
2007-07-10,2.5
2007-07-11,-12.1951
2007-07-12,0.0
2007-07-13,9.1111
2007-07-16,0.3055
2007-07-17,-8.6294
2007-07-19,-16.6667
2007-07-20,0.0
2007-07-23,20.0
2007-07-24,-36.1111
2007-07-25,65.2174
2007-07-26,-46.6316
2007-07-27,-4.8323
2007-07-30,-17.0984
2007-07-31,0.0
2007-08-01,23.75
2007-08-02,-5.0505
2007-08-03,-17.0213
2007-08-06,-3.8462
2007-08-07,-8.0
2007-08-10,18.8406
2007-08-13,-2.439
2007-08-15,-12.5
2007-08-16,-14.2857
2007-08-17,58.3333
2007-08-20,3.1579
2007-08-21,-14.898
2007-08-22,-1.6787
2007-08-24,-6.0976
2007-08-27,-15.5844
2007-08-28,-4.6154
2007-08-29,3.2258
2007-08-30,-4.6875
2007-08-31,14.7541
2007-09-04,-18.5714
2007-09-05,0.0
2007-09-06,5.2632
2007-09-07,-3.3333
2007-09-10,-13.7931
2007-09-11,0.0
2007-09-12,-1.6
2007-09-13,1.626
2007-09-14,-4.0
2007-09-17,-10.4583
2007-09-18,-6.9335
2007-09-19,5.0
2007-09-20,-4.7619
2007-09-21,0.0
2007-09-24,2.5
2007-09-25,0.0
2007-09-26,-4.878
2007-09-27,-2.5641
2007-09-28,5.2632
2007-10-01,-12.5
2007-10-02,2.8571
2007-10-03,5.5556
2007-10-04,-10.526299999999999
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,-14.7059
2007-10-15,6.8966
2007-10-16,19.3548
2007-10-17,-10.8108
2007-10-18,-6.0606
2007-10-19,0.0
2007-10-22,-3.2258
2007-10-23,0.0
2007-10-24,-6.6667
2007-10-25,0.0
2007-10-26,7.1429
2007-10-29,-6.6667
2007-10-30,3.5714
2007-10-31,5.5172
2007-11-01,-3.9215999999999998
2007-11-02,-1.3605
2007-11-05,-2.7586
2007-11-06,-0.7092
2007-11-07,-2.8571
2007-11-08,1.4706000000000001
2007-11-09,-9.4203
2007-11-12,-8.0
2007-11-13,-5.2174
2007-11-14,-7.3394
2007-11-15,18.8119
2007-11-16,-8.3333
2007-11-19,-9.0909
2007-11-20,0.0
2007-11-21,-10.0
2007-11-23,0.0
2007-11-26,-1.1111
2007-11-27,-1.1236
2007-11-28,1.1364
2007-11-29,-21.3483
