ticker,CDLX US Equity
2018-06-29,-3.2459
2018-07-02,0.2757
2018-07-03,-2.4748
2018-07-05,3.8534
2018-07-06,0.0905
2018-07-09,0.0
2018-07-10,-1.1302
2018-07-11,4.161
2018-07-12,2.6339
2018-07-13,-4.4482
2018-07-16,-4.6553
2018-07-17,-2.2535
2018-07-18,-1.3929
2018-07-19,0.8768
2018-07-20,-1.014
2018-07-23,1.8049
2018-07-24,-4.5999
2018-07-25,3.6665
2018-07-26,-0.9205
2018-07-27,-5.7213
2018-07-30,-6.7946
2018-07-31,4.7301
2018-08-01,-1.4878
2018-08-02,2.5351
2018-08-03,-1.3677000000000001
2018-08-06,2.1867
2018-08-07,0.4697
2018-08-08,-2.2338
2018-08-09,3.2412
2018-08-10,2.0072
2018-08-13,0.9586
2018-08-14,1.1494
2018-08-15,-0.7905
2018-08-16,4.9801
2018-08-17,-2.1822
2018-08-20,-10.6208
2018-08-21,-0.9767
2018-08-22,1.1507
2018-08-23,2.8169
2018-08-24,1.2118
2018-08-27,4.3207
2018-08-28,2.0958
2018-08-29,2.6393
2018-08-30,-0.381
2018-08-31,-2.5335
2018-09-04,1.5694
2018-09-05,-2.3177
2018-09-06,0.0989
2018-09-07,3.9012000000000002
2018-09-10,0.4278
2018-09-11,15.4756
2018-09-12,4.0574
2018-09-13,0.3545
2018-09-14,7.967
2018-09-17,0.5089
2018-09-18,-5.7505
2018-09-19,0.921
2018-09-20,-2.8517
2018-09-21,-1.0176
2018-09-24,0.8304
2018-09-25,0.3137
2018-09-26,-2.0328
2018-09-27,-1.1572
2018-09-28,1.09
2018-10-01,-7.6677
2018-10-02,-1.6002999999999998
2018-10-03,0.7912
2018-10-04,3.9686
2018-10-05,-4.3624
2018-10-08,-1.4035
2018-10-09,-5.9609
2018-10-10,-0.8042
2018-10-11,-2.6705
2018-10-12,-1.8618000000000001
2018-10-15,0.3495
2018-10-16,3.9801
2018-10-17,-1.0526
2018-10-18,-1.1605
2018-10-19,-0.2446
2018-10-22,-1.8637000000000001
2018-10-23,-1.1994
2018-10-24,-7.3849
2018-10-25,2.9492000000000003
2018-10-26,1.008
2018-10-29,-0.0525
2018-10-30,3.836
2018-10-31,7.085
2018-11-01,-0.9452
2018-11-02,1.3836
2018-11-05,-5.8824
2018-11-06,-1.05
2018-11-07,0.3537
2018-11-08,-3.3233
2018-11-09,0.2083
2018-11-12,-4.9896
2018-11-13,-2.8993
2018-11-14,-22.6479
2018-11-15,-0.5098
2018-11-16,7.2474
2018-11-19,-4.2321
2018-11-20,0.1426
2018-11-21,8.1851
2018-11-23,-2.6974
2018-11-26,1.4199
2018-11-27,-3.2667
2018-11-28,1.9986000000000002
2018-11-29,-2.973
2018-11-30,0.1393
2018-12-03,0.8345
2018-12-04,-3.2414
2018-12-06,0.0
2018-12-07,-3.7063
2018-12-10,-0.148
2018-12-11,-0.4448
2018-12-12,-5.3611
2018-12-13,1.6522000000000001
2018-12-14,4.7214
2018-12-17,-8.7953
2018-12-18,-3.8087999999999997
2018-12-19,-5.2233
2018-12-20,-3.5556
2018-12-21,-4.1475
2018-12-24,0.9615
2018-12-26,7.5238
2018-12-27,2.3029
2018-12-28,-8.0519
2018-12-31,1.9774
2019-01-02,0.277
2019-01-03,-0.0921
2019-01-04,2.5806
2019-01-07,4.6721
2019-01-08,1.6309
2019-01-09,2.1115
2019-01-10,5.0455
2019-01-11,5.748
2019-01-14,11.6902
2019-01-15,9.1333
2019-01-16,11.0568
2019-01-17,-3.3003
2019-01-18,-0.7964
2019-01-22,-4.2431
2019-01-23,0.0
2019-01-24,1.4371
2019-01-25,4.1322
2019-01-28,3.6848
2019-01-29,-0.8201
2019-01-30,-4.355
2019-01-31,0.8069
2019-02-01,0.5718
2019-02-04,-6.8789
2019-02-05,1.0989
2019-02-06,1.4493
2019-02-07,-1.9643000000000002
2019-02-08,-0.2429
2019-02-11,1.2173
2019-02-12,3.1269
2019-02-13,0.8746
2019-02-14,-0.9249
2019-02-15,0.4667
2019-02-19,4.5296
2019-02-20,2.6111
2019-02-21,-0.8663
2019-02-22,1.2015
2019-02-25,-0.9714
2019-02-26,-3.6512000000000002
2019-02-27,0.0566
2019-02-28,-0.3957
2019-03-01,9.1941
2019-03-04,-5.8732
2019-03-05,1.6564999999999999
2019-03-06,-7.17
2019-03-07,-3.3938
2019-03-08,-3.089
2019-03-11,1.1875
2019-03-12,-1.7295
2019-03-13,-2.5141
2019-03-14,0.0
2019-03-15,0.2579
2019-03-18,0.9003
2019-03-19,-0.2549
2019-03-20,2.2364
2019-03-21,0.8125
2019-03-22,-4.8357
2019-03-25,2.8013
2019-03-26,0.1267
2019-03-27,1.2025000000000001
2019-03-28,3.3146
2019-03-29,0.1211
2019-04-01,3.0834
2019-04-02,0.2346
2019-04-03,-2.048
2019-04-04,0.3584
2019-04-05,0.119
2019-04-08,-3.2105
2019-04-09,-2.027
2019-04-10,-1.442
2019-04-11,-0.1272
2019-04-12,-1.3376000000000001
2019-04-15,-1.2266
2019-04-16,1.3725
2019-04-17,-3.9974
2019-04-18,-0.9402
2019-04-22,-1.1525
2019-04-23,2.1262
2019-04-24,0.2686
2019-04-25,0.3349
2019-04-26,0.4673
2019-04-29,0.4651
2019-04-30,3.1746
2019-05-01,0.0641
2019-05-02,1.2172
2019-05-03,7.3418
2019-05-06,2.5354
2019-05-07,-1.5526
2019-05-08,2.6869
2019-05-09,-4.0387
2019-05-10,25.9632
2019-05-13,-1.1764999999999999
2019-05-14,-3.9048
2019-05-15,-0.5451
2019-05-16,0.1495
2019-05-17,-1.592
2019-05-20,3.0334
2019-05-21,5.054
2019-05-22,1.8216
2019-05-23,-0.0459
2019-05-24,3.2584
2019-05-28,4.6667
2019-05-29,-2.0382
2019-05-30,0.3468
2019-05-31,-0.8639
2019-06-03,0.2614
2019-06-04,1.0865
2019-06-05,7.4376999999999995
2019-06-06,-2.0008
2019-06-07,5.5941
2019-06-10,-1.1988
2019-06-11,-1.8004
2019-06-12,-0.1594
2019-06-13,2.475
2019-06-14,-1.9478
2019-06-17,-0.6357
2019-06-18,-0.3199
2019-06-19,-1.9655
2019-06-20,-1.7593999999999999
2019-06-21,-0.6247
2019-06-24,0.0419
2019-06-25,-1.0892
2019-06-26,-0.2965
2019-06-27,4.4605
2019-06-28,5.6527
2019-07-01,9.7383
2019-07-02,4.4897
2019-07-03,-0.9735
2019-07-05,0.2712
2019-07-08,-2.3327
2019-07-09,-0.6231
2019-07-10,-1.6021999999999998
2019-07-11,-0.9912
2019-07-12,0.2503
2019-07-15,-1.3909
2019-07-16,0.0
2019-07-17,-0.1808
2019-07-18,1.2681
2019-07-19,-0.8945
2019-07-22,-0.2527
2019-07-23,2.2439
2019-07-24,5.3451
2019-07-25,-4.2003
2019-07-26,1.9291
2019-07-29,0.3097
2019-07-30,-0.1372
2019-07-31,-2.439
2019-08-01,0.4577
2019-08-02,-0.8763
2019-08-05,-3.5007
2019-08-06,-0.3664
2019-08-07,0.8091
2019-08-08,20.1751
2019-08-09,-0.1214
2019-08-12,-4.1337
2019-08-13,7.8313
2019-08-14,-0.2352
2019-08-15,-1.9747
2019-08-16,2.1648
2019-08-19,-3.9729
2019-08-20,-0.3984
2019-08-21,0.0923
2019-08-22,-0.3689
2019-08-23,2.9619999999999997
2019-08-26,3.3263
2019-08-27,4.9884
2019-08-28,1.9889999999999999
2019-08-29,0.8938
2019-08-30,0.8591
2019-09-03,-3.2473
2019-09-04,-2.5034
2019-09-05,5.7844
2019-09-06,2.1872
2019-09-09,-0.1044
2019-09-10,-10.7656
2019-09-11,9.5754
2019-09-12,0.1336
2019-09-13,-5.471
2019-09-16,-4.2631
2019-09-17,1.504
2019-09-18,-0.9297
2019-09-19,4.1349
2019-09-20,1.6615
2019-09-23,-0.8587
2019-09-24,-6.7617
2019-09-25,-0.3296
2019-09-26,0.0301
2019-09-27,0.3907
2019-09-30,0.3593
2019-10-01,1.0442
2019-10-02,2.6572
2019-10-03,-0.4026
2019-10-04,-3.4363
2019-10-07,0.8672
2019-10-08,-2.105
2019-10-09,2.3016
2019-10-10,2.9603
2019-10-11,6.3255
2019-10-14,0.3245
2019-10-15,3.0997
2019-10-16,1.3595
2019-10-17,0.2063
2019-10-18,-1.879
2019-10-21,-0.446
2019-10-22,-2.2925
2019-10-23,-0.0674
2019-10-24,0.3643
2019-10-25,2.4469
2019-10-28,0.4462
2019-10-29,3.4753
2019-10-30,2.5253
2019-10-31,3.2266
2019-11-01,-1.0976
2019-11-04,-1.0856
2019-11-05,-0.8049
2019-11-06,2.508
2019-11-07,-4.0537
2019-11-08,0.025
2019-11-11,-0.9248
2019-11-12,0.5298
2019-11-13,42.8858
2019-11-14,2.6519
2019-11-15,-3.0624
2019-11-18,-3.018
2019-11-19,7.4249
2019-11-20,0.559
2019-11-21,-4.9023
2019-11-22,2.4624
2019-11-25,-5.2905
2019-11-26,3.4867
2019-11-27,-0.1235
2019-11-29,-1.0067
2019-12-02,5.1026
2019-12-03,4.77
2019-12-04,3.5968999999999998
2019-12-05,-0.3754
2019-12-06,-3.6892
2019-12-09,-3.4637000000000002
2019-12-10,-1.4943
2019-12-11,-1.1142
2019-12-12,-0.7627
2019-12-13,-0.4541
2019-12-16,3.4392
2019-12-17,-0.7294
2019-12-18,0.5468
2019-12-19,1.2916
2019-12-20,2.7517
2019-12-23,-0.0327
2019-12-24,2.0091
2019-12-26,2.9303
2019-12-27,1.0579
2019-12-30,-5.311
2019-12-31,2.1948
2020-01-02,-1.2248999999999999
2020-01-03,1.9487999999999999
2020-01-06,0.3633
2020-01-07,4.9268
2020-01-08,0.6451
2020-01-09,2.6532
2020-01-10,-0.9293
2020-01-13,24.6519
2020-01-14,3.1511
2020-01-15,-5.4029
2020-01-16,1.1568
2020-01-17,-0.536
2020-01-21,3.0778
2020-01-22,1.4639
2020-01-23,-0.584
2020-01-24,1.3591
2020-01-27,-4.3408999999999995
2020-01-28,1.5206
2020-01-29,0.2808
2020-01-30,-1.2135
2020-01-31,-0.8741
2020-02-03,1.2154
2020-02-04,1.919
2020-02-05,-1.2129
2020-02-06,8.7114
2020-02-07,0.7099
2020-02-10,4.4217
2020-02-11,-4.3469
2020-02-12,0.1818
2020-02-13,-0.6618
2020-02-14,5.469
2020-02-18,4.5844000000000005
2020-02-19,0.3214
2020-02-20,-3.9907
2020-02-21,-3.0441
2020-02-24,-4.8295
2020-02-25,-6.872
2020-02-26,-1.2828
2020-02-27,-4.3515
2020-02-28,-1.047
2020-03-02,7.9859
2020-03-03,0.5482
2020-03-04,-36.7169
2020-03-05,-3.0981
2020-03-06,-8.7212
2020-03-09,-12.228
2020-03-10,7.2491
2020-03-11,0.9027
2020-03-12,-5.1276
2020-03-13,17.0423
2020-03-16,-14.1678
2020-03-17,1.6941000000000002
2020-03-18,-32.688
2020-03-19,2.107
2020-03-20,-0.4586
2020-03-23,-2.9615
2020-03-24,33.9776
2020-03-25,5.391
2020-03-26,2.9779
2020-03-27,-13.7127
2020-03-30,-1.6486
2020-03-31,-3.9297
2020-04-01,-7.1224
2020-04-02,-5.6668
2020-04-03,-2.9709
2020-04-06,26.2113
2020-04-07,2.2661
2020-04-08,11.8092
2020-04-09,1.8418999999999999
2020-04-13,-3.6859
2020-04-14,9.8407
2020-04-15,-6.4055
2020-04-16,1.8497
2020-04-17,5.4257
2020-04-20,-4.4574
2020-04-21,-10.2096
2020-04-22,2.4598
2020-04-23,2.2048
2020-04-24,1.534
2020-04-27,2.0538
2020-04-28,8.582
2020-04-29,3.9838
2020-04-30,-7.9082
2020-05-01,-0.4227
2020-05-04,-1.2958
2020-05-05,4.3459
2020-05-06,0.7158
2020-05-07,4.9106
2020-05-08,4.0033
2020-05-11,-5.606
2020-05-12,19.678
2020-05-13,-13.4894
2020-05-14,4.0093
2020-05-15,7.1754999999999995
2020-05-18,4.566
2020-05-19,9.2878
2020-05-20,7.3886
2020-05-21,1.4912
2020-05-22,2.9095
2020-05-26,-5.4425
2020-05-27,-1.3902999999999999
2020-05-28,-5.1243
2020-05-29,8.8047
2020-06-01,7.2992
2020-06-02,1.4645000000000001
2020-06-03,4.7214
2020-06-04,0.6312
2020-06-05,2.2273
2020-06-08,-0.9016
2020-06-09,2.7041
2020-06-10,-5.9424
2020-06-11,-9.0909
2020-06-12,-3.8201
2020-06-15,4.5404
2020-06-16,7.2267
2020-06-17,-0.1335
2020-06-18,4.3833
2020-06-19,-4.6345
2020-06-22,3.2622
2020-06-23,-0.91
2020-06-24,-5.5366
2020-06-25,0.5278
2020-06-26,-4.8909
2020-06-29,1.1185
2020-06-30,0.5315
2020-07-01,-4.487
2020-07-02,0.9874
2020-07-06,5.7185
2020-07-07,-3.3492
2020-07-08,1.9719
2020-07-09,11.8442
2020-07-10,0.6484
2020-07-13,-8.8923
2020-07-14,-1.6914
2020-07-15,8.4896
2020-07-16,1.7158
2020-07-17,-0.9712
2020-07-20,1.3034
2020-07-21,-6.0892
2020-07-22,-0.6104
2020-07-23,-5.1044
2020-07-24,-2.632
2020-07-27,2.7622
2020-07-28,-3.996
2020-07-29,-1.4523
2020-07-30,0.5773
2020-07-31,0.3323
