ticker,SYNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-10,5.0
2012-02-13,-2.0952
2012-02-14,-1.9455
2012-02-15,0.1984
2012-02-16,-0.5941
2012-02-17,-0.3984
2012-02-21,0.0
2012-02-22,-1.4
2012-02-23,-3.2454
2012-02-24,2.7254
2012-02-27,-2.0408
2012-02-28,2.0833
2012-02-29,-0.4082
2012-03-01,-0.6148
2012-03-02,2.6804
2012-03-05,0.2008
2012-03-06,0.2004
2012-03-07,3.3
2012-03-08,-1.2585
2012-03-09,2.7451
2012-03-12,1.7176
2012-03-13,0.9381
2012-03-14,7.4349
2012-03-15,7.2664
2012-03-16,-2.2580999999999998
2012-03-19,-4.4554
2012-03-20,5.1813
2012-03-21,15.7635
2012-03-22,4.539
2012-03-23,3.3921
2012-03-26,3.2824999999999998
2012-03-27,-5.8465
2012-03-28,-3.7786999999999997
2012-03-29,1.8233000000000001
2012-03-30,4.1322
2012-04-02,5.8201
2012-04-03,-2.875
2012-04-04,-0.9009
2012-04-05,-0.6494
2012-04-09,-0.3922
2012-04-10,-2.8871
2012-04-11,-2.5676
2012-04-12,4.8544
2012-04-13,-1.455
2012-04-16,-4.698
2012-04-17,-1.1268
2012-04-18,1.4245
2012-04-19,-2.1067
2012-04-20,0.8608
2012-04-23,-8.8193
2012-04-24,8.6583
2012-04-25,5.9584
2012-04-26,3.252
2012-04-27,4.9869
2012-04-30,3.625
2012-05-01,6.6345
2012-05-02,14.1403
2012-05-03,5.3518
2012-05-04,7.1496
2012-05-07,15.0132
2012-05-08,-13.6641
2012-05-09,-0.6189
2012-05-10,-2.669
2012-05-11,-15.5393
2012-05-14,14.0693
2012-05-15,4.8387
2012-05-16,-4.7059
2012-05-17,-9.0218
2012-05-18,3.1315
2012-05-21,-3.8462
2012-05-22,7.7895
2012-05-23,9.4727
2012-05-24,-0.6244
2012-05-25,0.8079
2012-05-29,8.0142
2012-05-30,14.5095
2012-05-31,5.8315
2012-06-01,-18.7075
2012-06-04,3.7657
2012-06-05,-10.2419
2012-06-06,8.4456
2012-06-07,0.58
2012-06-08,10.2965
2012-06-11,-2.3152
2012-06-12,-1.6055000000000001
2012-06-13,-3.885
2012-06-14,-1.6168
2012-06-15,7.6417
2012-06-18,1.8321
2012-06-19,0.5997
2012-06-20,-3.4277
2012-06-21,-6.713
2012-06-22,-1.9851
2012-06-25,-2.5316
2012-06-26,6.4069
2012-06-27,4.3938
2012-06-28,5.2221
2012-06-29,1.4815
2012-07-02,3.5036
