ticker,CNFN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-10,-6.6667
2008-01-11,0.0
2008-01-15,-1.4285999999999999
2008-01-16,0.0
2008-01-17,-1.4493
2008-01-28,17.647100000000002
2008-01-29,-6.25
2008-02-06,-6.6667
2008-02-07,0.0
2008-02-28,2.8571
2008-02-29,0.0
2008-03-13,0.0
2008-03-17,0.0
2008-05-13,4.1667
2008-05-16,0.0
2008-05-28,0.0
2008-06-17,0.0
2008-06-19,0.0
2008-07-16,-13.3333
2008-07-17,0.0
2008-07-18,3.0769
2008-07-21,4.4776
2008-07-23,-7.1429
2008-08-11,1.5385
2008-08-12,-4.5455
2008-08-18,-4.7619
2008-08-26,-15.0
2008-09-05,0.0
2008-09-08,0.0
2008-09-10,7.8431
2008-09-22,-14.5455
2008-10-07,6.383
2008-10-28,-20.0
2008-12-11,-12.5
2009-02-17,-14.2857
2009-02-20,3.3333
2009-03-04,-9.6774
2009-03-06,-21.4286
2009-03-13,4.5455
2009-03-20,-13.0435
2009-03-24,25.0
2009-03-25,0.0
2009-03-26,28.0
2009-03-27,9.375
2009-03-30,0.0
2009-03-31,-8.5714
2009-04-09,18.75
2009-04-14,18.4211
2009-04-15,8.8889
2009-04-29,-10.2041
2009-05-08,13.6364
2009-05-14,-20.0
2009-05-18,30.0
2009-05-29,-32.6923
2009-06-02,-28.5714
2009-06-03,108.0
2009-06-08,-32.6923
2009-06-16,14.2857
2009-07-01,17.5
2009-07-02,8.5106
2009-07-06,-1.9607999999999999
2009-07-07,0.0
2009-07-08,-10.0
2009-07-10,22.2222
2009-07-13,0.0
2009-07-17,3.6364
2009-07-20,0.0
2009-07-23,5.2632
2009-07-27,-3.1042
2009-07-28,-3.6766
2009-08-07,1.7856999999999998
2009-09-09,5.2632
2009-09-16,8.3333
2009-09-23,-20.0
2009-09-30,25.0
2009-10-01,-7.6923
2009-10-09,0.0
2009-10-15,-8.3333
2009-10-16,0.0
2009-11-02,0.0
2009-11-03,27.2727
2009-11-05,7.1429
2009-11-06,0.0
2009-11-11,-2.6667
2009-11-19,0.0
2009-11-23,-24.6575
2009-12-04,0.0
2009-12-08,18.1818
2009-12-09,0.0
2009-12-16,0.0
2009-12-18,0.0
2010-01-12,0.0
2010-01-20,-13.8462
2010-01-22,-1.7856999999999998
2010-01-25,1.8182
2010-01-26,0.0
2010-01-29,0.0
2010-02-04,0.0
2010-02-05,-1.7856999999999998
2010-02-08,1.8182
2010-02-09,0.0
2010-02-11,0.0
