ticker,PPCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-19,-33.5526
2012-12-20,0.0
2013-01-04,-25.7426
2013-03-18,0.0
2013-03-22,-73.3333
2013-03-25,175.0
2013-03-28,81.8182
2013-05-17,-55.0
2013-06-04,-33.3333
2013-06-20,-33.3333
2013-10-03,-50.0
2014-05-05,0.0
2014-05-09,100.0
2014-05-14,25.0
2014-05-19,-24.0
2014-05-20,42.1053
2014-05-21,55.5556
2014-05-22,-2.3810000000000002
2014-05-23,-7.2866
2014-05-27,-7.925
2014-05-28,0.0
2014-05-29,-8.5714
2014-05-30,-9.375
2014-06-02,-10.3448
2014-06-03,-17.3077
2014-06-04,2.3256
2014-06-05,-25.0
2014-06-06,27.2727
2014-06-09,19.0476
2014-06-10,-19.875
2014-06-11,4.8362
2014-06-12,-2.3810000000000002
2014-06-13,-9.7561
2014-06-16,8.1081
2014-06-17,-17.5
2014-06-18,-3.0303
2014-06-19,0.0
2014-06-20,-12.5
2014-06-23,-7.1429
2014-06-24,0.0
2014-06-25,-11.538499999999999
2014-06-26,-13.1522
2014-06-27,-13.7046
2014-06-30,0.0
2014-07-01,27.6287
2014-07-02,-11.818200000000001
2014-07-03,3.0928
2014-07-07,-30.0
2014-07-08,14.2857
2014-07-09,24.8438
2014-07-10,-9.8874
2014-07-11,10.9028
2014-07-14,-9.8309
2014-07-15,-22.2222
2014-07-16,28.5714
2014-07-17,-22.2222
2014-07-18,28.5714
2014-07-21,0.0
2014-07-22,-14.4444
2014-07-23,-9.0909
2014-07-24,0.0
2014-07-25,12.857099999999999
2014-07-28,-5.0633
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,20.0
2014-08-01,0.0
2014-08-04,-16.6667
2014-08-05,0.0
2014-08-06,14.6667
2014-08-07,-12.7907
2014-08-08,0.0
2014-08-11,-6.6667
2014-08-15,0.0
2014-08-18,-28.5714
2014-08-19,0.0
2014-08-20,29.75
2014-08-21,-7.5145
2014-08-22,-16.6667
2014-08-25,0.0
2014-08-27,0.0
2014-08-28,30.0
2014-08-29,-23.0769
2014-09-02,0.0
2014-09-04,70.0
2014-09-05,-2.3529
2014-09-08,-27.7108
2014-09-09,41.6667
2014-09-10,0.0
2014-09-11,-11.7647
2014-09-12,-17.3333
2014-09-15,-19.3548
2014-09-16,20.0
2014-09-17,33.3333
2014-09-18,-37.5
2014-09-19,60.0
2014-09-24,-37.5
2014-09-25,-18.0
2014-09-26,-26.8293
2014-09-29,-16.6667
2014-09-30,-40.0
