ticker,SNNY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-17,0.4762
2013-07-18,1.8009
2013-07-19,-1.7691
2013-07-22,-0.9479
2013-07-23,-0.4785
2013-07-24,-1.8269
2013-07-25,-0.0979
2013-07-26,-0.4902
2013-07-29,0.0
2013-07-30,-1.1823
2013-07-31,-0.1994
2013-08-01,0.0999
2013-08-02,0.0
2013-08-05,0.2994
2013-08-06,-0.398
2013-08-07,0.3996
2013-08-08,-0.398
2013-08-09,0.2997
2013-08-12,-0.0996
2013-08-13,0.1994
2013-08-14,-0.0995
2013-08-15,-0.2988
2013-08-16,0.0
2013-08-19,0.0
2013-08-20,-2.5974
2013-08-21,0.0
2013-08-23,2.0513
2013-08-26,-0.5025
2013-08-27,0.0
2013-08-28,0.404
2013-08-29,-0.2012
2013-08-30,-0.2016
2013-09-04,0.0
2013-09-05,-0.8081
2013-09-06,0.8147
2013-09-09,-1.0101
2013-09-10,0.0
2013-09-11,-0.5102
2013-09-16,1.0256
2013-09-19,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,0.1015
2013-10-03,0.1014
2013-10-04,0.1013
2013-10-08,-0.1012
2013-10-09,1.0132
2013-10-10,-1.003
2013-10-11,0.0
2013-10-14,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-21,0.0
2013-10-22,0.304
2013-10-24,0.5051
2013-10-28,1.005
2013-10-30,0.0
2013-11-01,0.0
2013-11-04,0.0
2013-11-05,0.398
2013-11-06,0.3964
2013-11-07,0.0
2013-11-08,-0.0987
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.1976
2013-11-19,-0.8876
2013-11-20,-0.4975
2013-11-21,-0.3
2013-11-22,-0.7021
2013-11-25,-0.303
2013-11-26,-0.4053
2013-11-27,0.4069
2013-12-02,0.0
2013-12-03,-0.7092
2013-12-04,-0.6122
2013-12-06,-0.2053
2013-12-10,0.3086
2013-12-12,1.2308
2013-12-13,-1.2158
2013-12-17,-2.0513
2013-12-18,0.6283
2013-12-19,0.4162
2013-12-23,-2.487
2013-12-30,0.4251
2014-01-02,2.6455
2014-01-03,0.0
2014-01-06,-0.4124
2014-01-07,0.9317
2014-01-09,-2.8718
2014-01-10,1.9007
2014-01-15,0.0
2014-01-16,0.9326
2014-01-17,0.1027
2014-01-27,-1.0256
2014-01-29,-2.0725
2014-02-03,1.0582
2014-02-05,0.9424
2014-02-07,0.0
