ticker,IVR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-26,-2.9
2009-06-29,-0.7209
2009-06-30,1.0373
2009-07-01,0.1027
2009-07-02,0.6154
2009-07-06,-0.3568
2009-07-07,-0.2046
2009-07-08,-0.0513
2009-07-09,0.5128
2009-07-10,0.2551
2009-07-13,0.5089
2009-07-14,0.2532
2009-07-15,0.2525
2009-07-16,-0.3023
2009-07-17,0.5558
2009-07-20,0.2513
2009-07-21,-0.3509
2009-07-22,0.7545
2009-07-23,0.0
2009-07-24,-1.3479999999999999
2009-07-27,1.4676
2009-07-28,-0.2494
2009-07-29,0.25
2009-07-30,-0.2494
2009-07-31,0.0
2009-08-03,0.05
2009-08-04,-0.2999
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.9023
2009-08-10,-0.3974
2009-08-11,-0.1496
2009-08-12,-0.2997
2009-08-13,0.0501
2009-08-14,0.4006
2009-08-17,-0.5985
2009-08-18,0.3512
2009-08-19,-0.05
2009-08-20,0.8504
2009-08-21,-0.2976
2009-08-24,0.0
2009-08-25,-0.3483
2009-08-26,0.5492
2009-08-27,-0.0993
2009-08-28,-0.1
2009-08-31,0.0504
2009-09-01,-0.0497
2009-09-02,0.2985
2009-09-03,0.0
2009-09-04,3.9683
2009-09-08,-1.0013
2009-09-09,-2.3138
2009-09-10,0.6413
2009-09-11,3.3333
2009-09-14,2.9412000000000003
2009-09-15,-0.9217
2009-09-16,2.093
2009-09-17,-1.6856
2009-09-18,2.0853
2009-09-21,-0.5447
2009-09-22,0.1826
2009-09-23,-0.0911
2009-09-24,-1.5048
2009-09-25,-0.8333
2009-09-28,-0.1401
2009-09-29,2.6648
2009-09-30,-0.5009
2009-10-01,-0.3661
2009-10-02,-1.9752
2009-10-05,-0.328
2009-10-06,0.6582
2009-10-07,-0.2335
2009-10-08,-0.3277
2009-10-09,-0.1879
2009-10-12,-1.7882
2009-10-13,0.6229
2009-10-14,0.381
2009-10-15,0.5693
2009-10-16,-0.9906
2009-10-19,1.1434
2009-10-20,0.3297
2009-10-21,0.1878
2009-10-22,-0.1447
2009-10-23,-1.6907999999999999
2009-10-26,0.4914
2009-10-27,-0.978
2009-10-28,-1.2346
2009-10-29,0.75
2009-10-30,-1.0422
2009-11-02,-0.7523
2009-11-03,-1.3138
2009-11-04,-0.0512
2009-11-05,5.123
2009-11-06,0.5848
2009-11-09,3.4884
2009-11-10,0.0936
2009-11-11,0.0935
2009-11-12,0.1402
2009-11-13,0.3266
