ticker,TKCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-08,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,5.0
2014-01-16,-0.1905
2014-01-17,0.0
2014-01-21,-4.5802
2014-01-22,4.8
2014-01-23,0.0
2014-01-24,4.9618
2014-01-27,0.7273
2014-01-28,-0.722
2014-01-30,1.6364
2014-01-31,0.0
2014-02-03,1.7889
2014-02-04,0.0
2014-02-05,1.0545
2014-02-06,0.0
2014-02-07,1.7391
2014-02-10,0.8547
2014-02-11,1.5253999999999999
2014-02-12,0.0
2014-02-13,1.0017
2014-02-14,1.6529
2014-02-18,0.813
2014-02-19,0.6452
2014-02-20,0.9615
2014-02-21,0.0
2014-02-24,0.7937
2014-02-25,0.6299
2014-02-26,0.939
2014-02-27,0.4651
2014-02-28,0.1543
2014-03-03,0.9245
2014-03-04,0.3053
2014-03-05,1.2177
2014-03-06,0.0
2014-03-07,0.7519
2014-03-10,0.7463
2014-03-11,0.7407
2014-03-12,0.7353
2014-03-13,0.0
2014-03-14,1.4599
2014-03-17,0.1439
2014-03-18,0.1437
2014-03-19,0.1435
2014-03-20,0.2865
2014-03-21,0.7143
2014-03-24,0.7092
2014-03-25,0.0
2014-03-26,0.7042
2014-03-28,0.6993
2014-03-31,0.6944
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,0.6897
2014-04-04,57.5342
2014-04-07,-13.0435
2014-04-10,0.0
2014-04-11,12.5
2014-04-14,2.2222
2014-04-15,0.0
2014-04-17,0.4348
2014-04-21,0.0
2014-04-22,3.8961
2014-04-23,0.8333
2014-04-24,-2.8926
2014-04-25,2.1277
2014-04-28,0.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,0.4167
2014-05-08,0.8299
2014-05-09,0.4115
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,1.2295
2014-05-19,-0.4049
2014-05-20,0.0
2014-05-21,0.4065
2014-05-22,0.8097
2014-05-23,0.0
2014-05-27,0.4016
2014-05-28,0.4
2014-05-29,0.0
2014-05-30,0.3984
2014-06-02,0.0
2014-06-03,-0.3968
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,7.5697
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.3704
2014-06-12,1.107
2014-06-13,0.0
2014-06-16,0.0
2014-06-19,-0.7299
2014-06-20,0.0
2014-06-23,0.0
