ticker,CCGN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-14,0.0
2011-03-15,0.0
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,3.3333
2011-03-25,0.0
2011-03-28,29.0323
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-04,0.0
2011-04-05,-37.5
2011-04-06,48.0
2011-04-07,8.1081
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,5.0
2011-04-13,-4.7619
2011-04-14,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,2.5
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,-39.0244
2011-05-03,64.0
2011-05-04,-2.6829
2011-05-05,0.0
2011-05-06,0.0
2011-05-09,-1.0025
2011-05-10,1.2658
2011-05-11,-1.25
2011-05-12,0.0
2011-05-13,0.0
2011-05-16,-34.1772
2011-05-17,42.3077
2011-05-18,-32.4324
2011-05-19,39.6
2011-05-20,-20.0573
2011-05-23,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-05-26,2.1505
2011-05-27,0.0
2011-05-31,0.0
2011-06-01,0.0
2011-06-03,-12.2807
2011-06-06,14.0
2011-06-07,0.7018
2011-06-08,0.0
2011-06-09,0.0
2011-06-10,0.0
2011-06-13,-12.892
2011-06-14,14.8
2011-06-17,-4.1812
2011-06-20,-14.5455
2011-06-21,-27.6596
2011-06-22,0.0
2011-06-23,-29.4118
2011-06-24,37.5
2011-06-28,15.1515
2011-07-11,0.0
2011-07-13,0.0
2011-10-12,52.6316
2011-10-17,0.0
2011-10-19,0.0
2011-10-24,0.0
2011-10-27,0.0
2011-11-03,0.0
2011-11-08,0.0
2011-11-15,0.0
2011-11-21,-6.8966
2011-11-22,7.4074
2011-11-23,-1.7241
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,5.2632
2011-12-01,0.0
2011-12-02,3.3333
2011-12-05,0.0
2011-12-12,45.1613
2011-12-13,-11.1111
2011-12-14,12.5
2011-12-15,0.0
2011-12-16,11.1111
2011-12-19,20.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-23,0.0
2011-12-27,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,0.0
