ticker,CACH US Equity
2000-05-30,0.0
2000-05-31,0.0
2000-06-01,6.8966
2000-06-02,-4.8387
2000-06-05,-1.6949
2000-06-06,3.4483
2000-06-07,6.6667
2000-06-08,-9.375
2000-06-09,2.5862
2000-06-12,0.0
2000-06-14,0.8403
2000-06-15,3.3333
2000-06-16,-4.0323
2000-06-19,0.8403
2000-06-21,0.0
2000-06-22,-1.6667
2000-06-23,-3.3898
2000-06-26,3.5088
2000-06-27,0.0
2000-06-28,-1.6949
2000-06-29,3.4483
2000-07-05,0.0
2000-07-06,0.0
2000-07-07,-9.1667
2000-07-10,0.9174
2000-07-11,0.9091
2000-07-12,29.7297
2000-07-13,-9.0278
2000-07-14,0.0
2000-07-17,-2.2901
2000-07-18,-3.125
2000-07-19,-2.8226
2000-07-20,-0.4149
2000-07-21,-3.3333
2000-07-25,6.8966
2000-07-26,-6.4516
2000-07-27,-7.7586
2000-07-28,-0.9346
2000-07-31,-11.3208
2000-08-01,9.5745
2000-08-02,0.9709
2000-08-04,11.538499999999999
2000-08-07,-1.7241
2000-08-08,5.2632
2000-08-09,-3.3333
2000-08-10,-3.4483
2000-08-11,-7.1429
2000-08-14,0.0
2000-08-15,10.5769
2000-08-16,3.4783
2000-08-17,7.563
2000-08-18,-4.6875
2000-08-21,-4.918
2000-08-22,0.0
2000-08-23,-0.8621
2000-08-24,-0.8696
2000-08-25,-8.7719
2000-08-28,11.538499999999999
2000-08-29,-3.4483
2000-08-30,-7.1429
2000-08-31,9.6154
2000-09-01,-8.7719
2000-09-05,1.9231
2000-09-06,-1.8868
2000-09-07,2.8846
2000-09-13,-6.5421
2000-09-14,-4.0
2000-09-15,4.1667
2000-09-18,-6.0
2000-09-19,6.383
2000-09-21,-2.0
2000-09-22,-2.0408
2000-09-25,0.0
2000-09-26,-1.0417
2000-09-27,-3.1579
2000-09-29,-4.3478
2000-10-04,-5.6818
2000-10-05,6.0241
2000-10-06,-3.4091
2000-10-09,3.5294
2000-10-10,-1.1364
2000-10-11,1.1494
2000-10-12,2.2727
2000-10-13,0.0
2000-10-16,24.4444
2000-10-17,-3.5714
2000-10-19,-11.1111
2000-10-20,16.6667
2000-10-24,-7.1429
2000-10-25,-3.8462
2000-10-27,0.0
2000-10-30,4.0
2000-11-02,0.9615
2000-11-07,-0.4762
2000-11-08,3.3493
2000-11-10,-3.7037
2000-11-13,0.0
2000-11-14,-1.9231
2000-11-16,-1.9607999999999999
2000-11-17,4.0
2000-11-21,-3.8462
2000-11-22,0.0
2000-11-24,4.0
2000-11-28,-7.6923
2000-11-29,-3.125
2000-11-30,-3.2258
2000-12-01,-15.5556
2000-12-04,10.526299999999999
2000-12-05,-11.9048
2000-12-06,4.0541
2000-12-07,-2.5974
2000-12-08,12.0
2000-12-11,-7.1429
2000-12-13,2.5641
2000-12-14,-1.25
2000-12-15,0.0
2000-12-18,-3.7975
2000-12-19,-2.6316
2000-12-20,-10.8108
2000-12-21,1.5152
2000-12-22,0.0
2000-12-26,-13.4328
2000-12-27,6.8966
2000-12-28,22.5806
2000-12-29,26.3158
2001-01-02,-6.25
2001-01-03,0.0
2001-01-04,2.2222
2001-01-05,2.1739
2001-01-08,-2.1277
2001-01-11,13.0435
2001-01-16,-6.7308
2001-01-17,0.0
2001-01-19,15.4639
2001-01-22,0.0
2001-01-23,-3.5714
2001-01-24,4.1667
2001-01-25,3.1111
2001-01-26,2.5862
2001-01-29,6.7227
2001-01-30,3.9370000000000003
2001-01-31,-4.5455
2001-02-02,4.7619
2001-02-05,18.1818
2001-02-06,-10.2564
2001-02-07,7.1429
2001-02-08,-4.0
2001-02-09,-5.5556
2001-02-12,0.0
2001-02-13,-8.8235
2001-02-14,-1.6129
2001-02-15,-1.6393
2001-02-16,6.6667
2001-02-20,-6.25
2001-02-21,0.0
2001-02-22,-3.3333
2001-02-23,-8.6207
2001-02-26,9.434
2001-02-27,-6.8966
2001-02-28,18.5185
2001-03-01,12.5
2001-03-02,8.3333
2001-03-05,-14.1026
2001-03-06,-4.4776
2001-03-08,12.5
2001-03-09,0.0
2001-03-13,-8.3333
2001-03-14,3.0303
2001-03-16,1.4706000000000001
2001-03-19,-4.3478
2001-03-20,-11.3636
2001-03-21,9.4017
2001-03-22,0.0
2001-03-27,0.0
2001-03-28,3.125
2001-03-30,-3.0303
2001-04-02,0.0
2001-04-03,-12.5
2001-04-04,0.0
2001-04-05,3.5714
2001-04-06,-17.2414
2001-04-09,28.3333
2001-04-10,-6.4935
2001-04-11,6.9444
2001-04-12,1.2987
2001-04-16,-0.2564
2001-04-17,0.0
2001-04-18,-1.0283
2001-04-19,1.2987
2001-04-20,2.5641
2001-04-23,0.0
2001-04-26,-2.5
2001-04-27,0.2564
2001-04-30,-0.2558
2001-05-01,-8.9744
2001-05-02,1.4085
2001-05-07,8.3333
2001-05-08,-5.1282
2001-05-10,5.6757
2001-05-14,2.3018
2001-05-15,4.5
2001-05-16,-4.3062000000000005
2001-05-17,-1.5
2001-05-18,-2.2843
2001-05-21,2.3377
2001-05-23,-8.3756
2001-05-24,8.0332
2001-05-25,0.0
2001-05-29,0.0
2001-05-30,0.0
2001-06-01,-0.7692
2001-06-04,-5.6848
2001-06-05,6.8493
2001-06-06,0.0
2001-06-08,3.8462
2001-06-11,2.4691
2001-06-12,3.6145
2001-06-13,4.6512
2001-06-14,-6.6667
2001-06-15,3.5714
2001-06-18,0.2299
2001-06-19,0.0
2001-06-20,-8.4862
2001-06-21,0.2506
2001-06-22,1.25
2001-06-26,-1.2346
2001-06-27,2.75
2001-06-28,-2.6764
2001-06-29,0.0
2001-07-02,-2.25
2001-07-06,6.1381
2001-07-09,0.0
2001-07-10,0.241
2001-07-11,0.9615
2001-07-12,0.0
2001-07-13,2.3810000000000002
2001-07-16,-10.4651
2001-07-17,7.7922
2001-07-26,-1.2048
2001-07-30,-3.4146
2001-07-31,-0.2525
2001-08-01,5.0633
2001-08-02,-4.8193
2001-08-03,-3.7975
2001-08-06,1.3158
2001-08-13,3.8961
2001-08-14,1.75
2001-08-15,-1.4404
2001-08-17,-2.5272
2001-08-24,2.3018
2001-08-27,-2.25
2001-08-28,1.2788
2001-08-29,1.0101
2001-08-30,-1.25
2001-08-31,1.0127
2001-09-04,-1.7544
2001-09-05,1.2755
2001-09-06,0.7557
2001-09-07,0.0
2001-09-10,-11.25
2001-09-17,-8.4507
2001-09-18,-4.6154
2001-09-19,-0.3226
2001-09-20,0.3236
2001-09-21,0.0
2001-09-24,-1.2903
2001-09-25,0.6536
2001-09-26,3.8961
2001-09-27,0.3125
2001-09-28,1.2461
2001-10-01,-1.5385
2001-10-03,9.375
2001-10-04,-8.5714
2001-10-08,0.0
2001-10-09,-1.25
2001-10-11,0.9494
2001-10-12,5.0157
2001-10-16,2.0896
2001-10-17,8.1871
2001-10-18,2.7027
2001-10-23,-7.8947
2001-10-25,4.2857
2001-10-26,-4.1096
2001-10-29,0.0
2001-10-30,0.0
2001-10-31,2.8571
2001-11-06,2.7778
2001-11-08,-6.7568
2001-11-09,-0.2899
2001-11-13,-3.7791
2001-11-15,1.8127
2001-11-20,-0.2967
2001-11-29,0.5952
2001-11-30,-0.8783
2001-12-03,0.2892
2001-12-05,4.4643
2001-12-11,-3.1339
2001-12-12,0.0
2001-12-13,1.4706000000000001
2001-12-14,2.8986
2001-12-17,-2.2535
2001-12-18,0.0
2001-12-19,-0.2882
2001-12-20,0.0
2001-12-24,-0.289
2001-12-26,-1.1594
2001-12-27,0.5865
2001-12-28,4.9563
2001-12-31,4.1667
2002-01-02,8.8
2002-01-03,5.3922
2002-01-04,0.2326
2002-01-07,2.0882
2002-01-08,6.8182
2002-01-09,3.1915
2002-01-10,-5.1546
2002-01-11,-2.1739
2002-01-14,2.4444
2002-01-15,5.5315
2002-01-16,2.7749
2002-01-17,2.0
2002-01-18,3.9215999999999998
2002-01-22,25.4717
2002-01-23,-4.812
2002-01-24,-2.0537
2002-01-25,-2.4194
2002-01-28,-0.8264
2002-01-29,-2.5
2002-01-30,1.8803
2002-01-31,0.3356
2002-02-01,1.505
2002-02-05,-1.1532
2002-02-06,0.0
2002-02-07,-0.9167
2002-02-08,-1.0934
2002-02-11,-6.1224
2002-02-12,-2.1739
2002-02-13,-2.5926
2002-02-14,3.2319
2002-02-26,-5.1565
2002-02-27,-1.7245
2002-02-28,1.7548
2002-03-01,-1.9417
2002-03-04,-0.9901
2002-03-05,-7.4
2002-03-06,10.1512
2002-03-07,-1.9607999999999999
2002-03-08,3.6
2002-03-11,-4.4402
2002-03-12,1.0101
2002-03-13,2.4
2002-03-14,24.0234
2002-03-15,-7.2441
2002-03-18,6.6213999999999995
2002-03-19,1.1326
2002-03-20,0.1397
2002-03-21,1.8868
2002-03-22,0.3086
2002-03-25,3.8462
2002-03-26,0.5926
2002-03-27,3.0928
2002-03-28,-0.7143
2002-04-01,-9.9281
2002-04-02,7.8275
2002-04-03,5.7778
2002-04-04,3.6414999999999997
2002-04-05,-1.8919000000000001
2002-04-08,1.5152
2002-04-09,1.7639
2002-04-10,-3.3333
2002-04-11,-2.5448
2002-04-12,0.4883
2002-04-15,-0.1408
2002-04-16,-0.7052
2002-04-17,1.5625
2002-04-18,39.8601
2002-04-19,-10.0
2002-04-22,3.3333
2002-04-23,13.9785
2002-04-24,8.4906
2002-04-25,-4.6087
2002-04-26,3.2817
2002-04-29,-1.4122
2002-04-30,5.0134
2002-05-01,-1.2788
2002-05-02,-1.5544
2002-05-03,-0.8772
2002-05-06,-0.9735
2002-05-07,-0.8043
2002-05-08,0.9099
2002-05-09,-1.3392
2002-05-10,0.7149
2002-05-13,0.7188
2002-05-14,1.2489
2002-05-15,1.3216
2002-05-16,7.8261
2002-05-17,-0.0806
2002-05-20,4.9233
2002-05-21,-1.9231
2002-05-22,6.6667
2002-05-23,4.2647
2002-05-24,1.8336000000000001
2002-05-28,7.3407
2002-05-29,9.5484
2002-05-30,-5.5948
2002-05-31,6.3631
2002-06-03,-10.3812
2002-06-04,-1.6360999999999999
2002-06-05,0.0665
2002-06-06,1.4628
2002-06-07,1.114
2002-06-10,6.6753
2002-06-11,1.6949999999999998
2002-06-12,-0.3525
2002-06-13,1.0192
2002-06-14,-1.4837
2002-06-17,-7.9518
2002-06-18,-2.8141
2002-06-19,-2.0202
2002-06-20,1.9931
2002-06-21,4.3733
2002-06-24,0.0129
2002-06-25,4.5123
2002-06-26,-1.1118
2002-06-27,5.8713
2002-06-28,-19.469
2002-07-01,23.8095
2002-07-02,-4.142
2002-07-03,1.8519
2002-07-05,4.8485
2002-07-08,3.0116
2002-07-09,-3.7652
2002-07-10,-4.9563
2002-07-11,0.6135
2002-07-12,-1.1585
2002-07-15,-9.3152
2002-07-16,2.1088
2002-07-17,9.9267
2002-07-18,-7.5818
2002-07-19,-8.1907
2002-07-22,3.7071
2002-07-23,0.8334
2002-07-24,-0.7445
2002-07-25,3.1588
2002-07-26,0.0667
2002-07-29,-1.6667
2002-07-30,-5.1525
2002-07-31,-8.4346
2002-08-01,1.4052
2002-08-02,0.8468
2002-08-05,-3.8167999999999997
2002-08-06,0.0
2002-08-07,-5.0
2002-08-08,-5.5138
2002-08-09,-8.4881
2002-08-12,0.57
2002-08-13,-7.7721
2002-08-14,-0.7292
2002-08-15,4.617
2002-08-16,16.349
2002-08-19,4.3103
2002-08-20,-1.8182
2002-08-21,8.5859
2002-08-22,3.0233
2002-08-23,-3.988
2002-08-26,-1.7241
2002-08-27,-4.2265
2002-08-28,-11.0741
2002-08-29,-3.4644
2002-08-30,6.7895
2002-09-03,-3.7239
2002-09-04,-0.0943
2002-09-05,-3.8716
2002-09-06,-2.0629
2002-09-09,-1.1033
2002-09-10,5.4767
2002-09-11,1.6346
2002-09-12,-2.9328
2002-09-13,-1.5594999999999999
2002-09-16,1.2079
2002-09-17,2.3283
2002-09-18,18.0688
2002-09-19,2.5101
2002-09-20,3.6334999999999997
2002-09-23,-1.7445
2002-09-24,0.3791
2002-09-25,-3.1685
2002-09-26,1.7558
2002-09-27,5.4118
2002-09-30,-1.0417
2002-10-01,-9.7669
2002-10-02,1.7415
2002-10-03,2.457
2002-10-04,3.4373
2002-10-07,-8.0371
2002-10-08,-6.2185
2002-10-09,-5.0179
2002-10-10,10.3774
2002-10-11,3.4188
2002-10-14,13.6364
2002-10-15,-0.0727
2002-10-16,-7.4964
2002-10-17,3.9339
2002-10-18,0.3028
2002-10-21,1.8868
2002-10-22,-0.2222
2002-10-23,2.9696
2002-10-24,-2.8839
2002-10-25,-0.6682
2002-10-28,-2.6084
2002-10-29,-2.0029
2002-10-30,-0.1566
2002-10-31,-1.4902
2002-11-01,3.0255
2002-11-04,0.4637
2002-11-05,0.3846
2002-11-06,-2.3755
2002-11-07,-1.3344
2002-11-08,-0.4773
2002-11-11,-1.0392
2002-11-12,4.0388
2002-11-13,-1.0093
2002-11-14,3.6863
2002-11-15,0.7564
2002-11-18,5.1802
2002-11-19,-0.3569
2002-11-20,5.3009
2002-11-21,0.1361
2002-11-22,-10.8016
2002-11-25,2.0564
2002-11-26,2.6045
2002-11-27,8.3715
2002-11-29,-5.698
2002-12-02,-1.7863
2002-12-03,-3.4783
2002-12-04,1.4264000000000001
2002-12-05,1.0363
2002-12-06,-0.3663
2002-12-09,-4.3382
2002-12-10,0.6918
2002-12-11,0.3053
2002-12-12,-0.0761
2002-12-13,3.8842
2002-12-16,2.566
2002-12-17,-1.6440000000000001
2002-12-18,4.6512
2002-12-19,-1.3889
2002-12-20,3.5915
2002-12-23,1.4208
2002-12-24,-2.8085
2002-12-26,-0.6897
2002-12-27,0.6944
2002-12-30,-0.6207
2002-12-31,-4.2332
2003-01-02,3.2609
2003-01-03,1.0526
2003-01-06,-3.125
2003-01-07,1.6631
2003-01-08,-0.0917
2003-01-09,-1.0516
2003-01-10,-0.214
2003-01-13,-0.143
2003-01-14,-0.859
2003-01-15,0.4332
2003-01-16,0.647
2003-01-17,-1.0
2003-01-21,-1.2987
2003-01-22,-1.3889
2003-01-23,-3.4840999999999998
2003-01-24,-6.298
2003-01-27,-2.623
2003-01-28,0.8418
2003-01-29,-0.6678
2003-01-30,0.7563
2003-01-31,-2.0017
2003-02-03,0.0
2003-02-04,-1.7872
2003-02-05,-6.3258
2003-02-06,-1.7576
2003-02-07,0.0942
2003-02-10,-1.0348
2003-02-11,1.4163000000000001
2003-02-12,6.2892
2003-02-13,-3.9683
2003-02-14,-3.2048
2003-02-18,0.2751
2003-02-19,0.1892
2003-02-20,2.2663
2003-02-21,1.662
2003-02-24,-0.8174
2003-02-25,-0.9158
2003-02-26,-0.7394
2003-02-27,-0.3724
2003-02-28,-1.3084
2003-03-03,1.4205
2003-03-04,1.1204
2003-03-05,-1.2004
2003-03-06,-2.5234
2003-03-07,-0.5657
2003-03-10,-0.6846
2003-03-11,-0.1942
2003-03-12,-1.2646
2003-03-13,3.3399
2003-03-14,0.6769
2003-03-17,3.2197
2003-03-18,0.9174
2003-03-19,-4.3636
2003-03-20,1.7109999999999999
2003-03-21,2.1495
2003-03-24,-3.8426
2003-03-25,-1.0466
2003-03-26,2.5962
2003-03-27,-1.4058
2003-03-28,1.1407
2003-03-31,-5.5451
2003-04-01,4.4776
2003-04-02,-0.9429
2003-04-03,3.9323
2003-04-04,-2.5902
2003-04-07,0.1899
2003-04-08,-2.8436
2003-04-09,-2.8195
2003-04-10,-1.1143
2003-04-11,-1.9289
2003-04-14,0.1035
2003-04-15,-2.1717
2003-04-16,-0.6342
2003-04-17,-5.8511
2003-04-21,-9.7175
2003-04-22,6.5081
2003-04-23,1.9976
2003-04-24,-2.9954
2003-04-25,-4.038
2003-04-28,0.6312
2003-04-29,-1.6111
2003-04-30,1.625
2003-05-01,1.476
2003-05-02,8.0
2003-05-05,-3.9282
2003-05-06,13.2009
2003-05-07,-0.3096
2003-05-08,2.4845
2003-05-09,1.5152
2003-05-12,-0.4975
2003-05-13,4.1
2003-05-14,-6.4361
2003-05-15,-0.8214
2003-05-16,-3.6231999999999998
2003-05-19,0.3222
2003-05-20,-8.7794
2003-05-21,0.7042
2003-05-22,0.6993
2003-05-23,1.1574
2003-05-27,4.8055
2003-05-28,2.7293
2003-05-29,3.1881
2003-05-30,4.0165
2003-06-02,8.9109
2003-06-03,1.4545
2003-06-04,3.9427
2003-06-05,-0.431
2003-06-06,0.3463
2003-06-09,5.8671
2003-06-10,4.3195
2003-06-11,5.3906
2003-06-12,-3.6323
2003-06-13,-0.6923
2003-06-16,0.6197
2003-06-17,-0.6159
2003-06-18,0.3873
2003-06-19,0.2315
2003-06-20,-1.8476
2003-06-23,-1.8824
2003-06-24,3.4373
2003-06-25,-0.4637
2003-06-26,7.9193
2003-06-27,7.3309
2003-06-30,3.2241
2003-07-01,4.026
2003-07-02,7.1161
2003-07-03,4.0793
2003-07-07,6.7749
2003-07-08,-1.0488
2003-07-09,2.0138
2003-07-10,1.5065
2003-07-11,1.8424
2003-07-14,-3.3668
2003-07-15,1.4041000000000001
2003-07-16,0.2564
2003-07-17,-2.7621
2003-07-18,0.7365
2003-07-21,-0.1044
2003-07-22,-0.8364
2003-07-23,1.3179
2003-07-24,-0.4162
2003-07-25,0.0522
2003-07-28,2.3499
2003-07-29,-1.7856999999999998
2003-07-30,6.4935
2003-07-31,-4.2927
2003-08-01,0.8155
2003-08-04,3.5895
2003-08-05,4.246
2003-08-06,2.9962999999999997
2003-08-07,0.0
2003-08-08,-2.3136
2003-08-11,-6.1002
2003-08-12,-1.4866
2003-08-13,0.6036
2003-08-14,1.75
2003-08-15,-0.2457
2003-08-18,0.7882
2003-08-19,2.4927
2003-08-20,3.052
2003-08-21,-3.5169
2003-08-22,-4.2158
2003-08-25,2.4486
2003-08-26,-0.7331
2003-08-27,0.0985
2003-08-28,0.1968
2003-08-29,1.1291
2003-09-02,-0.8204
2003-09-03,-1.1306
2003-09-04,4.901
2003-09-05,-1.3686
2003-09-08,-3.9713000000000003
2003-09-09,-0.4983
2003-09-10,-0.5008
2003-09-11,2.4157
2003-09-12,-0.3931
2003-09-15,-1.6280000000000001
2003-09-16,0.2508
2003-09-17,-2.4512
2003-09-18,-1.3846
2003-09-19,1.092
2003-09-22,0.3086
2003-09-23,-1.0256
2003-09-24,0.0
2003-09-25,0.0
2003-09-26,-0.5181
2003-09-29,-0.2083
2003-09-30,6.4718
2003-10-01,2.6471
2003-10-02,1.3324
2003-10-03,2.2668
2003-10-06,-0.9677
2003-10-07,0.5584
2003-10-08,0.0463
2003-10-09,0.6013
2003-10-10,-2.4828
2003-10-13,3.3475
2003-10-14,-1.9161000000000001
2003-10-15,-0.9349
2003-10-16,-0.1315
2003-10-17,-0.0517
2003-10-20,-2.0696
2003-10-21,-1.0567
2003-10-22,0.3883
2003-10-23,-0.4352
2003-10-24,-4.8082
2003-10-27,-0.2551
2003-10-28,9.4629
2003-10-29,14.0187
2003-10-30,3.4426
2003-10-31,0.3962
2003-11-03,1.7719
2003-11-04,-7.0146
2003-11-05,0.0834
2003-11-06,1.0458
2003-11-07,7.2121
2003-11-10,1.9615
2003-11-11,0.7167
2003-11-12,-2.6217
2003-11-13,-1.3846
2003-11-14,-0.039
2003-11-17,-0.5072
2003-11-18,-11.1765
2003-11-19,-4.2826
2003-11-20,-0.1384
2003-11-21,1.2425
2003-11-24,-1.5466
2003-11-25,0.0927
2003-11-26,-0.8333
2003-11-28,-0.2334
2003-12-01,4.3519
2003-12-02,2.5112
2003-12-03,-3.1934
2003-12-04,-4.4284
2003-12-05,-0.5201
2003-12-08,-1.9011
2003-12-09,-1.405
2003-12-10,2.6536
2003-12-11,8.6644
2003-12-12,2.9074999999999998
2003-12-15,0.1712
2003-12-16,-1.0684
2003-12-17,-4.0605
2003-12-18,-0.8104
2003-12-19,-2.542
2003-12-22,0.7452
2003-12-23,-4.9468
2003-12-24,-4.3774
2003-12-26,4.9338999999999995
2003-12-29,0.3393
2003-12-30,0.43
2003-12-31,0.1972
2004-01-02,-1.5843
2004-01-05,-6.0
2004-01-06,1.1936
2004-01-07,0.9231
2004-01-08,1.626
2004-01-09,-0.05
2004-01-12,1.5508
2004-01-13,-0.197
2004-01-14,2.0237
2004-01-15,0.6289
2004-01-16,-0.3846
2004-01-20,-0.3378
2004-01-21,11.7676
2004-01-22,0.9099
2004-01-23,1.0305
2004-01-26,1.2325
2004-01-27,4.8699
2004-01-28,-0.04
2004-01-29,-0.841
2004-01-30,0.3231
2004-02-02,-2.6167
2004-02-03,3.3072
2004-02-04,3.6014
2004-02-05,0.7339
2004-02-06,2.2201
2004-02-09,6.9395
2004-02-10,-1.8205
2004-02-11,-0.1429
2004-02-12,1.3989
2004-02-13,0.4905
2004-02-17,-0.2809
2004-02-18,0.8803
2004-02-19,1.2216
2004-02-20,-4.3103
2004-02-23,-2.6306000000000003
2004-02-24,4.8483
2004-02-25,2.5415
2004-02-26,-3.3045999999999998
2004-02-27,-1.2104
2004-03-01,4.9694
2004-03-02,0.2437
2004-03-03,0.0274
2004-03-04,7.5048
2004-03-05,-3.2166
2004-03-08,1.8427
2004-03-09,0.0323
2004-03-10,0.0323
2004-03-11,-3.681
2004-03-12,-3.7546
2004-03-15,2.4382
2004-03-16,2.0061
2004-03-17,1.0
2004-03-18,1.3201
2004-03-19,-2.1824
2004-03-22,-1.6983000000000001
2004-03-23,-0.0678
2004-03-24,-1.7288000000000001
2004-03-25,4.3463
2004-03-26,1.1901
2004-03-29,6.3705
2004-03-30,2.457
2004-03-31,-1.5887
2004-04-01,2.315
2004-04-02,-3.9297
2004-04-05,2.4171
2004-04-06,-0.9077
2004-04-07,-0.1832
2004-04-08,-3.6403
2004-04-12,-2.8571
2004-04-13,-5.1307
2004-04-14,7.8884
2004-04-15,-0.1628
2004-04-16,-2.4273
2004-04-19,-0.6227
2004-04-20,-0.8575
2004-04-21,-0.2661
2004-04-22,6.4376
2004-04-23,-0.5641
2004-04-26,1.04
2004-04-27,0.2807
2004-04-28,-2.93
2004-04-29,-4.2585
2004-04-30,-6.2887
2004-05-03,0.0
2004-05-04,1.4285999999999999
2004-05-05,-1.162
2004-05-06,2.6363
2004-05-07,-3.4363
2004-05-10,-2.4802
2004-05-11,2.9856
2004-05-12,0.859
2004-05-13,2.0263
2004-05-14,-4.1425
2004-05-17,-3.0479
2004-05-18,2.3204000000000002
2004-05-19,-1.2436
2004-05-20,-1.0741
2004-05-21,-0.8237
2004-05-24,0.2265
2004-05-25,1.9962
2004-05-26,-0.6942
2004-05-27,-3.3913
2004-05-28,0.5004
2004-06-01,0.4979
2004-06-02,-1.6006
2004-06-03,-6.739
2004-06-04,-9.3023
2004-06-07,0.0
2004-06-08,1.7856999999999998
2004-06-09,-0.8547
2004-06-10,6.8512
2004-06-14,-3.9915000000000003
2004-06-15,1.6364
2004-06-16,3.6989
2004-06-17,-1.217
2004-06-18,-0.1444
2004-06-21,-5.9389
2004-06-22,4.5455
2004-06-23,-0.9734
2004-06-24,-1.7692999999999999
2004-06-25,-3.0687
2004-06-28,-1.4453
2004-06-29,-3.6313
2004-06-30,-2.1014
2004-07-01,-1.2583
2004-07-02,-3.2234
2004-07-06,4.33
2004-07-07,-0.5123
2004-07-08,-1.5672000000000001
2004-07-09,1.6679
2004-07-12,1.044
2004-07-13,3.321
2004-07-14,0.6429
2004-07-15,-0.6388
2004-07-16,-1.7856999999999998
2004-07-19,-0.7273
2004-07-20,2.7839
2004-07-21,9.2659
2004-07-22,-3.9139
2004-07-23,-1.222
2004-07-26,-0.2749
2004-07-27,6.8918
2004-07-28,-2.3211
2004-07-29,3.6304
2004-07-30,-1.0191
2004-08-02,1.3361
2004-08-03,-2.4615
2004-08-04,0.9115
2004-08-05,-4.8387
2004-08-06,-1.2203
2004-08-09,-10.9815
2004-08-10,0.2313
2004-08-11,-6.4615
2004-08-12,-3.5362
2004-08-13,-0.5115
2004-08-16,0.9426
2004-08-17,-0.6791
2004-08-18,-0.1709
2004-08-19,0.0856
2004-08-20,-0.5988
2004-08-23,0.2582
2004-08-24,4.3777
2004-08-25,3.8651
2004-08-26,4.5922
2004-08-27,0.757
2004-08-30,-1.728
2004-08-31,2.7523
2004-09-01,0.0744
2004-09-02,4.8327
2004-09-03,-0.0709
2004-09-07,2.9099
2004-09-08,0.3448
2004-09-09,-0.6873
2004-09-10,-2.4913
2004-09-13,-6.9553
2004-09-14,3.2799
2004-09-15,-1.5510000000000002
2004-09-16,1.1253
2004-09-17,3.3383
2004-09-20,0.6461
2004-09-21,-1.9258
2004-09-22,-3.2
2004-09-23,-1.3524
2004-09-24,9.3679
2004-09-27,0.9749
2004-09-28,3.7931
2004-09-29,1.0631
2004-09-30,-1.3807
2004-10-01,1.3333
2004-10-04,-4.0132
2004-10-05,1.3708
2004-10-06,-3.854
2004-10-07,2.602
2004-10-08,1.1652
2004-10-11,0.1355
2004-10-12,1.2179
2004-10-13,-3.008
2004-10-14,1.3094000000000001
2004-10-15,1.0204
2004-10-18,0.0673
2004-10-19,2.6245000000000003
2004-10-20,1.377
2004-10-21,0.9702
2004-10-22,-1.3453
2004-10-25,1.039
2004-10-26,-0.2571
2004-10-27,2.1263
2004-10-28,3.5962
2004-10-29,-4.4153
2004-11-01,5.575
