ticker,CIBY US Equity
2010-12-30,-0.3945
2011-01-07,1.9802
2011-01-18,-1.9417
2011-01-21,0.0
2011-01-25,-5.9406
2011-02-01,1.0547
2011-02-04,0.0
2011-02-09,-1.0437
2011-02-11,0.0
2011-02-23,-5.0526
2011-03-03,0.0
2011-03-17,0.0
2011-03-18,4.4346
2011-04-04,-4.2463
2011-04-05,0.0
2011-04-26,5.3215
2011-04-29,1.0526
2011-05-16,4.1667
2011-05-18,16.8
2011-05-25,-1.0274
2011-05-31,-8.8235
2011-06-01,9.1082
2011-06-03,1.7391
2011-06-06,0.0
2011-06-09,0.0
2011-06-16,-0.1709
2011-06-20,-1.5411000000000001
2011-06-21,1.7391
2011-06-22,-8.547
2011-06-23,9.3458
2011-07-01,0.0
2011-07-05,0.0
2011-07-06,-0.0017
2011-07-07,0.0
2011-07-08,0.0017
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,0.1709
2011-07-15,6.6553
2011-07-18,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-25,0.0
2011-07-27,0.0
2011-08-08,0.0
2011-08-10,0.0
2011-08-16,0.8
2011-09-15,1.5873
2011-09-16,25.0
2011-10-04,-21.875
2011-10-05,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-18,1.6
2011-11-09,25.9843
2011-11-11,-17.5
2011-11-14,-1.5152
2011-11-15,19.2308
2011-12-09,-18.0645
2011-12-28,6.2992
2011-12-29,1.4815
2012-01-13,-1.5748
2012-01-30,4.0
2012-02-01,1.5385
2012-02-13,0.0
2012-02-16,3.7879
2012-02-21,2.1898
2012-02-29,2.8571
2012-03-01,-1.3889
2012-03-02,-1.1268
2012-03-09,-0.2849
2012-03-16,1.0671
2012-03-26,17.3195
2012-03-29,2.4096
2012-04-12,6.4706
2012-04-13,2.2099
2012-04-16,-3.7838000000000003
2012-05-15,-4.7191
2012-05-16,-8.6085
2012-05-23,3.2258
2012-05-24,3.125
2012-05-30,-3.0303
2012-06-12,-3.125
2012-06-22,3.2258
2012-07-05,0.625
2012-07-10,-0.6211
2012-07-16,0.0
2012-07-25,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-17,0.0
2012-08-21,0.0
2012-08-27,0.0
2012-09-04,0.625
2012-09-18,2.4845
2012-09-24,0.0
2012-09-25,0.1212
2012-09-28,0.1211
2012-10-03,0.0605
2012-10-04,0.0
2012-10-05,0.0
2012-10-15,0.0145
2012-10-22,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-05,0.8108
2012-11-06,-0.1594
2012-11-07,-0.12
2012-11-08,-0.4808
2012-11-09,0.4831
2012-11-13,0.0
2012-11-14,5.1683
2012-11-15,-4.5714
2012-11-19,0.5988
2012-11-20,1.9071
2012-11-21,-0.0023
2012-11-23,0.0
2012-11-26,-0.5841
2012-11-27,0.47
2012-11-28,0.0
2012-11-30,-1.6058
2012-12-04,0.2056
2012-12-05,0.4152
2012-12-10,0.0118
2012-12-12,0.4016
2012-12-13,0.0
2012-12-14,2.9412000000000003
2012-12-17,0.0
2012-12-18,0.0
2012-12-20,0.0
2012-12-24,2.8571
2012-12-27,0.0
2012-12-28,2.0
2013-01-14,-0.3268
2013-01-15,0.0
2013-01-16,-1.6393
2013-01-18,0.0
2013-01-22,1.6667
2013-01-25,20.2317
2013-01-29,-9.5553
2013-02-01,-4.5226
2013-02-04,-4.2105
2013-02-11,0.0
2013-02-12,0.0
2013-02-14,3.2967
2013-03-05,-2.1277
2013-03-06,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-25,-5.7609
2013-04-09,3.8062
2013-04-17,-1.1111
2013-04-25,-1.6854
2013-04-26,0.0
2013-04-29,-2.8571
2013-05-01,2.9412000000000003
2013-05-03,-3.6571
2013-05-20,3.2028
2013-05-21,0.0
2013-05-28,-0.4598
2013-05-30,3.9261
2013-06-03,2.7778
2013-06-07,-2.7027
2013-06-13,0.6667
2013-06-14,1.3245
2013-06-17,3.4858000000000002
2013-06-18,-0.2105
2013-06-24,0.0
2013-06-27,3.3755
2013-06-28,0.0
2013-07-03,0.5102
2013-07-05,1.5228000000000002
2013-07-08,-15.8
2013-07-09,18.7648
2013-07-10,-2.0
2013-07-11,2.0408
2013-07-16,0.0
2013-07-17,-1.5
2013-08-08,3.0457
2013-08-09,-0.4926
2013-08-19,-4.9505
2013-08-29,1.0417
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-16,5.6701
2013-09-17,12.1951
2013-09-18,15.2174
2013-09-19,0.0
2013-09-30,-1.1320999999999999
2013-10-03,0.0
2013-10-08,-0.7634
2013-10-09,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-15,-0.6923
2013-10-21,2.6336
2013-10-23,-1.8868
2013-10-24,-1.5385
2013-10-30,2.3438
2013-11-01,-2.2901
2013-11-04,-0.3906
2013-11-06,0.9412
2013-11-07,1.0101
2013-11-12,-2.3077
2013-11-13,0.3937
2013-11-21,-1.9607999999999999
2013-11-27,4.8
2013-11-29,1.9083999999999999
2013-12-02,1.1236
2013-12-06,2.3704
2013-12-09,0.0
2013-12-10,1.3025
2013-12-11,-2.8571
2013-12-12,-0.7353
2013-12-13,1.8519
2013-12-18,0.0
2013-12-26,5.4545
2013-12-31,-3.4483
2014-01-06,-1.7856999999999998
2014-01-14,0.3636
2014-01-15,-0.3623
2014-01-21,0.0
2014-02-06,1.8182
2014-02-07,-2.1429
2014-02-18,-0.365
2014-02-20,-1.0989
2014-02-24,7.4074
2014-02-25,0.0
2014-03-10,-6.5517
2014-03-21,7.0111
2014-03-31,0.0
2014-04-04,-2.7586
2014-04-07,0.0
2014-04-08,-3.9007
2014-04-10,3.321
2014-04-22,0.0
2014-04-25,0.0
2014-04-28,-1.4285999999999999
2014-05-05,3.1884
2014-05-22,0.0702
2014-05-27,-5.2632
2014-05-28,0.0
2014-05-30,0.0
2014-06-02,5.5556
2014-06-03,-4.5614
2014-06-19,1.8382
2014-06-23,-3.9711
2014-06-25,4.1353
2014-06-26,0.0
2014-06-27,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-09,0.0
2014-07-14,1.083
2014-07-18,0.0
2014-08-12,3.5714
2014-08-18,-4.4828
2014-08-19,-3.2491
2014-09-12,1.8657
2014-09-15,0.0
2014-09-18,0.3773
2014-09-22,-0.0109
2014-09-26,0.0
2014-10-07,-0.6569
2014-10-21,-2.2777
2014-10-27,0.0
2014-10-29,0.1504
2014-11-10,-0.5255
2014-11-13,6.4151
2014-11-14,-4.2553
2014-12-04,0.0
2014-12-30,0.0
2015-01-05,-1.1111
2015-01-07,1.1236
2015-01-08,0.7407
2015-01-23,0.0
2015-02-06,-0.7353
2015-02-17,0.7407
2015-02-19,-4.4118
2015-02-26,2.3077
2015-03-02,3.3835
2015-03-03,0.0
2015-03-10,1.8182
2015-03-16,-4.2857
2015-04-20,3.7313
2015-04-24,-2.8777
2015-04-27,6.6667
2015-05-05,-4.5139
2015-05-12,-1.0909
2015-05-21,2.9412000000000003
2015-06-01,2.1429
2015-06-05,0.0
2015-06-16,-5.5245
2015-06-25,-0.074
2015-06-30,0.0741
2015-08-04,0.074
2015-08-10,-0.8876
2015-08-12,0.0
2015-08-14,-0.3731
2015-08-18,0.0
2015-09-02,1.0487
2015-09-08,0.0741
2015-10-07,0.0
2015-10-14,1.7037
2015-10-20,-10.4151
2015-10-23,1.626
2015-10-27,4.0
2015-10-28,5.7692
2015-11-16,-5.0909
2015-11-18,-4.2146
2015-12-09,4.0
2015-12-15,3.8462
2015-12-18,-3.7037
2016-01-08,-1.9231
2016-01-21,-1.1764999999999999
2016-01-22,3.1746
2016-02-01,-3.8462
2016-02-02,0.0
2016-02-03,0.4
2016-02-12,-0.3984
2016-02-19,-1.2
2016-03-04,5.2632
2016-03-09,-1.9231
2016-03-22,2.7451
2016-03-30,-1.0687
2016-04-12,1.0802
2016-04-15,0.0
2016-04-27,-0.3817
2016-04-28,-0.3831
2016-05-12,0.7692
2016-05-13,-0.7634
2016-05-16,0.0
2016-05-23,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-13,0.0
2016-07-01,0.0
2016-07-07,0.0
2016-07-14,0.0
2016-07-25,0.1538
2016-08-04,0.2304
2016-08-11,0.3831
2016-08-17,0.0
2016-08-18,0.0
2016-08-23,0.0
2016-09-07,1.9083999999999999
2016-09-13,1.1236
2016-10-04,0.7407
2016-10-06,-2.2059
2016-10-27,2.2556
2016-10-31,-1.8382
2016-11-01,0.0
2016-11-08,0.0
2016-11-11,0.0
2016-12-01,1.8727
2016-12-06,-1.7647
2016-12-08,2.9192
2016-12-12,-2.1818
2016-12-16,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-23,0.0
2016-12-28,0.0
2016-12-30,1.1152
2017-01-05,-0.7353
2017-01-18,-0.3704
2017-01-30,0.0
2017-02-01,0.0
2017-02-09,-1.1152
2017-02-28,-2.2556
2017-03-01,0.0
2017-03-03,-1.9231
2017-03-07,1.9607999999999999
2017-03-20,1.1577
2017-03-21,-0.0038
2017-03-27,0.0
2017-03-29,1.9011
2017-03-30,2.6119
2017-04-04,0.3636
2017-04-05,-0.0036
2017-04-06,-0.3587
2017-04-07,0.0
2017-04-10,-0.3636
2017-04-28,0.365
2017-05-15,-1.8182
2017-05-16,0.0
2017-05-22,1.8519
2017-06-06,1.4545
2017-06-07,-8.6022
2017-06-08,5.8824
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-23,9.6296
2017-06-30,0.0
2017-07-13,-8.1081
2017-07-27,0.0
2017-08-09,-0.7353
2017-08-11,0.7407
2017-08-16,1.4706000000000001
2017-08-23,-4.3478
2017-09-14,0.5303
2017-09-25,-0.0754
2017-10-10,0.6787
2017-10-11,4.8689
2017-10-12,8.9286
2017-10-13,2.0984
2017-10-16,0.0
2017-10-30,-3.6609
2017-10-31,0.0
2017-11-03,-3.3333
2017-11-10,3.4483
2017-11-14,0.0
2017-11-24,0.0
2017-11-27,0.0
2017-12-08,-5.0
2017-12-12,5.2596
2017-12-19,0.0033
2017-12-20,0.0
2018-01-03,0.0
2018-01-04,1.6667
2018-01-05,1.6393
2018-01-10,0.0
2018-01-12,0.0
2018-01-16,2.5806
2018-01-18,0.0
2018-01-24,-11.3208
2018-03-12,6.383
2018-03-15,-3.3333
2018-03-21,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-23,-6.8966
2018-04-24,1.8519
2018-04-25,1.0909
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,-0.7194
2018-05-07,1.4493
2018-05-15,0.0
2018-05-16,7.1429
2018-05-23,3.3333
2018-05-24,1.0968
2018-05-30,-9.0619
2018-06-01,0.0
2018-06-04,0.0
2018-06-06,0.0
2018-06-12,5.2632
2018-06-14,0.0
2018-07-02,-4.9993
2018-07-06,0.4907
2018-07-09,4.7485
2018-07-11,2.3333
2018-07-12,0.9772
2018-07-13,0.0
2018-07-16,-0.6452
2018-07-17,0.0
2018-07-19,0.0
2018-07-23,1.2987
2018-07-26,0.0
2018-08-01,-1.2179
2018-08-02,-0.0649
2018-08-09,-0.974
2018-08-10,-0.1967
2018-08-24,0.1971
2018-08-27,0.6557
2018-08-28,0.6515
2018-08-30,-0.6471
2018-09-07,-0.3259
2018-10-05,1.3072
2018-10-10,0.6452
2018-10-11,-0.641
2018-10-23,6.4516
2018-10-24,1.5152
2018-10-26,1.4925
2018-10-29,1.4676
2018-10-31,-0.5768
2018-11-06,0.0
2018-11-07,4.9563
2018-11-08,0.0
2018-11-12,-1.3889
2018-11-13,0.5634
2018-11-14,0.8403
2018-11-26,-5.5556
2018-11-30,-1.4671
2018-12-03,1.2501
2018-12-06,0.2358
2018-12-14,0.2941
2018-12-19,0.2933
2018-12-20,0.0
2018-12-21,-0.5848
2018-12-24,-5.8824
2018-12-26,6.25
2018-12-28,0.0
2018-12-31,-0.5882
2019-01-09,-1.1834
2019-01-10,0.0
2019-01-11,0.0
2019-01-14,0.0
2019-01-15,0.0
2019-01-23,-1.1976
2019-02-08,2.7879
2019-02-13,0.2358
2019-02-14,-0.2941
2019-02-15,0.295
2019-02-26,-0.2941
2019-03-06,0.295
2019-03-11,-0.2941
2019-03-15,3.2448
2019-03-25,-0.8571
2019-03-26,0.0
2019-03-28,0.2882
2019-03-29,0.5747
2019-04-01,0.0
2019-04-03,0.0
2019-04-12,1.1429
2019-04-16,1.6949
2019-04-23,0.0
2019-04-24,-2.7222
2019-04-25,2.7984
2019-04-26,0.0
2019-05-01,0.0
2019-05-06,0.0
2019-05-10,-4.1661
2019-06-06,4.3472
2019-06-20,-3.0556
2019-06-21,2.8653
2019-07-02,1.6713
2019-08-02,0.274
2019-08-13,-8.5656
2019-08-30,1.5987
2019-09-09,4.4118
2019-09-16,-4.2254
2019-09-24,2.9412000000000003
2019-09-26,14.2857
2019-09-30,-7.5
2019-10-01,0.0
2019-10-02,-2.7027
2019-10-16,-5.5556
2019-10-22,0.7059
2019-10-25,1.9276
2019-10-30,0.2865
2019-10-31,1.1429
2019-11-12,-1.1299
2019-11-14,1.4285999999999999
2019-11-21,-1.1268
2019-11-25,1.1396
2019-12-03,-0.7887
2019-12-04,-1.1925
2019-12-09,0.5747
2019-12-27,0.0
2020-01-24,0.0
2020-02-05,0.0
2020-02-26,-1.4285999999999999
2020-03-05,-1.4493
2020-03-06,2.9412000000000003
2020-03-11,0.0
2020-03-12,-8.5714
2020-03-18,5.0125
2020-03-20,-1.7974
2020-03-24,3.0303
2020-03-25,0.0
2020-03-26,2.9412000000000003
2020-04-01,-3.4286
2020-04-02,0.5917
2020-04-06,0.0
2020-04-08,-2.9412000000000003
2020-04-13,0.0
2020-04-17,0.0
2020-04-21,0.0
2020-04-22,3.0303
2020-04-27,0.0
2020-04-29,0.0
2020-05-08,-0.5882
2020-05-11,-7.6923
2020-05-14,5.7692
2020-06-02,-1.8182
2020-06-12,4.9383
2020-06-17,-1.4706000000000001
2020-06-24,1.791
2020-07-08,0.5865
2020-07-09,-0.2915
2020-07-14,2.3392
2020-07-15,0.0
2020-07-21,-2.5714
