ticker,JOEY US Equity
2015-01-26,9.0909
2015-01-27,2.0833
2015-01-28,-1.0204
2015-01-29,1.0309
2015-02-03,0.0
2015-02-04,-4.0816
2015-02-05,6.383
2015-02-06,4.0
2015-02-10,0.0
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,3.8702
2015-02-19,-3.726
2015-02-20,3.8462
2015-02-23,3.7037
2015-02-24,3.5714
2015-02-25,3.4483
2015-02-26,0.0
2015-02-27,-16.6667
2015-03-02,-20.0
2015-03-03,-25.0
2015-03-04,-6.6667
2015-03-05,42.7679
2015-03-06,-5.0031
2015-03-09,-20.474
2015-03-10,-0.745
2015-03-11,-13.2611
2015-03-12,-0.0962
2015-03-13,0.0962
2015-03-16,0.0
2015-03-17,-11.4423
2015-03-18,-0.1086
2015-03-19,-26.087
2015-03-20,-12.7941
2015-03-23,1.1804000000000001
2015-03-24,-8.0
2015-03-25,-23.913
2015-03-26,-12.381
2015-03-27,-13.0435
2015-03-30,-22.5
2015-03-31,0.4032
2015-04-01,0.0
2015-04-02,-0.4016
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,19.3548
2015-04-10,-18.9189
2015-04-13,-12.9167
2015-04-14,33.9713
2015-04-15,-25.7143
2015-04-16,15.3846
2015-04-17,0.0
2015-04-20,16.25
2015-04-21,-1.0753
2015-04-22,-0.3623
2015-04-27,0.3636
2015-04-28,-26.087
2015-04-29,0.0
2015-04-30,17.647100000000002
2015-05-04,-15.0
2015-05-05,-1.9607999999999999
2015-05-06,-16.0
2015-05-07,0.0
2015-05-08,4.7619
2015-05-14,-2.2727
2015-05-15,-2.3256
2015-05-18,0.0
2015-05-19,-4.7619
2015-05-20,0.0
2015-05-21,-15.0
2015-05-26,-11.7647
2015-05-27,0.0
2015-06-01,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,-6.6667
2015-06-09,-27.6786
2015-06-11,-1.2346
2015-06-12,0.0
2015-06-24,0.0
2015-06-29,76.25
2015-06-30,0.3546
2015-07-20,-15.1943
2015-07-21,-13.3333
2015-07-23,13.461500000000001
2015-08-03,-11.8644
2015-08-14,-2.8846
2015-08-17,10.8911
2015-08-18,0.0
2015-08-20,-4.9107
2015-08-21,5.1643
2015-08-24,-9.8214
2015-08-25,5.4455
2015-09-14,-2.3474
2015-09-16,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-10-02,0.0
2015-10-09,0.0
2015-10-12,0.0
2015-10-19,0.0
2015-10-28,0.0
2015-11-19,0.0
2015-11-23,-23.0769
2015-11-24,0.0
2015-12-04,40.0
2015-12-07,-28.5714
2015-12-09,10.0
2015-12-10,-9.0909
2015-12-15,0.0
2015-12-18,0.0
2015-12-21,-10.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-29,0.6944
2015-12-30,-0.6897
2016-01-08,122.2222
2016-01-25,-25.0
2016-02-12,-13.3333
2016-02-16,15.3846
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,-2.0833
2016-03-07,-18.2979
2016-03-08,-16.6667
2016-03-17,0.0
2016-04-04,-30.0
2016-04-20,28.5714
2016-05-06,-22.2222
2016-05-24,0.0
2016-06-02,185.7143
2016-06-03,0.0
2016-06-07,-3.4375
2016-06-09,29.4498
2016-06-16,0.0
2016-06-17,23.0
2016-06-21,-18.6992
2016-07-11,-20.0
2016-07-12,25.0
2016-07-18,-18.0
2016-07-27,0.0
2016-07-28,21.3415
2016-07-29,-37.1859
2016-08-01,28.0
2016-08-02,12.5
2016-08-17,11.6667
2016-08-18,-10.4478
2016-08-22,-11.1111
2016-08-31,39.0
2016-09-26,-28.0576
2016-09-27,-12.5
2016-10-17,0.0
2016-11-21,-28.5714
2016-12-06,-7.3925
2016-12-09,0.0
2017-01-04,-13.6139
2017-01-09,-49.5
2017-01-12,98.0198
2017-01-18,0.0
2017-01-19,25.0
2017-01-20,10.0
2017-01-23,-0.7273
2017-01-27,-17.5824
2017-02-13,-33.3333
2017-03-01,0.0
2017-03-10,0.0
2017-03-13,-16.6667
2017-03-14,0.0
2017-03-15,0.0
2017-03-27,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-04-03,12.0
2017-04-04,-7.1429
2017-04-06,6.1538
2017-04-10,-9.4203
2017-04-11,0.0
2017-04-12,8.0
2017-04-13,0.0
2017-04-20,-10.3704
2017-04-21,-0.8264
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,-4.1667
2017-05-01,7.8261
2017-05-02,-4.0323
2017-05-03,-15.9664
2017-05-04,23.0
2017-05-05,-1.626
2017-05-08,-16.5289
2017-05-09,13.8614
2017-05-10,-5.2174
2017-05-11,-7.5516
2017-05-12,14.1227
2017-05-15,-12.1739
2017-05-17,0.0
2017-05-19,-1.9802
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,3.0303
2017-05-26,-1.9607999999999999
2017-06-02,0.0
2017-06-05,0.0
2017-06-08,12.5
2017-06-12,-11.1111
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,2.0
2017-06-21,-26.4706
2017-06-22,33.3333
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-30,-6.0
2017-07-07,-9.5745
2017-07-10,17.647100000000002
2017-07-11,0.0
2017-07-12,-25.0
2017-07-13,36.0
2017-07-14,-50.9804
2017-07-17,-20.0
2017-07-18,37.5
2017-07-19,-9.0909
2017-07-21,-20.0
2017-07-24,25.0
2017-07-25,0.0
2017-07-26,-4.0
2017-07-27,0.0
2017-07-28,-7.5
2017-07-31,10.3604
2017-08-01,2.0408
2017-08-02,12.0
2017-08-03,18.75
2017-08-04,0.7519
2017-08-07,18.2836
2017-08-08,-0.3155
2017-08-09,-11.3924
2017-08-10,-27.1429
2017-08-11,-4.6667
2017-08-14,6.0058
2017-08-15,8.6535
2017-08-16,6.875
2017-08-17,-8.1036
2017-08-18,-31.8
2017-08-21,24.0869
2017-08-22,3.126
2017-08-23,-0.2083
2017-08-24,-10.2296
2017-08-25,-38.1395
2017-08-28,5.2632
2017-08-29,7.1429
2017-08-30,-13.8257
2017-08-31,-12.2322
2017-09-01,9.2552
2017-09-05,-11.2545
2017-09-06,-23.6364
2017-09-07,-4.4643
2017-09-08,5.6698
2017-09-11,-2.4175
2017-09-12,-15.4079
2017-09-13,6.1429
2017-09-14,7.6716
2017-09-15,0.0
2017-09-18,0.125
2017-09-19,9.2385
2017-09-20,-5.4286
2017-09-21,-3.3233
2017-09-22,-18.125
2017-09-25,3.0534
2017-09-26,-32.3704
2017-09-27,-1.4239
2017-09-28,-10.2778
2017-09-29,54.7988
2017-10-02,-21.6
2017-10-03,2.0408
2017-10-04,18.73
2017-10-05,-7.3528
2017-10-06,-18.1818
2017-10-09,-1.6667
2017-10-10,-4.8588000000000005
2017-10-11,-40.6176
2017-10-12,7.8
2017-10-13,104.0816
2017-10-16,-9.0909
2017-10-17,-27.0
2017-10-18,50.6849
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,-0.0909
2017-10-24,-27.2066
2017-10-25,28.75
2017-10-26,-0.9709
2017-10-27,-19.3235
2017-10-30,-5.8209
2017-10-31,0.0
2017-11-01,22.3548
2017-11-02,-14.5795
2017-11-03,-3.7037
2017-11-06,-16.6667
2017-11-07,23.0769
2017-11-08,25.0
2017-11-09,5.0
2017-11-10,0.0
2017-11-13,4.7619
2017-11-14,-24.1364
2017-11-15,19.7124
2017-11-16,10.1101
2017-11-17,0.0
2017-11-20,-4.8609
2017-11-22,0.236
2017-11-24,-14.1087
2017-11-27,-0.111
2017-11-28,-7.4444
2017-11-29,19.4478
2017-11-30,-11.0553
2017-12-01,1.6949
2017-12-04,-11.1111
2017-12-05,21.25
2017-12-06,-63.9175
2017-12-07,141.1429
2017-12-08,-5.8057
2017-12-11,-37.1069
2017-12-12,0.0
2017-12-13,30.03
2017-12-14,-7.7136
2017-12-15,0.0
2017-12-18,-33.3333
2017-12-19,10.0
2017-12-20,20.4545
2017-12-21,-0.9434
2017-12-22,-4.7619
2017-12-26,10.0
2017-12-27,-27.2727
2017-12-28,25.0
2017-12-29,-20.0
2018-01-02,25.0
2018-01-03,12.8
2018-01-04,24.1135
2018-01-05,50.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-11,-25.6667
2018-01-12,34.5291
2018-01-16,-38.0952
2018-01-17,7.6923
2018-01-18,0.0
2018-01-19,-7.1429
2018-01-22,36.5077
2018-01-23,0.0
2018-01-24,12.7015
2018-01-25,0.0
2018-01-26,0.0
2018-01-31,-31.5
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,31.3869
2018-02-07,-1.1111
2018-02-08,-23.0337
2018-02-09,0.0
2018-02-13,0.0
2018-02-20,-5.1095
2018-02-21,0.0
2018-02-27,-7.6923
2018-03-01,0.0
2018-03-06,-13.0
2018-03-07,0.0
2018-03-08,0.1916
2018-03-09,-0.1912
2018-03-13,0.0
2018-03-15,-0.3831
2018-03-16,0.0
2018-03-19,32.3077
2018-03-20,-14.9709
2018-03-21,-5.9829
2018-03-22,9.0909
2018-03-23,15.0
2018-03-26,-0.2899
2018-03-27,0.2907
2018-03-28,0.0
2018-03-29,-18.8406
2018-04-02,5.5357
2018-04-05,1.5228000000000002
2018-04-10,13.3333
2018-04-11,-0.2941
2018-04-13,-11.5044
2018-04-16,0.0
2018-04-17,-16.6667
2018-04-19,2.0
2018-04-20,0.0
2018-04-23,1.9607999999999999
2018-04-24,-3.8462
2018-04-30,0.0
2018-05-01,10.0
2018-05-04,0.0
2018-05-07,-43.6364
2018-05-08,0.0
2018-05-10,58.0645
2018-05-18,2.0408
2018-05-22,-20.0
2018-05-24,5.0
2018-06-01,0.0
2018-06-04,42.381
2018-06-05,-29.7659
2018-06-06,0.0
2018-06-07,41.6667
2018-06-08,0.8403
2018-06-11,33.3333
2018-06-12,-12.5
2018-06-13,42.8571
2018-06-14,-10.0
2018-06-15,18.8889
2018-06-18,-34.5794
2018-06-19,28.5714
2018-06-20,-32.7778
2018-06-21,7.438
2018-06-22,7.6923
2018-06-25,-17.1429
2018-06-27,0.0
2018-06-28,-44.6552
2018-06-29,80.405
2018-07-02,-13.6591
2018-07-03,0.0
2018-07-09,-10.0
2018-07-10,0.0
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,-44.4444
2018-07-19,20.4
2018-07-20,66.113
2018-07-23,0.0
2018-07-24,-39.8
2018-07-25,61.1296
2018-07-26,0.0
2018-07-31,-27.8351
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,14.2857
2018-08-06,0.0
2018-08-13,-12.5
2018-08-14,-11.4286
2018-08-16,0.0
2018-08-17,3.4677
2018-08-21,-3.0398
2018-08-22,5.4662
2018-08-23,-2.7439
2018-08-24,0.3135
2018-08-29,-6.25
2018-09-04,0.0
2018-09-05,-8.0
2018-09-10,8.6957
2018-09-11,0.0
2018-09-13,-13.3333
2018-09-17,-23.0769
2018-09-18,-50.0
2018-09-19,0.0
2018-09-20,-38.0
2018-09-24,141.9355
2018-09-26,6.6667
2018-09-27,3.125
2018-09-28,21.2121
2018-10-01,0.0
2018-10-02,5.0
2018-10-04,80.4762
2018-10-05,21.9789
2018-10-08,-65.3904
2018-10-11,0.0
2018-10-12,160.125
2018-10-15,-50.1682
2018-10-18,97.2035
2018-10-24,-26.6504
2018-10-25,-48.3333
2018-10-26,0.0
2018-10-29,0.0
2018-11-12,22.5806
2018-11-21,94.2105
2018-11-26,-45.7995
2018-11-27,50.0
2018-11-28,0.0
2018-11-29,1.6333
2018-11-30,9.5769
2018-12-04,-25.1721
2018-12-12,0.0
2018-12-13,4.0
2018-12-14,14.6154
2018-12-17,-16.1074
2018-12-26,11.6
2018-12-28,-6.8100000000000005
2018-12-31,-3.8462
2019-01-02,-20.0
2019-01-03,0.0
2019-01-07,0.0
2019-01-08,-20.0
2019-01-09,0.0
2019-01-14,25.0
2019-01-16,-20.0
2019-01-17,85.625
2019-01-18,0.3367
2019-01-28,-32.8859
2019-01-31,0.0
2019-02-05,0.0
2019-02-11,0.0
2019-02-13,0.0
2019-02-21,2.45
2019-02-22,-2.3914
2019-02-27,14.7
2019-03-01,29.4682
2019-03-07,-32.6599
2019-03-11,0.0
2019-03-12,0.0
2019-03-18,0.0
2019-04-01,0.0
2019-04-15,-44.0
2019-04-18,-32.1429
2019-05-14,6.25
2019-05-20,28.483
2019-05-30,-11.3253
2019-06-05,0.0
2019-06-11,-56.5217
2019-06-12,-55.0
2019-06-18,83.3333
2019-06-19,-36.3636
2019-06-26,0.0
2019-06-28,0.0
2019-07-24,0.0
2019-09-06,0.0
2019-09-17,0.0
2019-09-30,4.7619
2019-10-08,0.0
2019-10-25,4.5455
2019-10-29,0.0
2019-11-01,108.6957
2019-11-04,4.1667
2019-11-05,-38.0
2019-11-06,6.4516
2019-11-08,-6.0606
2019-11-12,61.2903
2019-11-15,-2.0
2019-11-20,-38.7755
2019-11-27,-23.3333
2019-12-05,0.0
2019-12-11,0.0
2019-12-13,0.0
2019-12-17,2.1739
2019-12-18,2.1277
2019-12-19,-4.1667
2019-12-24,0.0
2019-12-27,15.2174
2019-12-30,-13.2075
2019-12-31,52.1739
2020-01-03,-34.2857
2020-01-06,0.0
2020-01-07,0.0
2020-01-13,91.3043
2020-01-14,-9.0909
2020-01-16,7.5
2020-01-21,0.0
2020-01-24,-46.5116
2020-02-06,0.0
2020-02-13,0.0
2020-02-20,30.4348
2020-02-21,-23.3333
2020-02-28,8.6957
2020-03-02,-8.0
2020-03-10,0.0
2020-03-18,0.0
2020-03-23,0.0
2020-03-26,0.0
2020-03-27,-4.3478
2020-04-06,3.4091
2020-04-07,9.8901
2020-04-08,-12.0
2020-04-09,50.0
2020-04-22,-30.303
2020-04-23,0.0
2020-04-27,52.1739
2020-04-29,-34.2857
2020-05-07,10.8696
2020-05-11,-13.7255
2020-05-14,59.0909
2020-05-18,0.0
2020-05-27,-27.8571
2020-05-28,-12.8713
2020-06-08,-22.7273
2020-06-09,50.0
2020-06-24,119.6078
2020-06-25,-14.2857
2020-06-29,-35.4167
2020-06-30,16.129
2020-07-02,-52.7778
2020-07-06,47.0588
2020-07-07,-28.0
2020-07-08,16.6667
2020-07-10,14.2857
2020-07-13,45.8333
2020-07-14,0.0
2020-07-15,-20.0
2020-07-16,0.0
2020-07-20,-17.8571
2020-07-22,43.4783
2020-07-23,-33.3333
2020-07-28,0.0
2020-07-31,-4.5455
