ticker,NEEB US Equity
2014-10-07,0.5435
2014-10-08,-0.9009
2014-10-10,-0.9091
2014-10-13,-7.3394
2014-10-14,2.9703
2014-10-15,-1.9231
2014-10-17,0.0
2014-10-28,-1.9607999999999999
2014-10-30,-5.0
2014-10-31,10.526299999999999
2014-11-03,-6.6667
2014-11-14,17.3469
2014-11-18,4.3478
2014-11-19,0.0
2014-12-01,-4.1667
2014-12-02,-5.2174
2014-12-31,0.0
2015-01-06,-0.9174
2015-01-07,-2.7778
2015-01-08,-9.7143
2015-01-12,-1.8987
2015-01-13,-3.2258
2015-01-14,-2.2222
2015-01-15,3.4091
2015-01-16,-1.0989
2015-01-20,-1.1111
2015-01-23,-3.3708
2015-01-27,-1.1628
2015-01-29,-5.8824
2015-02-02,0.0
2015-02-03,0.0
2015-02-05,-1.25
2015-02-10,1.2278
2015-02-11,-8.7158
2015-02-13,4.3836
2015-02-24,-5.5118
2015-02-27,2.7778
2015-03-02,-8.1081
2015-03-03,4.4118
2015-03-04,12.6761
2015-03-05,-2.0625
2015-03-06,0.0638
2015-03-19,-0.5102
2015-05-12,-8.9744
2015-06-11,12.6761
2015-06-12,0.0
2015-06-15,-8.75
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,-4.1096
2015-06-19,-4.2857
2015-06-22,0.0
2015-06-30,-5.9701
2015-07-01,-1.5873
2015-07-06,-4.8387
2015-07-07,-1.6949
2015-07-10,-1.7241
2015-07-13,0.0
2015-07-15,0.0
2015-08-03,-5.2632
2015-08-10,-7.4074
2015-08-11,-8.0
2015-09-21,-13.0435
2015-09-23,-12.5
2015-10-01,14.2857
2015-10-21,-35.5
2015-10-22,-17.8295
2015-11-09,32.0755
2015-11-30,-25.7143
2015-12-03,0.0
2015-12-11,20.1923
2015-12-14,0.0
2015-12-17,0.0
2015-12-22,-16.0
2016-01-07,19.0476
2016-01-28,0.0
2016-02-03,0.0
2016-02-08,0.0
2016-02-12,-6.4
2016-02-16,-14.5299
2016-03-08,40.0
2016-04-11,-46.4286
2016-04-13,-16.6667
2016-04-18,-4.8
2016-04-28,0.0
2016-05-06,0.0
2016-06-21,-14.2857
2016-06-28,-9.8039
2016-07-12,-45.6522
2016-07-20,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-08-04,-40.0
2016-08-18,0.0
2016-08-19,-33.3333
2016-08-30,-20.0
2016-09-06,-25.0
2016-09-19,0.0
2016-09-28,0.0
2016-10-14,0.0
2016-10-28,-16.6667
2016-11-11,0.0
2016-11-14,0.0
2016-11-21,0.0
2016-11-23,0.0
2016-12-14,-60.0
2016-12-15,-30.0
2016-12-16,-64.2857
2016-12-21,22.5
2016-12-23,3.0612
2016-12-28,10.8911
2016-12-29,-12.5
2017-02-13,373.4694
2017-02-14,-28.0172
2017-02-17,-8.982
2017-02-22,0.0
2017-02-24,952.6316
2017-02-27,0.0
2017-02-28,-85.0
2017-03-02,0.0
2017-03-06,-1.6667
2017-03-13,-15.2542
2017-03-15,0.0
2017-03-20,0.0
2017-03-21,-20.0
2017-04-27,-11.5625
2017-05-01,13.0742
2017-05-02,25.0
2017-05-19,-20.0
2017-05-23,-50.0
2017-06-02,60.0
2017-06-09,86.875
2017-07-11,-33.1104
2017-07-20,0.0
2017-08-01,0.0
2017-08-07,-20.0
2017-10-03,25.0
2017-10-05,-20.0
2017-10-10,0.0
2017-10-30,0.0
2017-11-20,0.0
2017-11-27,0.0
2017-11-28,25.0
2017-12-12,-20.0
2017-12-13,0.0
2017-12-19,21.875
2017-12-20,2.0513
2017-12-26,-49.7487
2018-01-04,0.0
2018-01-09,0.0
2018-01-16,19.0
2018-01-19,0.8403
2018-01-24,0.0
2018-01-26,150.0
2018-01-29,-1.6667
2018-01-31,-4.5763
2018-02-07,55.2398
2018-02-08,-42.7918
2018-02-09,2.0
2018-02-12,-21.5686
2018-02-13,0.0
2018-02-14,-12.5
2018-02-15,34.2857
2018-02-26,-27.6596
2018-03-01,193.5294
2018-03-02,-21.8236
2018-03-08,23.071
2018-03-09,0.0
2018-03-12,4.0408
2018-03-15,-39.9399
2018-03-16,33.3333
2018-03-20,-25.0
2018-03-21,0.0
2018-03-27,0.0
2018-03-28,-16.3333
2018-04-02,-0.3984
2018-04-03,20.0
2018-04-05,-15.0
2018-04-10,0.0
2018-04-12,0.0
2018-04-18,17.647100000000002
2018-04-19,-13.3333
2018-04-23,15.3846
2018-04-24,0.0
2018-04-26,16.6667
2018-05-01,-14.2857
2018-05-07,16.6667
2018-05-08,-14.2857
2018-05-11,16.6667
2018-05-23,-42.8571
2018-05-30,12.5
2018-05-31,11.1111
2018-06-04,20.0
2018-06-08,-16.6667
2018-06-13,20.0
2018-06-25,-16.6667
2018-06-26,0.0
2018-06-29,2.0
2018-07-06,17.647100000000002
2018-07-20,-16.6667
2018-07-25,20.0
2018-07-31,16.6667
2018-08-01,-14.2857
2018-08-02,-16.6667
2018-08-03,0.0
2018-08-07,0.0
2018-08-08,20.0
2018-08-16,16.6667
2018-08-17,-14.2857
2018-08-20,0.0
2018-08-24,0.0
2018-08-27,1.6667
2018-08-28,-1.6393
2018-09-11,0.0
2018-09-12,-16.6667
2018-09-14,0.0
2018-09-24,20.0
2018-09-25,-16.6667
2018-09-27,20.0
2018-10-03,-16.6667
2018-10-09,-20.0
2018-10-11,0.0
2018-10-16,0.0
2018-10-17,-25.0
2018-11-28,16.6667
2018-11-30,-14.2857
2018-12-20,0.0
2019-08-27,-95.9333
2019-10-04,14.7522
2019-11-25,1.4285999999999999
2019-11-26,0.0
2019-12-13,1.4085
2019-12-16,4.1667
2020-01-23,46.6667
2020-02-28,1490.9091
2020-03-02,-85.7143
2020-04-13,600.0
2020-04-22,-85.7143
2020-05-13,0.0
2020-06-12,4.0
