ticker,NEEB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-29,32627.2727
2013-04-30,13.8889
2013-05-01,0.0
2013-05-08,-4.878
2013-05-10,2.5641
2013-05-13,-2.5
2013-05-15,0.0
2013-05-16,5.1282
2013-05-20,-2.439
2013-05-21,65.0
2013-05-29,13.6364
2013-05-30,0.0
2013-06-13,-21.3333
2013-07-02,0.8475
2013-07-09,12.605
2013-07-10,-8.209
2013-07-24,-2.439
2013-08-01,4.1667
2013-08-21,-4.0
2013-09-13,2.5
2013-09-25,-2.439
2013-10-09,0.0
2013-10-30,0.8333
2013-11-25,11.5702
2013-12-05,-3.7037
2013-12-10,5.3846
2013-12-11,-0.7299
2013-12-12,0.0
2013-12-13,2.9412000000000003
2013-12-17,-0.7143
2013-12-18,-0.7194
2013-12-20,0.0
2013-12-23,-1.4493
2013-12-27,2.2059
2013-12-30,0.0
2013-12-31,7.1942
2014-01-07,-6.7114
2014-01-08,0.7194
2014-01-10,0.0
2014-01-13,0.0
2014-01-17,0.0
2014-01-23,0.0
2014-01-31,0.0
2014-02-04,0.0
2014-02-06,3.5714
2014-02-07,-2.7586
2014-02-10,0.7092
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,-0.7042
2014-02-14,0.0
2014-02-19,0.0
2014-02-26,0.7092
2014-02-27,0.0
2014-03-12,0.2817
2014-03-17,-0.2809
2014-03-18,0.0
2014-03-21,0.1408
2014-03-24,0.0
2014-03-25,0.0
2014-04-03,0.5626
2014-04-07,0.0
2014-04-09,2.0979
2014-04-14,-2.0548
2014-04-25,0.0
2014-04-29,2.0979
2014-05-01,-1.3699
2014-05-02,0.0
2014-05-07,0.0
2014-05-09,0.0
2014-05-13,2.7778
2014-05-15,-2.7027
2014-05-16,1.3889
2014-05-20,-1.3699
2014-05-29,2.0833
2014-06-02,-2.0408
2014-06-03,0.0
2014-06-10,0.0
2014-06-16,0.6944
2014-06-23,-1.3793
2014-06-24,-0.6993
2014-06-25,-2.1127
2014-07-02,-0.7194
2014-07-11,-2.1739
2014-07-24,-11.1111
2014-07-25,2.5
2014-07-28,0.0
2014-07-29,-0.1626
2014-07-30,-1.4658
2014-07-31,0.0
2014-08-06,0.8264
2014-08-18,-1.6393
2014-08-20,8.3333
2014-08-21,-4.6154
2014-08-27,-2.4194
2014-08-28,0.9917
2014-09-02,-0.982
2014-09-11,-0.8264
2014-09-22,-2.5
2014-09-23,-5.1282
2014-09-24,-5.4054
2014-09-29,0.9524
2014-10-03,4.1509
