ticker,TNAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-13,22.5
2010-05-14,-6.1224
2010-05-17,-2.2826
2010-05-18,-6.5628
2010-05-19,0.3571
2010-05-20,0.8897
2010-05-21,3.351
2010-05-24,-3.413
2010-05-25,-2.1201
2010-05-26,-5.5355
2010-05-27,5.0955
2010-05-28,1.697
2010-06-01,1.3111
2010-06-02,-1.2941
2010-06-03,1.5495
2010-06-04,0.1174
2010-06-07,1.0551
2010-06-08,0.9281
2010-06-09,-1.1494
2010-06-10,-2.907
2010-06-11,0.1198
2010-06-14,0.2392
2010-06-15,0.5967
2010-06-16,-1.1862
2010-06-17,0.0
2010-06-18,0.8403
2010-06-21,0.5952
2010-06-22,4.0237
2010-06-23,1.3652
2010-06-24,-2.5814
2010-06-25,-0.6912
2010-06-28,1.3921000000000001
2010-06-29,-3.5469
2010-06-30,-0.4745
2010-07-01,-1.7877999999999998
2010-07-02,-2.4272
2010-07-06,-0.8706
2010-07-07,3.3877
2010-07-08,2.4272
2010-07-09,3.673
2010-07-12,-1.8286
2010-07-13,1.8626
2010-07-14,-3.0857
2010-07-15,-1.4151
2010-07-16,1.5550000000000002
2010-07-19,1.0601
2010-07-20,1.2821
2010-07-21,-2.1864
2010-07-22,1.2941
2010-07-23,4.2973
2010-07-26,2.1158
2010-07-27,-2.8353
2010-07-28,-1.1223
2010-07-29,1.1351
2010-07-30,-38.945
2010-08-02,-1.6543999999999999
2010-08-03,-3.9252000000000002
2010-08-04,-0.9728
2010-08-05,-5.8939
2010-08-06,4.3841
2010-08-09,-2.8
2010-08-10,-3.7037
2010-08-11,4.7009
2010-08-12,1.8367
2010-08-13,-1.8035999999999999
2010-08-16,0.8163
2010-08-17,1.8218999999999999
2010-08-18,0.0
2010-08-19,0.7952
2010-08-20,1.3807
2010-08-23,0.7782
2010-08-24,1.1583
2010-08-25,4.0076
2010-08-26,0.9174
2010-08-27,0.7273
2010-08-30,1.083
2010-08-31,0.0
2010-09-01,0.3571
2010-09-02,-2.669
2010-09-03,2.1938
2010-09-07,-7.3345
2010-09-08,1.7375
2010-09-09,-0.3795
2010-09-10,-2.4762
2010-09-13,2.7344
2010-09-14,-0.1901
2010-09-15,-1.5238
2010-09-16,0.3868
2010-09-17,-1.1561
2010-09-20,-1.3645
2010-09-21,7.5099
2010-09-22,-0.9191
2010-09-23,-1.1132
2010-09-24,0.0
2010-09-27,-1.5009000000000001
2010-09-28,0.1905
2010-09-29,-3.0418
