ticker,CVAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-20,133.9181
2008-10-22,143.75
2008-10-23,4.6154
2008-10-27,-4.4118
2008-10-28,14.6154
2008-10-29,3.3557
2008-10-30,-8.4416
2008-10-31,20.5674
2008-11-03,-2.9412000000000003
2008-11-04,0.0
2008-11-05,0.0
2008-11-06,-9.0909
2008-11-07,-3.3333
2008-11-10,10.3448
2008-11-11,6.25
2008-11-12,-40.5882
2008-11-13,48.5149
2008-11-14,0.0
2008-11-17,-3.3333
2008-11-18,0.0
2008-11-20,-13.7931
2008-11-21,20.0
2008-11-24,0.0
2008-11-25,6.6667
2008-11-26,-13.125
2008-11-28,0.7194
2008-12-01,0.0
2008-12-02,-10.7143
2008-12-03,0.0
2008-12-04,12.0
2008-12-05,-10.7143
2008-12-08,-0.8
2008-12-09,-7.2581
2008-12-10,3.4783
2008-12-12,17.647100000000002
2008-12-15,-3.5714
2008-12-16,0.0
2008-12-17,-2.2222
2008-12-18,2.2727
2008-12-19,-6.6667
2008-12-22,-4.7619
2008-12-23,4.1667
2008-12-24,-4.0
2008-12-26,-10.0
2008-12-29,7.4074
2008-12-30,-0.8621
2008-12-31,1.7391
2009-01-02,-1.7094
2009-01-05,2.6087
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,-1.6949
2009-01-09,0.0
2009-01-12,-0.8621
2009-01-15,4.3478
2009-01-16,-12.5
2009-01-20,4.7619
2009-01-21,-3.6364
2009-01-22,1.8868
2009-01-27,-2.7778
2009-01-28,0.0
2009-01-29,0.9524
2009-01-30,0.0
2009-02-02,-2.8302
2009-02-03,0.9709
2009-02-04,0.0
2009-02-05,6.8269
2009-02-06,-0.9901
2009-02-09,-1.8182
2009-02-10,-2.7778
2009-02-11,-0.9524
2009-02-12,-2.8846
2009-02-13,-1.9802
2009-02-17,-11.1111
2009-02-18,-1.1364
2009-02-19,-9.1954
2009-02-20,-7.5949
2009-02-23,2.7397
2009-02-24,-2.6667
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,9.589
2009-03-02,-11.25
2009-03-04,12.6761
2009-03-06,12.5
2009-03-10,0.0
2009-03-11,3.3333
2009-03-12,0.0
2009-03-13,-3.2258
2009-03-16,-5.5556
2009-03-17,0.0
2009-03-18,11.7647
2009-03-19,5.2632
2009-03-20,-2.0
2009-03-23,3.0612
2009-03-24,1.9802
2009-03-26,0.0
2009-03-27,-12.6214
2009-03-31,0.0
2009-04-01,5.5556
2009-04-02,-5.2632
