ticker,HYLN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-23,0.0
2019-05-01,0.4299
2019-05-06,-0.1201
2019-05-07,-0.5139
2019-05-08,0.0
2019-05-21,0.0
2019-05-22,0.1033
2019-05-30,0.4128
2019-05-31,-0.3083
2019-06-05,-0.1031
2019-06-10,0.0
2019-06-11,0.2064
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.1504
2019-06-19,-0.1501
2019-06-20,0.0
2019-06-24,0.309
2019-06-26,0.8214
2019-06-27,0.3055
2019-07-02,-0.5076
2019-07-03,-0.5102
2019-07-12,0.0
2019-07-16,0.5128
2019-07-18,0.0
2019-07-22,-0.2041
2019-07-24,0.1022
2019-07-26,-0.2043
2019-08-12,0.3071
2019-08-13,0.0
2019-08-14,0.4082
2019-08-15,-0.4065
2019-08-16,0.5102
2019-08-19,-0.6091
2019-08-20,0.4086
2019-08-21,-0.1017
2019-08-22,0.2037
2019-08-26,0.1016
2019-08-27,0.0
2019-08-30,0.0
2019-09-04,-0.1015
2019-09-05,-0.1016
2019-09-06,0.1017
2019-09-09,0.2033
2019-09-11,0.0
2019-09-13,-0.1014
2019-09-16,-0.0508
2019-09-17,0.0508
2019-09-20,0.203
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.1013
2019-10-01,0.0
2019-10-04,0.0
2019-10-07,-0.3036
2019-10-08,0.203
2019-10-10,-0.1013
2019-10-14,0.2028
2019-10-15,0.0
2019-10-17,0.0
2019-10-21,-0.2024
2019-10-22,0.0
2019-10-23,-0.3043
2019-10-24,0.2035
2019-10-25,0.5076
2019-10-28,-0.404
2019-10-29,0.0
2019-10-30,-0.1014
2019-10-31,0.1015
2019-11-04,-0.2028
2019-11-05,0.2033
2019-11-06,-0.1014
2019-11-07,0.0
2019-11-08,0.5076
2019-11-11,-0.404
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-18,0.4057
2019-11-19,0.0
2019-11-20,-0.5051
2019-11-22,0.7107
2019-11-25,-0.1008
2019-11-29,0.0
2019-12-02,0.2018
2019-12-03,0.1007
2019-12-05,-0.1006
2019-12-06,0.1007
2019-12-09,0.1006
2019-12-10,-0.1005
2019-12-12,-0.1006
2019-12-13,0.1007
2019-12-16,-0.1006
2019-12-18,0.2014
2019-12-20,0.201
2019-12-23,0.0
2019-12-30,0.2006
2020-01-02,-0.4004
2020-01-06,0.402
2020-01-07,0.3003
2020-01-08,0.0998
2020-01-10,0.0
2020-01-16,0.1994
2020-01-17,-0.0995
2020-01-21,-0.0996
2020-01-22,0.0
2020-01-23,0.3988
2020-01-24,-0.3972
2020-01-27,-0.0997
2020-01-28,0.0998
2020-01-29,0.0499
2020-01-30,-0.0498
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,0.3988
2020-02-06,-0.3972
2020-02-10,0.0
2020-02-12,0.1994
2020-02-13,0.0
2020-02-14,0.0
2020-02-18,-0.0995
2020-02-19,0.0
2020-02-21,0.0996
2020-02-24,0.0
2020-02-25,-0.0299
2020-02-26,-0.0697
2020-02-27,-0.0996
2020-02-28,0.0
2020-03-02,0.3988
2020-03-03,-0.4965
2020-03-04,0.0
2020-03-05,0.2994
2020-03-06,0.199
2020-03-10,-0.1986
2020-03-12,-0.995
2020-03-13,-1.005
2020-03-16,-1.5178
2020-03-17,-0.2526
2020-03-18,-1.3022
2020-03-19,0.733
2020-03-20,0.0
2020-03-23,0.0
2020-03-24,0.3119
2020-03-25,0.5181
2020-03-26,1.0309
2020-03-27,0.3061
2020-04-01,0.7121
2020-04-06,-0.6061
2020-04-07,0.6098
2020-04-08,0.101
2020-04-14,0.3027
2020-04-17,-0.1006
2020-04-20,0.0
2020-04-27,0.1007
2020-04-28,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-05,0.0
2020-05-06,-0.503
2020-05-07,0.5056
2020-05-11,0.2012
2020-05-12,-0.6024
2020-05-14,0.4545
2020-05-20,-0.2514
2020-05-28,0.4032
2020-05-29,0.4016
2020-06-01,0.5
2020-06-02,0.0
2020-06-03,-0.199
2020-06-04,0.2991
2020-06-05,0.1988
2020-06-08,0.5456
2020-06-09,-0.5427
2020-06-10,0.1984
2020-06-11,0.099
2020-06-12,0.3956
2020-06-15,0.2956
2020-06-16,0.0
2020-06-17,0.8841
2020-06-18,-0.4869
2020-06-19,37.3777
2020-06-22,30.2707
2020-06-23,-4.866
2020-06-24,-6.8391
2020-06-25,7.3411
2020-06-26,41.2069
2020-06-29,29.5889
2020-06-30,-13.8191
2020-07-01,-8.2362
2020-07-02,7.506
2020-07-06,-3.1769
2020-07-07,-9.3476
2020-07-08,10.8586
2020-07-09,2.164
2020-07-10,-0.0743
2020-07-13,-20.4909
2020-07-14,9.7755
2020-07-15,-0.7243
2020-07-16,-0.6438
2020-07-17,-2.419
2020-07-20,-3.2758
2020-07-21,0.6407
2020-07-22,-1.9554
2020-07-23,-7.2356
2020-07-24,-10.15
2020-07-27,5.7318
2020-07-28,-0.4737
2020-07-29,0.2644
2020-07-30,0.211
2020-07-31,1.7368000000000001
