ticker,ACNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-04,2.0
2005-08-05,0.1961
2005-08-09,0.0
2005-08-10,0.7828
2005-08-11,0.0
2005-08-12,0.0
2005-08-16,0.0
2005-08-17,1.9417
2005-08-18,-1.9048
2005-08-19,0.0
2005-08-24,0.0
2005-08-25,0.0
2005-08-26,0.0
2005-08-29,-0.9709
2005-09-01,0.7843
2005-09-02,0.3891
2005-09-06,-0.5814
2005-09-12,0.9747
2005-09-13,-0.5792
2005-09-14,-1.165
2005-09-15,0.9823
2005-09-16,-0.9728
2005-09-19,0.3929
2005-09-20,-0.1957
2005-09-22,0.0
2005-09-30,0.7843
2005-10-03,-0.1946
2005-10-04,0.3899
2005-10-07,-0.5825
2005-10-11,0.3906
2005-10-12,2.9183
2005-10-13,-1.7013
2005-10-14,-0.3846
2005-10-17,0.0
2005-10-18,2.3166
2005-10-20,-2.2641999999999998
2005-10-21,0.0
2005-10-25,1.3514
2005-10-26,0.0
2005-10-31,0.0
2005-11-01,-0.381
2005-11-02,-1.3384
2005-11-03,-0.5814
2005-11-07,0.0
2005-11-08,0.3899
2005-11-10,-0.5825
2005-11-11,0.3906
2005-11-14,-0.1946
2005-11-16,-0.1949
2005-11-17,0.1953
2005-11-22,0.0
2005-11-23,-0.3899
2005-11-28,0.5871
2005-11-29,-0.5837
2005-11-30,0.1957
2005-12-01,0.9766
2005-12-02,-0.9671
2005-12-05,0.1953
2005-12-08,0.0
2005-12-13,0.0
2005-12-14,0.3899
2005-12-15,1.5534
2005-12-16,-0.5736
2005-12-20,-0.9615
2005-12-21,0.0
2005-12-23,0.0
2005-12-27,0.0
2005-12-30,0.5825
2006-01-04,1.3514
2006-01-05,-0.9524
2006-01-09,0.0
2006-01-10,0.0
2006-01-20,0.0
2006-01-23,-0.1923
2006-01-24,0.3854
2006-01-25,3.6468
2006-01-26,0.7407
2006-01-27,-0.7353
2006-01-30,-0.7407
2006-01-31,0.0
2006-02-01,1.1194
2006-02-07,-0.738
2006-02-08,-0.7435
2006-02-09,0.1873
2006-02-13,0.9346
2006-02-14,-0.9259
2006-02-15,0.0
2006-02-17,0.0
2006-02-21,1.8692
2006-02-22,-2.3853
2006-02-23,2.4436
2006-03-01,-0.9174
2006-03-02,0.3704
2006-03-06,-2.214
2006-03-08,1.8679000000000001
2006-03-10,-0.9076
2006-03-13,-0.9346
2006-03-14,1.6981000000000002
2006-03-15,0.7421
2006-03-16,-0.9208
2006-03-17,0.7435
