ticker,HNTUF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-21,-0.7035
2016-11-22,0.3036
2016-11-23,-0.5045
2016-11-25,0.4057
2016-11-28,0.0
2016-11-29,0.7071
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,-0.2006
2016-12-05,0.5747
2016-12-06,-0.0718
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,-0.3
2016-12-13,0.3009
2016-12-14,0.3
2016-12-15,-0.4985
2016-12-16,0.2004
2016-12-19,0.4719
2016-12-20,-0.3701
2016-12-21,0.8991
2016-12-22,0.0
2016-12-23,0.495
2016-12-27,0.3941
2016-12-30,-0.3925
2017-01-06,0.197
2017-01-10,-0.4916
2017-01-11,0.2964
2017-01-18,-0.4926
2017-01-19,-0.495
2017-01-20,0.0995
2017-01-23,0.2982
2017-01-25,0.0229
2017-01-26,0.0762
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,-0.396
2017-02-02,-0.0994
2017-02-03,0.6965
2017-02-06,1.9763
2017-02-08,-0.4875
2017-02-09,-0.4838
2017-02-13,-0.5871
2017-02-15,-1.3780000000000001
2017-02-21,1.1976
2017-02-22,0.0986
2017-02-24,-0.4914
2017-02-28,-0.1993
2017-03-02,0.1904
2017-03-06,0.008
2017-03-08,0.0
2017-03-09,-0.495
2017-03-10,1.393
2017-03-13,1.0795
2017-03-14,-0.1942
2017-03-17,1.1673
2017-03-20,-0.0403
2017-03-21,-1.8914
2017-03-24,-0.4902
2017-03-27,0.5007
2017-03-28,0.0
2017-03-29,0.8824
2017-03-30,0.9718
2017-03-31,-1.2511999999999999
2017-04-03,0.6628
2017-04-04,-0.7552
2017-04-06,-0.3982
2017-04-07,-0.1879
2017-04-11,-0.0981
2017-04-12,0.1885
2017-04-13,-0.1894
2017-04-17,0.1486
2017-04-18,-0.3923
2017-04-20,0.1477
2017-04-25,1.1787
2017-04-27,1.459
2017-04-28,0.3831
2017-05-01,0.1908
2017-05-02,-0.5714
2017-05-03,0.0
2017-05-04,-0.4867
2017-05-05,-0.666
2017-05-08,-0.6783
2017-05-09,-0.4878
2017-05-10,0.0
2017-05-11,0.5882
2017-05-12,-0.0975
2017-05-15,-2.439
2017-05-18,0.0
2017-05-19,0.5
2017-05-23,-0.4975
2017-05-24,0.0
2017-05-25,0.0
2017-05-30,-0.4
2017-05-31,-3.5141
2017-06-01,-0.8325
2017-06-14,4.7219
2017-06-15,-0.4008
2017-06-29,0.1006
2017-06-30,0.0
2017-07-27,0.0
2017-08-08,1.005
2017-08-17,1.4925
2017-08-18,0.9843
2017-08-25,-0.9747
2017-08-28,-1.2745
2017-09-18,0.0993
2017-09-20,-0.3968
2017-09-21,0.0996
2017-10-25,0.0
2017-11-08,0.0
2017-11-21,-0.4975
2017-11-22,0.0
2017-11-24,0.3
2017-11-27,-0.4985
2017-12-05,-0.3006
2017-12-06,-0.3015
2017-12-07,0.0
2017-12-11,-0.2016
2017-12-12,0.0
2017-12-14,0.0
2017-12-18,0.8081
2017-12-26,-1.1022
2018-01-17,0.304
2018-01-18,0.5051
2018-02-01,0.0
2018-02-20,-0.201
2018-03-02,3.2226
2018-03-05,-0.0976
2018-03-07,-1.8555000000000001
2018-03-08,0.0
2018-03-26,1.99
2018-04-13,-0.9756
2018-05-18,-0.2956
2018-06-19,-0.1976
2018-08-31,0.0891
2018-09-18,-0.7023
2018-09-24,-0.0797
2018-09-25,0.7248
2018-10-01,0.0564
2018-10-08,0.7083
2018-10-12,0.1965
2018-10-17,0.0
2018-10-24,0.2941
2018-10-25,-0.6843
2018-10-26,-0.0984
2018-10-29,0.1015
2018-10-31,3.7932
2018-11-08,-4.416
2018-11-14,0.1984
2018-11-15,-0.198
2018-11-29,0.0
2018-11-30,0.0109
2019-01-18,0.1875
2019-02-08,2.9703
2019-02-11,0.0
2019-03-01,-2.6923
2019-03-08,0.7905
2019-03-25,110.1961
2019-03-26,310.4478
2019-05-03,-9.0909
2019-05-06,-60.0
2019-05-07,0.0
2019-06-04,-81.25
