ticker,TNDM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-14,28.4
2013-11-15,13.3956
2013-11-18,-5.5861
2013-11-19,-2.4733
2013-11-20,-0.3481
2013-11-21,8.9321
2013-11-22,-5.3596
2013-11-25,-2.3233
2013-11-26,7.8791
2013-11-27,3.0776
2013-11-29,-1.9162
2013-12-02,2.408
2013-12-03,-0.3549
2013-12-04,1.87
2013-12-05,8.3916
2013-12-06,-0.0403
2013-12-09,-3.5498
2013-12-10,0.3764
2013-12-11,-2.0833
2013-12-12,-0.8511
2013-12-13,-2.7039
2013-12-16,4.5434
2013-12-17,-0.7595
2013-12-18,-0.2551
2013-12-19,-3.6231999999999998
2013-12-20,4.8209
2013-12-23,2.8692
2013-12-24,1.0254
2013-12-26,1.0962
2013-12-27,0.3614
2013-12-30,-0.8003
2013-12-31,3.9532
2014-01-02,-0.6985
2014-01-03,4.7284
2014-01-06,6.0075
2014-01-07,0.176
2014-01-08,-0.2811
2014-01-09,4.7569
2014-01-10,0.8409
2014-01-13,-2.1348
2014-01-14,0.5794
2014-01-15,-1.7282
2014-01-16,-9.5862
2014-01-17,2.8604000000000003
2014-01-21,-0.4449
2014-01-22,-0.7821
2014-01-23,-1.7267000000000001
2014-01-24,-2.9412000000000003
2014-01-27,-4.1716
2014-01-28,1.5194999999999999
2014-01-29,0.1214
2014-01-30,3.5556
2014-01-31,0.8584
2014-02-03,-2.4758
2014-02-04,-0.9123
2014-02-05,-2.1217
2014-02-06,-2.6585
2014-02-07,-1.3025
2014-02-10,1.5326
2014-02-11,-2.3061
2014-02-12,5.0215
2014-02-13,-0.1635
2014-02-14,0.1228
2014-02-18,3.2298
2014-02-19,-0.396
2014-02-20,-1.3519
2014-02-21,0.2418
2014-02-24,-0.4825
2014-02-25,0.202
2014-02-26,-0.8871
2014-02-27,-0.9764
2014-02-28,5.7929
2014-03-03,-3.3398
2014-03-04,0.0
2014-03-05,-0.2411
2014-03-06,-0.3222
2014-03-07,4.3636
2014-03-10,2.3229
2014-03-11,-1.0972
2014-03-12,-2.7161
2014-03-13,-1.4157
2014-03-14,-1.1169
2014-03-17,2.0573
2014-03-18,4.7431
2014-03-19,-1.7358
2014-03-20,0.384
2014-03-21,-4.1316
2014-03-24,-1.8755
2014-03-25,-0.8133
2014-03-26,-5.9041
2014-03-27,-1.4379
2014-03-28,-6.2334
2014-03-31,4.149
2014-04-01,-4.7986
2014-04-02,0.6182
2014-04-03,-6.2854
2014-04-04,-1.9667
