ticker,VLDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-29,-0.105
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-05,0.2103
2018-11-06,0.1049
2018-11-07,0.0
2018-11-08,-0.1048
2018-11-09,0.2099
2018-11-12,0.0
2018-11-13,-0.2094
2018-11-14,0.0
2018-11-15,0.7345
2018-11-16,-0.625
2018-11-20,-0.1048
2018-11-26,0.2099
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.6283
2018-11-30,-0.6243
2018-12-04,0.4188
2018-12-06,0.3128
2018-12-07,-0.2079
2018-12-10,0.4167
2018-12-11,-0.4149
2018-12-12,-0.4167
2018-12-13,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.1046
2018-12-20,0.209
2018-12-21,0.0
2018-12-24,-0.1043
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.2088
2019-01-02,0.0
2019-01-04,0.3125
2019-01-07,-0.1038
2019-01-08,0.0
2019-01-09,0.3119
2019-01-10,0.1036
2019-01-14,0.4141
2019-01-15,-0.2062
2019-01-16,0.0
2019-01-18,0.4132
2019-01-22,0.3086
2019-01-23,-0.1026
2019-01-24,0.0
2019-01-25,0.1027
2019-01-28,-0.3077
2019-01-29,0.3086
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,0.4195
2019-02-06,-0.4177
2019-02-07,0.3077
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,-0.1022
2019-02-13,0.1024
2019-02-14,0.2045
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.4082
2019-02-21,-0.3049
2019-02-22,0.1019
2019-02-25,-0.1018
2019-02-26,-0.1019
2019-02-27,0.2041
2019-02-28,0.0
2019-03-01,-0.2037
2019-03-04,0.0
2019-03-05,0.0
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.2041
2019-03-12,0.1018
2019-03-13,0.0
2019-03-14,0.1017
2019-03-15,0.0
2019-03-18,0.4065
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,-0.1012
2019-03-25,-0.1013
2019-03-26,-0.3043
2019-03-28,0.001
2019-03-29,0.1007
2019-04-01,0.0508
2019-04-02,0.2539
2019-04-04,-0.2026
2019-04-05,0.1015
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.3043
2019-04-12,-0.1011
2019-04-16,0.0
2019-04-17,0.1012
2019-04-18,0.5056
2019-04-22,0.1006
