ticker,VLDR US Equity
2019-04-23,-0.3015
2019-04-25,-0.504
2019-04-26,0.2026
2019-04-29,0.1517
2019-04-30,0.0505
2019-05-01,0.0
2019-05-06,0.1009
2019-05-08,-0.2016
2019-05-09,0.0
2019-05-13,0.0081
2019-05-16,0.2949
2019-05-17,0.0
2019-05-20,-0.1742
2019-05-21,0.2754
2019-05-22,0.1006
2019-05-28,-0.1005
2019-05-30,-0.2012
2019-05-31,0.1008
2019-06-03,0.0
2019-06-04,0.2014
2019-06-05,-0.1005
2019-06-07,0.3018
2019-06-10,0.2006
2019-06-13,0.1001
2019-06-14,-1.0
2019-06-17,0.7071
2019-06-18,0.0
2019-06-19,-0.1003
2019-06-20,0.0
2019-06-21,0.2008
2019-06-24,0.1002
2019-06-25,0.1001
2019-06-26,-0.4
2019-06-27,0.1004
2019-06-28,-0.2006
2019-07-02,0.3015
2019-07-08,-0.1002
2019-07-09,0.0
2019-07-11,0.0
2019-07-18,0.3009
2019-07-19,-0.5
2019-07-22,0.5025
2019-07-23,0.2
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0998
2019-07-29,0.1994
2019-07-30,-0.4975
2019-07-31,0.0
2019-08-05,0.3
2019-08-08,-0.2991
2019-08-12,0.1
2019-08-13,0.4016
2019-08-14,-0.3005
2019-08-15,-0.0998
2019-08-16,0.0
2019-08-19,0.6004
2019-08-20,-0.2989
2019-08-21,0.3984
2019-08-22,0.1984
2019-08-26,-0.099
2019-08-27,-0.2973
2019-08-28,0.1988
2019-08-30,0.0
2019-09-03,0.0
2019-09-09,-0.2976
2019-09-11,0.0
2019-09-16,0.0
2019-09-18,-0.0995
2019-09-19,0.1992
2019-09-23,-0.2982
2019-09-24,0.4985
2019-09-27,0.0099
2019-10-01,-0.0595
2019-10-02,-0.2481
2019-10-03,0.0995
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.2982
2019-10-10,0.0991
2019-10-11,-0.198
2019-10-14,0.1984
2019-10-15,-0.198
2019-10-16,0.1984
2019-10-18,0.198
2019-10-21,-0.1976
2019-10-23,-0.198
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,-0.0417
2019-10-29,-0.0576
2019-10-30,0.0993
2019-10-31,0.0
2019-11-01,-0.0992
2019-11-07,0.1986
2019-11-08,0.1982
2019-11-11,0.0
2019-11-12,-0.1484
2019-11-13,0.1486
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,-0.2967
2019-11-19,0.1984
2019-11-20,0.099
2019-11-21,-0.0989
2019-11-22,0.0
2019-11-25,0.099
2019-11-27,0.1978
2019-11-29,-0.2962
2019-12-02,0.0
2019-12-03,0.1485
2019-12-04,-0.1483
2019-12-05,0.297
2019-12-11,0.3949
2019-12-12,-0.4916
2019-12-16,0.247
2019-12-17,-0.1479
2019-12-18,0.0
2019-12-19,-0.0987
2019-12-20,0.2332
2019-12-23,-0.0355
2019-12-26,0.0769
2019-12-27,0.4159
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,-0.2453
2020-01-03,0.3443
2020-01-07,0.098
2020-01-08,-0.0979
2020-01-14,-0.098
2020-01-15,0.0
2020-01-17,-0.7851
2020-01-21,0.7913
2020-01-22,0.054
2020-01-24,0.0441
2020-01-27,-0.098
2020-01-30,-0.0981
2020-01-31,0.0
2020-02-03,0.1965
2020-02-04,-0.1961
2020-02-05,0.3438
2020-02-06,0.3426
2020-02-07,-0.1951
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-18,-0.0978
2020-02-19,0.1468
2020-02-20,-0.0821
2020-02-24,-0.0645
2020-02-25,0.0
2020-02-26,0.0978
2020-02-27,-0.0978
2020-02-28,-0.0978
2020-03-02,0.2938
2020-03-03,-0.1953
2020-03-04,0.4892
2020-03-06,0.0
2020-03-09,1.6553
2020-03-10,-2.1073
2020-03-11,-0.1957
2020-03-12,0.0
2020-03-13,-0.3922
2020-03-16,-1.1811
2020-03-17,0.0996
2020-03-18,0.4975
2020-03-19,0.396
2020-03-20,-0.0888
2020-03-23,-0.306
2020-03-24,0.8911
2020-03-25,-0.2944
2020-03-26,0.3937
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,-0.2941
2020-04-01,0.0983
2020-04-02,0.9823
2020-04-03,-0.7782
2020-04-06,0.0
2020-04-07,-0.0941
2020-04-08,-0.1021
2020-04-09,0.2947
2020-04-13,-0.4897
2020-04-14,0.4921
2020-04-15,-0.2938
2020-04-16,0.0589
2020-04-17,0.3829
2020-04-20,-0.3423
2020-04-21,0.4907
2020-04-22,-0.1953
2020-04-23,0.4892
2020-04-24,0.0974
2020-04-27,-0.6809
2020-04-28,-0.2938
2020-04-29,0.1965
2020-04-30,0.2941
2020-05-01,0.0
2020-05-04,0.0978
2020-05-05,0.0
2020-05-06,-0.3906
2020-05-08,0.4902
2020-05-11,0.0
2020-05-12,0.0976
2020-05-13,0.0975
2020-05-14,-0.0974
2020-05-15,0.4873
2020-05-18,-0.097
2020-05-19,2.1359
2020-05-20,-1.2357
2020-05-21,0.0962
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,0.4327
2020-05-28,-0.0479
2020-05-29,-0.4789
2020-06-01,-1.0587
2020-06-02,1.07
2020-06-04,0.1925
2020-06-05,-0.5764
2020-06-08,0.2899
2020-06-09,-0.0963
2020-06-10,0.5786
2020-06-11,-0.0959
2020-06-12,6.4299
2020-06-15,1.8936
2020-06-16,2.2124
2020-06-17,17.6623
2020-06-18,8.5357
2020-06-19,-11.4576
2020-06-22,-4.977
2020-06-23,-4.5931
2020-06-24,-6.25
2020-06-25,4.3243
2020-06-26,29.5337
2020-06-29,11.5333
2020-06-30,-16.9157
2020-07-01,-0.3597
2020-07-02,48.231
2020-07-06,-4.1403
2020-07-07,-15.3963
2020-07-08,2.5225
2020-07-09,17.7504
2020-07-10,0.0
2020-07-13,-9.9005
2020-07-14,-2.54
2020-07-15,-1.1331
2020-07-16,-5.1576
2020-07-17,8.2779
2020-07-20,-5.1897
2020-07-21,-1.4715
2020-07-22,-4.1219
2020-07-23,0.9346
2020-07-24,-1.7901
2020-07-27,-2.1999
2020-07-28,-0.0803
2020-07-29,-1.4633
2020-07-30,-1.436
2020-07-31,-10.596
