ticker,EGOC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-15,13.3333
2005-11-16,0.0
2005-12-16,-7.6471
2006-01-09,-4.4586
2006-01-18,0.0
2006-02-01,0.0
2006-02-06,0.0
2006-02-07,0.0
2006-02-08,0.0
2006-02-17,4.0
2006-03-01,-3.8462
2006-03-13,2.6667
2006-04-27,-5.1948
2006-06-30,-17.8082
2006-07-13,-58.3333
2006-10-16,16.0
2006-10-23,3.4483
2006-11-22,0.0
2006-12-15,-66.6667
2006-12-29,10.0
2007-01-10,-9.0909
2007-01-12,0.0
2007-01-17,0.0
2007-01-18,20.0
2007-01-23,-24.1667
2007-01-24,31.8681
2007-02-08,0.0
2007-02-09,0.0
2007-02-14,50.0
2007-02-15,5.5556
2007-02-20,-21.0526
2007-02-22,-26.6667
2007-02-27,36.3636
2007-02-28,-26.6667
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,-9.0909
2007-03-08,0.0
2007-03-09,-12.5
2007-03-12,2.8571
2007-03-14,-11.1111
2007-03-15,-12.5
2007-03-21,0.0
2007-03-23,-28.5714
2007-03-26,20.0
2007-03-29,28.3333
2007-04-11,-9.0909
2007-04-12,14.2857
2007-04-13,37.5
2007-04-23,0.0
2007-04-30,-45.4545
2007-05-01,16.6667
2007-05-04,0.0
2007-05-10,0.0
2007-05-15,47.1429
2007-05-17,0.0
2007-05-18,-2.9126
2007-05-22,0.0
2007-05-23,-20.0
2007-05-29,-12.5
2007-06-11,-14.2857
2007-06-13,0.0
2007-06-27,-33.3333
2007-07-11,25.0
2007-07-17,0.0
2007-07-23,0.0
2007-07-24,-60.0
2007-07-25,25.0
2007-07-26,60.0
2007-07-30,0.0
2007-08-21,-25.0
2007-08-29,33.3333
2007-09-14,-25.0
2007-09-25,0.0
2007-10-03,0.0
2007-10-10,0.0
2007-10-11,100.0
2007-10-12,16.6667
2007-10-18,14.2857
2007-11-05,-62.5
2007-11-07,0.0
2007-11-20,66.0417
2007-11-21,140.9034
2007-11-23,66.6667
2007-11-26,5.0
2007-11-27,-4.7619
2007-11-28,-10.0
2007-11-29,5.5556
2007-12-03,0.0
2007-12-05,-31.5789
2007-12-07,15.3846
2007-12-10,33.3333
2007-12-11,-10.0
2007-12-13,11.1111
2007-12-14,-30.0
2007-12-17,64.2857
2007-12-18,-13.0435
2007-12-20,0.0
2007-12-26,-25.0
2007-12-27,20.0
2008-01-04,-44.4444
2008-01-07,50.0
2008-01-09,-40.0
2008-01-10,-11.1111
