ticker,PFBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-05,-2.439
2007-07-10,-5.0
2007-07-17,0.0
2007-07-27,-2.6316
2007-08-01,-2.5946
2007-08-24,-0.111
2007-10-09,-4.4444
2007-10-24,-6.9767
2007-10-31,-25.0
2007-11-16,-14.1667
2007-11-19,-12.6214
2007-11-21,27.7778
2007-12-11,51.3043
2008-05-30,-39.6552
2008-06-25,-2.8571
2008-08-06,-7.8431
2008-08-28,4.2553
2008-09-04,-18.3673
2008-09-08,-1.25
2008-09-09,2.5316
2008-09-17,0.0
2008-09-19,-7.4074
2008-09-22,0.0
2008-09-26,-1.3333
2008-10-01,0.0
2008-10-02,1.3514
2008-10-06,0.0
2008-10-08,-18.6667
2008-12-05,-14.7541
2008-12-10,-3.8462
2009-01-23,-32.0
2009-01-28,0.0
2009-01-29,-12.3529
2009-03-10,202.0134
2009-03-11,-87.7778
2009-04-09,263.6364
2009-05-29,0.0
2009-06-03,0.0
2009-06-16,100.0
2009-06-17,0.0
2009-08-05,0.0
2009-09-03,0.0
2010-06-15,-18.75
2010-08-02,15.3846
2010-08-03,0.0
2011-01-18,0.0
2011-01-19,26.6667
2011-01-20,0.0
2011-01-24,-5.2632
2011-03-01,0.0
2011-03-17,0.0
2011-08-19,-11.1111
2011-09-21,-23.75
2011-09-22,-21.3115
2011-09-28,-10.4167
2011-10-05,-7.4419
2011-10-25,0.5025
2011-10-26,0.0
2011-11-14,-20.0
2011-11-15,19.375
2011-11-18,-9.4241
2011-11-30,14.4509
2011-12-05,-1.5152
2011-12-21,11.7949
2011-12-28,10.0917
2012-01-04,4.1667
2012-02-13,40.0
2012-04-19,22.2857
2012-04-26,-15.8879
2012-07-05,25.0
2012-08-13,0.0
2012-11-29,-16.6667
2012-12-06,6.6667
2012-12-18,-5.0
2012-12-24,-0.7895
2012-12-27,1.061
2013-01-08,0.0
2013-01-09,3.6745
2013-01-18,1.5190000000000001
2013-03-07,22.1945
2013-03-08,-2.0408
2013-03-15,-1.0417
2013-05-10,10.526299999999999
2013-08-13,-13.3333
2013-08-20,0.0
2013-08-26,0.0
2013-09-03,4.3956
2013-12-24,0.0
2013-12-30,3.1579
2014-01-09,2.0408
2014-04-24,-9.0
2014-05-14,1.0989
2014-06-12,8.6957
2014-06-18,0.0
2014-06-24,-2.0
2014-10-22,4.0816
2014-10-28,2.9412000000000003
2014-11-24,3.8095
2014-12-02,5.5046
2014-12-03,4.3478
2014-12-09,12.5
2014-12-11,14.0741
