ticker,CHMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-19,-91.6279
2005-01-21,-86.1111
2005-02-10,1100.0
2005-10-25,1381.4813
2005-10-26,0.0
2005-10-27,0.0
2005-11-02,0.0
2005-11-10,-12.5
2005-11-11,17.1429
2005-11-18,-2.439
2005-11-21,27.5
2005-11-22,0.0
2005-11-23,11.7647
2005-11-28,1.7544
2005-11-29,-10.3448
2005-11-30,-1.9231
2005-12-02,43.1373
2005-12-05,-0.6849
2005-12-06,2.069
2005-12-07,8.1081
2005-12-08,16.25
2005-12-09,0.0
2005-12-12,1.0753
2005-12-13,-25.5319
2005-12-14,-7.1429
2005-12-15,-10.7692
2005-12-16,7.7586
2005-12-19,0.0
2005-12-20,-8.8
2005-12-21,0.0
2005-12-22,-12.2807
2005-12-23,-6.0
2005-12-27,-4.2553
2005-12-28,-11.1111
2005-12-29,0.0
2005-12-30,-7.5
2006-01-03,5.4054
2006-01-04,6.4103
2006-01-05,8.4337
2006-01-06,22.2222
2006-01-09,-1.8182
2006-01-10,20.3704
2006-01-11,9.2308
2006-01-12,-5.6338
2006-01-13,-7.4627
2006-01-17,4.8387
2006-01-18,-10.7692
2006-01-19,4.3103
2006-01-20,-14.0496
2006-01-23,5.7692
2006-01-24,0.0
2006-01-25,-10.0
2006-01-26,-7.0707
2006-01-27,-15.2174
2006-01-30,2.5641
2006-01-31,-17.5
2006-02-01,7.5758
2006-02-02,18.3099
2006-02-03,-15.4762
2006-02-06,-2.8169
2006-02-07,10.1449
2006-02-08,-9.2105
2006-02-09,-11.5942
2006-02-10,8.1967
2006-02-13,-4.5455
2006-02-14,-13.6508
2006-02-15,-0.7353
2006-02-16,-10.7407
2006-02-17,0.4149
2006-02-21,-38.0165
2006-02-22,-16.6667
2006-02-23,100.0
2006-02-24,-18.0
2006-02-27,-2.439
2006-02-28,-15.0
2006-03-01,-3.5294
2006-03-02,-7.3171
2006-03-03,0.6579
2006-03-06,-1.9607999999999999
2006-03-07,10.0
2006-03-08,7.8788
2006-03-09,-10.6742
2006-03-10,-0.6289
2006-03-13,0.0
2006-03-14,1.2658
2006-03-15,-1.5625
2006-03-16,-9.2063
2006-03-17,5.5944
2006-03-20,-1.3245
2006-03-21,-6.0403
2006-03-22,0.0
2006-03-23,-1.4285999999999999
2006-03-24,1.4493
2006-03-27,-2.8571
2006-03-28,8.8235
2006-03-29,-5.4054
2006-03-30,10.7143
2006-03-31,0.6452
2006-04-03,-7.6923
2006-04-04,1.3889
