ticker,CCOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-03-10,-16.0
2006-03-23,0.0
2006-03-27,-22.8571
2006-03-28,-37.037
2006-03-29,-21.5686
2006-04-03,-12.5
2006-04-04,17.1429
2006-04-05,0.0
2006-04-06,21.9512
2006-04-07,20.0
2006-04-10,31.6667
2006-04-11,-17.7215
2006-04-12,0.0
2006-04-13,-7.6923
2006-04-17,0.0
2006-04-18,-8.3333
2006-04-19,27.2727
2006-04-20,-14.2857
2006-04-21,0.0
2006-04-24,8.3333
2006-04-25,7.6923
2006-04-26,-11.4286
2006-04-28,1.6129
2006-05-01,0.0
2006-05-02,0.0
2006-05-03,-3.1746
2006-05-05,-3.2787
2006-05-08,-6.7797
2006-05-09,-12.7273
2006-05-10,4.1667
2006-05-11,0.0
2006-05-12,2.0
2006-05-15,-1.9607999999999999
2006-05-16,0.0
2006-05-17,-20.0
2006-05-18,15.0
2006-05-19,-13.0435
2006-05-22,0.0
2006-05-25,0.0
2006-06-07,-22.5
2006-06-12,12.9032
2006-06-13,0.0
2006-06-19,-71.4286
2006-06-21,150.0
2006-07-27,0.0
2006-07-28,-80.0
2006-08-07,400.0
2006-08-14,-8.0
2006-09-15,-78.2609
2006-10-19,400.0
2006-10-20,20.0
2006-10-23,16.6667
2006-10-24,-28.5714
2006-10-25,-4.0
2006-10-26,0.0
2006-10-27,0.0
2006-10-31,4.1667
2006-11-02,0.0
2006-11-03,-8.0
2006-11-06,0.0
2006-11-07,-4.3478
2006-11-08,4.5455
2006-11-10,-13.0435
2006-11-13,10.0
2006-11-14,-4.5455
2006-11-15,4.7619
2006-11-16,0.0
2006-11-17,-9.0909
2006-11-21,0.0
2006-11-22,45.0
2006-11-27,0.0
2006-12-01,-17.2414
2006-12-04,-4.1667
2006-12-05,21.7391
2006-12-07,7.1429
2006-12-08,-6.6667
2006-12-11,-14.2857
2006-12-12,0.0
2006-12-14,4.1667
2006-12-18,12.0
2006-12-19,-3.5714
2006-12-20,3.7037
2006-12-21,-10.7143
2006-12-26,-20.0
2006-12-27,0.0
2006-12-28,25.0
2006-12-29,52.0
2007-01-03,-42.1053
2007-01-04,59.0909
2007-01-05,-14.2857
2007-01-08,-3.3333
2007-01-10,20.6897
2007-01-12,-51.4286
2007-01-16,82.3529
2007-01-17,-35.4839
2007-01-18,25.0
2007-01-19,12.0
2007-01-22,-10.7143
2007-01-25,-32.0
2007-01-26,0.0
2007-01-30,58.8235
2007-01-31,-25.9259
2007-02-01,0.0
